gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annot
Acropora4892,11.901454173337772,3.4653874511315705,0.9242691969971079,3.749326995198363,1.7730976693096972e-4,0.04960475499928098,NA
