 contrast                                     estimate      SE     df t.ratio p.value
 (BC-8b Treated t2) - (SI-C Treated t2)       0.035904 0.01170 364.27   3.069  0.1743
 (BC-8b Treated t2) - (BC-8b Untreated t2)    0.076547 0.02605   2.70   2.939  0.4937
 (BC-8b Treated t2) - (MB-B Untreated t2)     0.118787 0.02605   2.70   4.561  0.2168
 (BC-8b Treated t2) - (SI-C Untreated t2)     0.104405 0.02631   2.81   3.969  0.2817
 (MB-B Treated t2) - (SI-C Treated t2)        0.032323 0.01194 363.90   2.708  0.3789
 (MB-B Treated t2) - (BC-8b Untreated t2)     0.072967 0.02615   2.74   2.790  0.5324
 (MB-B Treated t2) - (MB-B Untreated t2)      0.115207 0.02615   2.74   4.405  0.2303
 (MB-B Treated t2) - (SI-C Untreated t2)      0.100825 0.02641   2.85   3.818  0.3020
 (SI-C Treated t2) - (BC-8b Untreated t2)     0.040644 0.02649   2.89   1.534  0.9244
 (SI-C Treated t2) - (MB-B Untreated t2)      0.082884 0.02649   2.89   3.129  0.4375
 (SI-C Treated t2) - (SI-C Untreated t2)      0.068502 0.02675   3.00   2.561  0.5949
 (BC-8b Untreated t2) - (MB-B Untreated t2)   0.042240 0.01044 364.30   4.047  0.0078
 (BC-8b Untreated t2) - (SI-C Untreated t2)   0.027858 0.01107 364.29   2.517  0.5193
 (MB-B Untreated t2) - (SI-C Untreated t2)   -0.014382 0.01107 364.29  -1.299  0.9981

Degrees-of-freedom method: kenward-roger 
P value adjustment: tukey method for comparing a family of 18 estimates 
