"","Estimate","Std. Error","t-value","p-value"
"Pclivosa.Untreated-Pclivosa.Treated",4.12240820714501,7.21846434765243,0.57109213381177,0.568421182066172
"Pclivosa.Untreated-Acervicornis.Treated",-25.5918468110087,9.25813553335945,-2.76425493219393,0.00610566841349883
"Pclivosa.Untreated-Acervicornis.Untreated",-15.8299770548062,8.5648186614917,-1.84825595035414,0.0656793981139883
"Pclivosa.Treated-Acervicornis.Treated",-29.7142550181537,8.88957667815935,-3.34259505192842,0.000949641245331569
"Pclivosa.Treated-Acervicornis.Untreated",-19.9523852619512,8.16502409710765,-2.4436407075662,0.0151926807643883
"Acervicornis.Treated-Acervicornis.Untreated",9.7618697562025,10.0137138054867,0.974850085175569,0.330523656971466
