"","pval","term","direction","color"
"8/523 ribonucleoprotein complex",0.0836934533896636,"GO:1990904",1,"lightcoral"
"5/233 Golgi membrane",0.0836934533896636,"GO:0000139",0,"skyblue2"
"7/333 Golgi apparatus part",0.0836934533896636,"GO:0098791;GO:0044431",0,"skyblue2"
"6/441 plasma membrane region",0.0836934533896636,"GO:0098590",0,"skyblue2"
"10/419 synapse",0.0368752418441302,"GO:0045202;GO:0044456",0,"dodgerblue2"
"2/100 synaptic membrane",0.0836934533896636,"GO:0097060",0,"skyblue2"
"4/152 extrinsic component of membrane",0.0368752418441302,"GO:0019898",0,"dodgerblue2"
"3/182 side of membrane",0.0368752418441302,"GO:0098552",0,"dodgerblue2"
