Time,T1,T2,T3,T4,T5,T6,T7,T8,Untitled 8,Untitled 9,Untitled 10,Untitled 11,Untitled 12,Untitled 13,Untitled 14,Untitled 15
7/20/2022 17:20:07.627,28.01259,28.061666,32.004883,31.973051,28.05211,28.004542,28.004903,28.003608,27.061011,28.012967,28.012771,28.024507,27.139214,27.12697,27.163243,27.060208
7/20/2022 17:25:06.879,27.998346,28.046045,32.027437,32.016898,28.024998,28.002854,28.015229,28.035522,27.048127,28.001936,28.000657,28.000166,27.140886,27.1351,27.152491,27.061601
7/20/2022 17:30:06.905,28.011558,28.021048,31.963282,32.022077,27.992773,28.01041,28.021343,28.024687,27.042489,27.994707,28.017754,28.051306,27.135345,27.120544,27.153425,27.058667
7/20/2022 17:35:06.501,27.996592,28.008984,31.997244,31.96715,28.024638,27.998543,27.990888,28.018016,27.029441,28.021851,27.996707,28.001215,27.128756,27.117643,27.150442,27.064715
7/20/2022 17:40:10.826,28.013787,28.000526,32.02447,31.974461,28.064436,28.011279,28.012951,27.992413,27.027196,27.997904,28.000379,28.040374,27.119364,27.107841,27.135706,27.06442
7/20/2022 17:45:08.989,27.996019,28.057355,31.965101,32.018061,28.049126,28.006132,28.020966,28.030145,27.018197,28.013246,28.034866,28.023441,27.11343,27.101629,27.138689,27.059552
7/20/2022 17:50:09.553,28.009394,28.059273,31.982787,31.992343,28.01164,28.002641,27.995789,28.051569,27.011968,28.007411,28.017934,28.000231,27.102481,27.099072,27.118889,27.054569
7/20/2022 17:55:08.641,28.002165,28.036472,32.026716,31.966757,27.996724,28.021966,28.016311,28.026982,27.013067,28.001936,28.010918,28.025949,27.093744,27.092007,27.128822,27.047423
7/20/2022 18:00:11.599,28.018737,28.014492,31.963921,32.010095,28.052175,27.999248,28.034932,28.006935,27.003248,28.013164,28.008132,27.988938,27.08668,27.079877,27.115201,27.056356
7/20/2022 18:05:09.540,28.01659,27.997133,32.001391,32.003227,28.054798,28.014262,27.99061,28.001379,27.018967,28.012197,28.043373,28.035653,27.073845,27.085172,27.116463,27.055028
7/20/2022 18:10:08.417,28.001772,28.024343,32.021733,31.971264,28.029047,28.002542,28.022097,28.029818,27.043013,27.999149,28.028801,28.024589,27.075747,27.070485,27.106349,27.044374
7/20/2022 18:15:07.514,28.006837,28.042373,31.956512,31.986525,27.994593,28.016623,28.012771,28.032555,27.04757,28.022556,28.017688,27.993183,27.068043,27.077124,27.101153,27.045521
7/20/2022 18:20:10.339,28.009574,28.037816,32.003752,32.033715,28.022638,28.000395,28.012623,28.009607,27.047521,27.999641,27.995429,28.032293,27.056766,27.065027,27.097891,27.047144
7/20/2022 18:25:07.842,28.018786,28.018688,32.014488,31.984672,28.055732,28.012951,28.045291,28.013885,27.02454,28.037735,28.02131,28.015426,27.05534,27.062109,27.091318,27.044472
7/20/2022 18:30:10.187,27.99715,27.997084,31.960561,31.971707,28.030309,28.000657,27.996379,28.036112,27.023885,28.013623,28.030604,28.045848,27.044931,27.051422,27.084106,27.043341
7/20/2022 18:35:10.915,28.011148,28.046733,31.994819,32.02034,28.002526,28.013312,28.031883,28.019704,27.016787,28.003657,28.012361,28.02926,27.041309,27.043751,27.076157,27.042391
7/20/2022 18:40:10.722,28.012574,28.049798,32.02193,32.014177,27.998625,28.002854,28.00505,28.002559,27.008329,28.024818,27.997264,27.998018,27.033916,27.037604,27.07773,27.031376
7/20/2022 18:45:09.091,28.00346,28.045815,31.966265,31.953054,28.062354,28.012738,28.002805,28.023769,27.00097,28.003329,28.0279,28.034243,27.029605,27.032015,27.073681,27.034982
7/20/2022 18:50:08.540,28.025671,28.018524,31.998048,31.981788,28.052437,28.009017,28.048241,28.022999,27.028343,28.022212,28.04316,27.995756,27.028245,27.035457,27.064896,27.034424
7/20/2022 18:55:06.999,28.011148,27.997789,32.019422,32.028601,28.017491,27.99869,27.991101,28.003821,27.068944,28.004952,28.017721,28.040341,27.008215,27.023147,27.068862,27.038145
7/20/2022 19:00:11.727,28.006345,28.004919,31.959577,31.986623,27.981922,28.01854,28.018147,28.009017,27.077648,28.02136,28.001133,28.026162,27.006002,27.016787,27.050275,27.028179
7/20/2022 19:05:10.160,28.020097,28.057978,31.997605,31.966396,28.023884,27.99397,28.033538,28.087072,27.06447,27.997019,28.021409,27.995593,27.012427,27.011427,27.052865,27.029245
7/20/2022 19:10:07.331,28.00269,28.056814,32.023913,32.009112,28.063797,28.022278,27.985496,28.10307,27.04598,28.001657,28.040669,28.039833,27.003265,27.002871,27.060847,27.023164
7/20/2022 19:15:12.069,28.007952,28.03226,31.955906,32.019504,28.047012,27.997478,28.033686,28.094366,27.03785,28.019163,28.023081,28.009083,26.998757,27.017279,27.047718,27.029736
7/20/2022 19:20:11.296,28.012279,28.024671,32.00662,31.959577,28.008574,28.008115,28.007837,28.068353,27.028901,28.019311,27.997756,28.026244,27.011477,27.013001,27.049226,27.027442
7/20/2022 19:25:08.994,27.999789,27.994462,32.009456,31.98164,27.989823,28.007493,28.013672,28.051815,27.005428,28.001264,28.020261,28.033129,27.010329,27.014886,27.039407,27.033375
7/20/2022 19:30:09.397,28.014803,28.041455,31.949579,32.025519,28.058601,28.013279,28.037013,28.031473,26.997593,28.003051,28.034473,27.998346,27.003035,27.013148,27.034555,27.026114
7/20/2022 19:35:09.517,27.997936,28.053798,32.00762,32.006899,28.057896,28.008656,27.986331,28.078483,27.010329,28.025539,28.02513,28.030785,27.023819,27.011231,27.026458,27.022492
