Time,Untitled,Untitled 1,Untitled 2,Untitled 3,Untitled 4,Untitled 5,Untitled 6,Untitled 7,Untitled 8,Untitled 9,Untitled 10,Untitled 11,Untitled 12,Untitled 13,Untitled 14,Untitled 15
4/25/2022 15:05:09.459,28.007165,28.057715,28.02531,28.011279,27.980857,27.996887,28.061371,28.052798,27.053832,27.012132,27.043456,27.074829,27.068223,27.00474,27.06783,27.046029
4/25/2022 15:10:10.888,28.012754,28.024785,27.990315,27.995248,28.033178,28.051405,28.016377,28.01913,27.01823,26.98389,27.016427,27.047324,27.053455,26.992266,27.04816,27.023442
4/25/2022 15:15:10.297,27.994625,27.98384,28.038095,28.034276,28.043914,28.026621,28.005542,27.979201,27.001773,27.016066,26.992282,27.015361,27.009313,27.055536,27.019295,27.000363
4/25/2022 15:20:10.032,28.021655,28.040013,28.052667,28.053323,28.004411,27.984676,28.043357,28.024982,27.008985,27.069321,27.04539,26.988119,26.992151,27.023393,27.001527,26.985382
4/25/2022 15:25:10.203,27.991478,28.032489,28.006804,28.019524,27.975431,28.013689,28.000821,28.030309,27.066338,27.063552,27.042522,27.046751,27.029851,26.9833,27.031523,27.062847
4/25/2022 15:30:11.257,28.021392,27.996461,27.975218,27.980939,28.007771,28.055486,28.029604,28.017655,27.064715,27.042866,27.030327,27.050816,27.065945,27.028933,27.053553,27.07714
4/25/2022 15:35:11.747,27.997986,28.026588,28.031194,28.026179,28.054552,28.029096,28.016393,27.979513,27.040014,27.018787,27.009919,27.017295,27.056438,27.062994,27.043226,27.050471
4/25/2022 15:40:12.230,27.99415,28.046225,28.0368,28.0507,28.024933,27.994199,27.987413,28.01518,27.024508,26.99043,27.000921,26.999904,27.01582,27.017246,27.018263,27.025098
4/25/2022 15:45:07.259,28.005542,28.005772,28.004247,28.027572,27.986151,28.01754,28.048651,28.050618,26.995823,27.022623,27.042407,27.032654,26.998216,26.979448,26.986775,27.008657
4/25/2022 15:50:10.835,27.996658,28.006689,27.99456,27.993626,27.995396,28.04452,27.999297,28.021524,26.996134,27.074157,27.030949,27.068715,27.00133,27.037834,27.039096,26.991332
4/25/2022 15:55:06.880,28.016114,28.041603,28.033047,28.016655,28.056257,28.010968,28.040587,27.982988,27.064338,27.057503,27.008067,27.041161,27.057225,27.029114,27.066863,27.038932
4/25/2022 16:00:11.593,27.998379,28.010853,28.032686,28.054093,28.045193,27.995986,28.028211,27.995199,27.083254,27.038637,27.000085,27.012476,27.051422,26.986693,27.049029,27.057175
4/25/2022 16:05:08.355,28.007591,27.996248,27.99456,28.040177,28.008788,28.042422,27.984676,28.048602,27.055995,27.016984,27.05375,26.988267,27.020688,27.014214,27.025983,27.035375
