name	term	lev	seq	value
"transferase activity, transferring aldehyde or ketonic groups"	GO:0016744	3	Acropora1127	-6.76969206438944
"transferase activity, transferring aldehyde or ketonic groups"	GO:0016744	3	Acropora4064	0.576895124331288
"transferase activity, transferring aldehyde or ketonic groups"	GO:0016744	3	Acropora5784	0.589238586183038
"transferase activity, transferring aldehyde or ketonic groups"	GO:0016744	3	Acropora1951	-6.28246164754644
"transferase activity, transferring aldehyde or ketonic groups"	GO:0016744	3	Acropora728	-16.6224503287158
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora13784	-1.09641843222962
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora16461	0.52483022544381
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora7471	-0.00955752643482908
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora8164	1.42632543889825
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora16707	1.33812562969811
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora405	-7.42764643388877
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora16140	1.96656494784843
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora16679	-0.0753995107856843
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora25182	-0.218800440105574
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora5075	-8.12430701506371
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora1099	-7.26044482910794
"ARF guanyl-nucleotide exchange factor activity"	GO:0005086	2	Acropora14176	0.362761781171286
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora14019	0.00876531205434643
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora216	-15.7449358567586
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora18575	0.476603582406548
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora34686	0.188035815200325
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora34915	-2.13037367723342
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora5265	0.306322031558063
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora26128	1.52069841500625
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora26580	0.967426752921314
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora87234	0.665375599001264
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora23082	0.149208605949519
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora41272	0.00331858731557448
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora12849	-6.6935612474494
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora8786	-3.09776157735443
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora37479	0.422719367188031
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora21157	2.46843634950591
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora3349	1.22113828408506
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora20808	-0.565737545317343
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora50442	0.484423698390032
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora41665	-4.36874269109024
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora59817	0.539639403012464
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora42176	-0.00109643954821256
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora18740	0.429776466736167
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora95	-15.960470239775
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora14092	0.872428487680624
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora4104	-2.81001615629805
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora32655	1.87213489759512
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora68170	0.00570537542217963
"endodeoxyribonuclease activity"	GO:0004520	2	Acropora43357	1.4267389111376
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"	GO:0016715;GO:0004500	4	Acropora3329	0.262462028084631
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"	GO:0016715;GO:0004500	4	Acropora2263	-1.31678623011475
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"	GO:0016715;GO:0004500	4	Acropora10881	9.06811561595679
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"	GO:0016715;GO:0004500	4	Acropora5650	2.24954074589373
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"	GO:0016715;GO:0004500	4	Acropora5513	-3.27326365999556
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"	GO:0016715;GO:0004500	4	Acropora5994	0.166273737139418
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"	GO:0016715;GO:0004500	4	Acropora13955	0.471186028911318
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"	GO:0016715;GO:0004500	4	Acropora4717	-0.21323614743513
"fatty acid synthase activity"	GO:0004312	4	Acropora31588	0.358304869949281
"fatty acid synthase activity"	GO:0004312	4	Acropora10555	-2.4202450651034
"fatty acid synthase activity"	GO:0004312	4	Acropora5582	-0.387324036113376
"fatty acid synthase activity"	GO:0004312	4	Acropora22065	0.927552017782456
"fatty acid synthase activity"	GO:0004312	4	Acropora1932	2.01647729158583
"fatty acid synthase activity"	GO:0004312	4	Acropora7108	4.54260457995968
"SUMO transferase activity"	GO:0019789	4	Acropora3094	-3.48217892593108
"SUMO transferase activity"	GO:0019789	4	Acropora10181	-0.946477603156344
"SUMO transferase activity"	GO:0019789	4	Acropora11045	0.0108921109497579
"SUMO transferase activity"	GO:0019789	4	Acropora11142	3.24222392258253
"SUMO transferase activity"	GO:0019789	4	Acropora59028	0.438652088487654
"SUMO transferase activity"	GO:0019789	4	Acropora2865	-4.74576608457391
"SUMO transferase activity"	GO:0019789	4	Acropora24743	0.216774512465862
"SUMO transferase activity"	GO:0019789	4	Acropora36485	0.114004069325333
"SUMO transferase activity"	GO:0019789	4	Acropora13018	-1.58732332632329
"SUMO transferase activity"	GO:0019789	4	Acropora25041	-0.263113152165883
"SUMO transferase activity"	GO:0019789	4	Acropora5179	4.40436413054094
"SUMO transferase activity"	GO:0019789	4	Acropora4976	4.43512859691872
"acid-ammonia (or amide) ligase activity"	GO:0016880	4	Acropora35540	0.270144788340877
"acid-ammonia (or amide) ligase activity"	GO:0016880	4	Acropora17588	-1.39364375852468
"acid-ammonia (or amide) ligase activity"	GO:0016880	4	Acropora36398	-0.0323378671322689
"acid-ammonia (or amide) ligase activity"	GO:0016880	4	Acropora684	0.462314285352226
"acid-ammonia (or amide) ligase activity"	GO:0016880	4	Acropora300	0.587373940434483
"phosphatidylinositol 3-kinase regulatory subunit binding"	GO:0036312	4	Acropora8314	-2.90023277682121
"phosphatidylinositol 3-kinase regulatory subunit binding"	GO:0036312	4	Acropora9293	-3.69974368143913
"phosphatidylinositol 3-kinase regulatory subunit binding"	GO:0036312	4	Acropora1010	0.574105680858346
"phosphatidylinositol 3-kinase regulatory subunit binding"	GO:0036312	4	Acropora73	-12.3872030663513
"phosphatidylinositol 3-kinase regulatory subunit binding"	GO:0036312	4	Acropora4785	3.0181143677124
"phosphatidylinositol 3-kinase regulatory subunit binding"	GO:0036312	4	Acropora9045	-0.361501706800492
"phosphoprotein binding"	GO:0051219	2	Acropora1371	2.030681036771
"phosphoprotein binding"	GO:0051219	2	Acropora6740	0.189046666068405
"phosphoprotein binding"	GO:0051219	2	Acropora11195	0.301813669573782
"phosphoprotein binding"	GO:0051219	2	Acropora3225	-2.06053925020814
"phosphoprotein binding"	GO:0051219	2	Acropora866	-8.2795570188284
"phosphoprotein binding"	GO:0051219	2	Acropora23348	1.48465695188248
"phosphoprotein binding"	GO:0051219	2	Acropora1651	-1.22077689771878
"phosphoprotein binding"	GO:0051219	2	Acropora25835	1.22216698994584
"phosphoprotein binding"	GO:0051219	2	Acropora8447	2.16621862162348
"phosphoprotein binding"	GO:0051219	2	Acropora9958	-1.0674156891505
"phosphoprotein binding"	GO:0051219	2	Acropora22783	-0.80555400051045
"phosphoprotein binding"	GO:0051219	2	Acropora3331	-7.04566117223135
"phosphoprotein binding"	GO:0051219	2	Acropora5746	-0.623855953874011
"phosphoprotein binding"	GO:0051219	2	Acropora3677	5.16906870745723
"phosphoprotein binding"	GO:0051219	2	Acropora3254	-1.01965119922541
"phosphoprotein binding"	GO:0051219	2	Acropora14859	-0.631902414603365
"phosphoprotein binding"	GO:0051219	2	Acropora3494	-0.379488751211709
"phosphoprotein binding"	GO:0051219	2	Acropora7878	1.19400108572412
"phosphoprotein binding"	GO:0051219	2	Acropora12074	8.65023863868934
"phosphoprotein binding"	GO:0051219	2	Acropora15206	0.981474560985792
"phosphoprotein binding"	GO:0051219	2	Acropora6264	2.96146043251873
"phosphoprotein binding"	GO:0051219	2	Acropora23911	0.175217172539232
"phosphoprotein binding"	GO:0051219	2	Acropora12482	-0.322848139836664
"phosphoprotein binding"	GO:0051219	2	Acropora236	5.53216583597527
"phosphoprotein binding"	GO:0051219	2	Acropora25652	0.873454347076474
"phosphoprotein binding"	GO:0051219	2	Acropora7033	-0.0496760380322341
"phosphoprotein binding"	GO:0051219	2	Acropora1521	-0.0908035206815493
"phosphoprotein binding"	GO:0051219	2	Acropora5815	-0.179234549028397
"phosphoprotein binding"	GO:0051219	2	Acropora17728	-2.98135742827069
"phosphoprotein binding"	GO:0051219	2	Acropora2226	2.45256554487724
"phosphoprotein binding"	GO:0051219	2	Acropora1831	-4.06829546304005
"phosphoprotein binding"	GO:0051219	2	Acropora18504	-0.930458667676797
"phosphoprotein binding"	GO:0051219	2	Acropora9642	-5.38760177735514
"phosphoprotein binding"	GO:0051219	2	Acropora18118	4.28678189618714
"phosphoprotein binding"	GO:0051219	2	Acropora25204	-1.64370462370304
"phosphoprotein binding"	GO:0051219	2	Acropora11541	-6.41909152542815
"phosphoprotein binding"	GO:0051219	2	Acropora3162	4.47306162346034
"phosphoprotein binding"	GO:0051219	2	Acropora12262	-0.674913513480598
"phosphoprotein binding"	GO:0051219	2	Acropora2988	-1.29092862460791
"phosphoprotein binding"	GO:0051219	2	Acropora1145	0.396408452823639
"phosphoprotein binding"	GO:0051219	2	Acropora13018	-1.58732332632329
"phosphoprotein binding"	GO:0051219	2	Acropora1971	4.29204530512772
"phosphoprotein binding"	GO:0051219	2	Acropora6074	0.296663261663445
"phosphoprotein binding"	GO:0051219	2	Acropora5814	-0.165028381548471
"phosphoprotein binding"	GO:0051219	2	Acropora8685	0.142480366865603
"phosphoprotein binding"	GO:0051219	2	Acropora4785	3.0181143677124
"phosphoprotein binding"	GO:0051219	2	Acropora2091	-3.13286007220952
"phosphoprotein binding"	GO:0051219	2	Acropora7128	3.14904896149871
"phosphoprotein binding"	GO:0051219	2	Acropora6203	1.30612467005508
"phosphoprotein binding"	GO:0051219	2	Acropora15246	-0.526130339568341
"phosphoprotein binding"	GO:0051219	2	Acropora3247	-0.00955752643482908
"phosphoprotein binding"	GO:0051219	2	Acropora7667	-0.283620619028864
"phosphoprotein binding"	GO:0051219	2	Acropora9203	1.41993968090414
"phosphoprotein binding"	GO:0051219	2	Acropora1524	16.1349535035039
"phosphoprotein binding"	GO:0051219	2	Acropora2780	-2.41316326463259
"phosphoprotein binding"	GO:0051219	2	Acropora6127	-3.84366250487418
"phosphoprotein binding"	GO:0051219	2	Acropora6745	0.0694569475677296
"phosphoprotein binding"	GO:0051219	2	Acropora6451	0.327948873140297
"phosphoprotein binding"	GO:0051219	2	Acropora23143	-0.231395229394741
"phosphoprotein binding"	GO:0051219	2	Acropora7483	0.924671837191117
"phosphoprotein binding"	GO:0051219	2	Acropora1217	-0.303133724065087
"phosphoprotein binding"	GO:0051219	2	Acropora2416	3.45567154692829
"phosphoprotein binding"	GO:0051219	2	Acropora2644	0.502353710454705
"phosphoprotein binding"	GO:0051219	2	Acropora599	-0.231446147114104
"phosphoprotein binding"	GO:0051219	2	Acropora20971	0.128056344034098
"insulin receptor binding"	GO:0005158	2	Acropora3225	-2.06053925020814
"insulin receptor binding"	GO:0005158	2	Acropora6833	0.101492433498208
"insulin receptor binding"	GO:0005158	2	Acropora321	-5.62304963684076
"insulin receptor binding"	GO:0005158	2	Acropora8462	-0.368068094045954
"insulin receptor binding"	GO:0005158	2	Acropora3254	-1.01965119922541
"insulin receptor binding"	GO:0005158	2	Acropora17746	-3.6315261123419
"insulin receptor binding"	GO:0005158	2	Acropora7878	1.19400108572412
"insulin receptor binding"	GO:0005158	2	Acropora12503	3.39375549963373
"insulin receptor binding"	GO:0005158	2	Acropora7033	-0.0496760380322341
"insulin receptor binding"	GO:0005158	2	Acropora1831	-4.06829546304005
"insulin receptor binding"	GO:0005158	2	Acropora4964	-0.214168766216512
"insulin receptor binding"	GO:0005158	2	Acropora6617	-2.89097430083654
"insulin receptor binding"	GO:0005158	2	Acropora10726	1.01618176386799
"insulin receptor binding"	GO:0005158	2	Acropora1605	-2.15323767435774
"insulin receptor binding"	GO:0005158	2	Acropora5390	-0.682720974688518
"insulin receptor binding"	GO:0005158	2	Acropora5814	-0.165028381548471
"insulin receptor binding"	GO:0005158	2	Acropora6203	1.30612467005508
"insulin receptor binding"	GO:0005158	2	Acropora15246	-0.526130339568341
"insulin receptor binding"	GO:0005158	2	Acropora9203	1.41993968090414
"insulin receptor binding"	GO:0005158	2	Acropora6451	0.327948873140297
"insulin receptor binding"	GO:0005158	2	Acropora5912	0.0643908102091615
"insulin receptor binding"	GO:0005158	2	Acropora20971	0.128056344034098
"insulin receptor binding"	GO:0005158	2	Acropora9177	-0.0196550611316215
"PDZ domain binding"	GO:0030165	3	Acropora29927	2.37235662582106
"PDZ domain binding"	GO:0030165	3	Acropora15565	0.920001077359524
"PDZ domain binding"	GO:0030165	3	Acropora9071	1.02743222320606
"PDZ domain binding"	GO:0030165	3	Acropora21400	-0.209242653714078
"PDZ domain binding"	GO:0030165	3	Acropora3987	0.169711638766505
"PDZ domain binding"	GO:0030165	3	Acropora22600	0.0163997850092396
"PDZ domain binding"	GO:0030165	3	Acropora15999	1.44673509114419
"PDZ domain binding"	GO:0030165	3	Acropora9814	3.96625053815342
"PDZ domain binding"	GO:0030165	3	Acropora8474	0.791653714318095
"PDZ domain binding"	GO:0030165	3	Acropora44222	1.40605120699829
"PDZ domain binding"	GO:0030165	3	Acropora9458	1.08072379026215
"PDZ domain binding"	GO:0030165	3	Acropora8627	0.894087951890027
"PDZ domain binding"	GO:0030165	3	Acropora27597	4.09804839902896
"PDZ domain binding"	GO:0030165	3	Acropora598	-8.31889708725428
"PDZ domain binding"	GO:0030165	3	Acropora10701	-0.209410687757995
"PDZ domain binding"	GO:0030165	3	Acropora41303	0.750989224688701
"PDZ domain binding"	GO:0030165	3	Acropora679	6.62313975926423
"PDZ domain binding"	GO:0030165	3	Acropora10821	2.27027254607703
"PDZ domain binding"	GO:0030165	3	Acropora12705	0.15743748336132
"PDZ domain binding"	GO:0030165	3	Acropora8277	2.89922051659646
"PDZ domain binding"	GO:0030165	3	Acropora9373	0.461620403459911
"PDZ domain binding"	GO:0030165	3	Acropora1696	-0.221646937482709
"PDZ domain binding"	GO:0030165	3	Acropora1690	-3.0216589835249
"PDZ domain binding"	GO:0030165	3	Acropora4343	1.41141370750771
"PDZ domain binding"	GO:0030165	3	Acropora1300	-1.01672492328953
"PDZ domain binding"	GO:0030165	3	Acropora6863	4.53821672722665
"PDZ domain binding"	GO:0030165	3	Acropora22337	0.251995908736563
"PDZ domain binding"	GO:0030165	3	Acropora19005	-1.77805486789214
"PDZ domain binding"	GO:0030165	3	Acropora5942	-0.710633280716425
"PDZ domain binding"	GO:0030165	3	Acropora4923	0.744999807321008
"PDZ domain binding"	GO:0030165	3	Acropora14553	1.03794068649762
"PDZ domain binding"	GO:0030165	3	Acropora5292	-0.476015553410218
"PDZ domain binding"	GO:0030165	3	Acropora5099	0.494474214695178
"PDZ domain binding"	GO:0030165	3	Acropora20677	-1.50972617465854
"PDZ domain binding"	GO:0030165	3	Acropora5589	1.39890308550831
"PDZ domain binding"	GO:0030165	3	Acropora14226	1.77285985829469
"PDZ domain binding"	GO:0030165	3	Acropora21048	2.76016303344025
"PDZ domain binding"	GO:0030165	3	Acropora13529	-5.35449123574378
"PDZ domain binding"	GO:0030165	3	Acropora15095	-1.67423708557566
"PDZ domain binding"	GO:0030165	3	Acropora8535	1.85959834295007
"PDZ domain binding"	GO:0030165	3	Acropora3831	-7.54654527361361
"PDZ domain binding"	GO:0030165	3	Acropora1228	-4.48387095393833
"PDZ domain binding"	GO:0030165	3	Acropora18251	0.415963579928058
"PDZ domain binding"	GO:0030165	3	Acropora7150	-3.2353867358964
"PDZ domain binding"	GO:0030165	3	Acropora67274	0.153228154096786
"PDZ domain binding"	GO:0030165	3	Acropora26843	-1.19695653338489
"PDZ domain binding"	GO:0030165	3	Acropora32165	0.011547418988994
"PDZ domain binding"	GO:0030165	3	Acropora2129	-1.34627743841797
"PDZ domain binding"	GO:0030165	3	Acropora16764	1.29386554807105
"PDZ domain binding"	GO:0030165	3	Acropora9844	-0.115961379411093
"PDZ domain binding"	GO:0030165	3	Acropora11917	0.507265410083056
"PDZ domain binding"	GO:0030165	3	Acropora2486	-0.687339021571214
"PDZ domain binding"	GO:0030165	3	Acropora6645	0.0606447951873997
"PDZ domain binding"	GO:0030165	3	Acropora14041	-2.40371341483257
"PDZ domain binding"	GO:0030165	3	Acropora1773	-5.22845782820339
"PDZ domain binding"	GO:0030165	3	Acropora4902	-0.186042019698614
"PDZ domain binding"	GO:0030165	3	Acropora5866	0.434480797772279
"PDZ domain binding"	GO:0030165	3	Acropora5157	0.642368292124149
"PDZ domain binding"	GO:0030165	3	Acropora43175	0.0187093940328436
"PDZ domain binding"	GO:0030165	3	Acropora13896	0.446396266409322
"PDZ domain binding"	GO:0030165	3	Acropora16822	-3.48338480080099
"PDZ domain binding"	GO:0030165	3	Acropora3701	4.57509065366461
"PDZ domain binding"	GO:0030165	3	Acropora4252	-0.881422484787474
"PDZ domain binding"	GO:0030165	3	Acropora8812	-1.39713503288253
"PDZ domain binding"	GO:0030165	3	Acropora653	2.26226290196242
"PDZ domain binding"	GO:0030165	3	Acropora10007	0.17516177171483
"PDZ domain binding"	GO:0030165	3	Acropora1498	-6.66884124629436
"PDZ domain binding"	GO:0030165	3	Acropora7120	-0.190964619317388
"PDZ domain binding"	GO:0030165	3	Acropora7164	0.566873389773599
"PDZ domain binding"	GO:0030165	3	Acropora3533	1.38498819217341
"PDZ domain binding"	GO:0030165	3	Acropora86026	0.492829895311798
"PDZ domain binding"	GO:0030165	3	Acropora8163	0.332773561441746
"PDZ domain binding"	GO:0030165	3	Acropora1282	-3.36668526083678
"PDZ domain binding"	GO:0030165	3	Acropora23235	0.0319904620733584
"PDZ domain binding"	GO:0030165	3	Acropora11498	0.783742907124037
"PDZ domain binding"	GO:0030165	3	Acropora20531	0.600206799632096
"PDZ domain binding"	GO:0030165	3	Acropora25948	-0.282201014192701
"PDZ domain binding"	GO:0030165	3	Acropora8103	3.54535947571379
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora27791	0.0230928100746529
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora15565	0.920001077359524
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora28149	13.2606143317061
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora36184	2.63482411613057
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora62573	2.15323767435774
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora29686	17.6099197869155
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora10701	-0.209410687757995
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora57604	-0.262872150886617
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora38121	0.00955540138126422
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora16224	0.612305732248055
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora19486	0.0830600187655861
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora55942	-0.0110804395712751
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora24557	5.37687277490832
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora6326	0.144346008825524
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora2988	-1.29092862460791
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora32165	0.011547418988994
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora16764	1.29386554807105
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora20303	7.29012263409731
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora12693	-1.26484290932367
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora18039	-0.733853931112547
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora1524	16.1349535035039
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora19392	2.41901994127165
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora20873	1.43494385207556
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora42463	0.53285074608505
"voltage-gated calcium channel activity"	GO:0005245	4	Acropora20531	0.600206799632096
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora10430	0.246447321504754
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora34374	1.12185203193289
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora2418	-13.3473548172413
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora16690	-6.2103268898669
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora40260	0.0255071908386416
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora11549	0.165807648606605
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora3191	-0.0234923738610463
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora29767	-0.195438604624546
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora13766	-0.215588690416593
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora14938	5.01379389991375
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora29812	-2.22942061912022
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora14704	1.24589290624907
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora13762	2.30762070369071
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora21005	0.199077017399719
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora7293	-6.43887240370466
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora22307	-0.472300135376414
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora4699	-6.4577276800692
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora4891	1.38066291204395
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora18775	0.31696826049993
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora15658	0.29072798052105
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora31465	0.345690007669844
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora4640	-15.698240489156
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora29157	-0.217047178188799
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora5260	-1.43918314413969
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora18693	0.061404172933675
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora1246	-9.24709261799373
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora23501	-2.6973541124586
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora4150	-1.57096959566659
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora1099	-7.26044482910794
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora5063	0.926473189405708
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora11979	-4.73957001663919
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora18040	-3.45567154692829
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora31029	0.322848139836664
"transferase activity, transferring pentosyl groups"	GO:0016763	2	Acropora43187	0.250666234165795
"kinase binding"	GO:0019900;GO:0019901	4	Acropora2085	-0.651750409447192
"kinase binding"	GO:0019900;GO:0019901	4	Acropora1005	-2.19593829151001
"kinase binding"	GO:0019900;GO:0019901	4	Acropora9925	1.76316782062301
"kinase binding"	GO:0019900;GO:0019901	4	Acropora1357	2.69278668290636
"kinase binding"	GO:0019900;GO:0019901	4	Acropora74294	-6.68304835913234
"kinase binding"	GO:0019900;GO:0019901	4	Acropora7913	3.24842753692072
"kinase binding"	GO:0019900;GO:0019901	4	Acropora18116	0.293141004141435
"kinase binding"	GO:0019900;GO:0019901	4	Acropora9992	3.02628672787975
"kinase binding"	GO:0019900;GO:0019901	4	Acropora9245	0.225936034526345
"kinase binding"	GO:0019900;GO:0019901	4	Acropora29927	2.37235662582106
"kinase binding"	GO:0019900;GO:0019901	4	Acropora36426	5.90461756059348
"kinase binding"	GO:0019900;GO:0019901	4	Acropora15565	0.920001077359524
"kinase binding"	GO:0019900;GO:0019901	4	Acropora5190	-3.509326073819
"kinase binding"	GO:0019900;GO:0019901	4	Acropora10424	-0.266167154988194
"kinase binding"	GO:0019900;GO:0019901	4	Acropora9306	0.211529744320997
"kinase binding"	GO:0019900;GO:0019901	4	Acropora26164	0.3204446364262
"kinase binding"	GO:0019900;GO:0019901	4	Acropora1281	1.40441053673167
"kinase binding"	GO:0019900;GO:0019901	4	Acropora11859	-0.177597992900424
"kinase binding"	GO:0019900;GO:0019901	4	Acropora1576	-10.5217539937439
"kinase binding"	GO:0019900;GO:0019901	4	Acropora18450	1.09232431157769
"kinase binding"	GO:0019900;GO:0019901	4	Acropora21621	-1.58885003622505
"kinase binding"	GO:0019900;GO:0019901	4	Acropora19638	2.00926776157666
"kinase binding"	GO:0019900;GO:0019901	4	Acropora16840	1.15415673132794
"kinase binding"	GO:0019900;GO:0019901	4	Acropora2349	-6.28768544156408
"kinase binding"	GO:0019900;GO:0019901	4	Acropora1472	0.67211798667161
"kinase binding"	GO:0019900;GO:0019901	4	Acropora6740	0.189046666068405
"kinase binding"	GO:0019900;GO:0019901	4	Acropora2647	0.176172516349287
"kinase binding"	GO:0019900;GO:0019901	4	Acropora16797	-1.71201941817328
"kinase binding"	GO:0019900;GO:0019901	4	Acropora26256	1.11300122778535
"kinase binding"	GO:0019900;GO:0019901	4	Acropora11195	0.301813669573782
"kinase binding"	GO:0019900;GO:0019901	4	Acropora3225	-2.06053925020814
"kinase binding"	GO:0019900;GO:0019901	4	Acropora1629	9.14472563725428
"kinase binding"	GO:0019900;GO:0019901	4	Acropora6833	0.101492433498208
"kinase binding"	GO:0019900;GO:0019901	4	Acropora14019	0.00876531205434643
"kinase binding"	GO:0019900;GO:0019901	4	Acropora15804	2.63346999017281
"kinase binding"	GO:0019900;GO:0019901	4	Acropora3220	-0.167036576089477
"kinase binding"	GO:0019900;GO:0019901	4	Acropora5044	-10.2749335645448
"kinase binding"	GO:0019900;GO:0019901	4	Acropora1651	-1.22077689771878
"kinase binding"	GO:0019900;GO:0019901	4	Acropora20360	0.749478351821877
"kinase binding"	GO:0019900;GO:0019901	4	Acropora4173	2.87141970198056
"kinase binding"	GO:0019900;GO:0019901	4	Acropora7423	1.08098844905215
