delta.rank,pval,level,nseqs,term,name,p.adj,GO_category,Contrast
727,0.00210916366203878,5,76,GO:0140053;GO:0032543,mitochondrial gene expression,0.0282812360774508,BP,Variable_vs_Initial
-1366,0.00229206409453058,2,21,GO:1900271,regulation of long-term synaptic potentiation,0.0296178713417556,BP,Variable_vs_Initial
-690,0.00395294390667591,2,74,GO:1900407;GO:1902882,regulation of response to oxidative stress,0.0444104715981638,BP,Variable_vs_Initial
-1239,0.00210261374040988,4,26,GO:1900424,regulation of defense response to bacterium,0.0282717640964033,BP,Variable_vs_Initial
683,4.15890416291921e-4,4,114,GO:1901136,carbohydrate derivative catabolic process,0.00872608170153891,BP,Variable_vs_Initial
-724,0.00179382506133095,2,79,GO:1901184;GO:0042058,regulation of ERBB signaling pathway,0.0248790071460138,BP,Variable_vs_Initial
566,3.94550317971742e-4,2,169,GO:1901605,alpha-amino acid metabolic process,0.00836853401138682,BP,Variable_vs_Initial
1235,0.00146213564970039,2,28,GO:1901658,glycosyl compound catabolic process,0.0217535402635944,BP,Variable_vs_Initial
-518,0.00234173328699642,3,148,GO:1902115,regulation of organelle assembly,0.030007714245896,BP,Variable_vs_Initial
-2799,0.00227068855008054,2,5,GO:1902430,negative regulation of amyloid-beta formation,0.0294796979138658,BP,Variable_vs_Initial
-434,1.81495258681343e-4,2,328,GO:1902532,negative regulation of intracellular signal transduction,0.0046408955071187,BP,Variable_vs_Initial
-383,7.00520056182162e-5,2,485,GO:1902533,positive regulation of intracellular signal transduction,0.0023194097582725,BP,Variable_vs_Initial
-508,9.93075194521002e-4,5,181,GO:1902903,regulation of supramolecular fiber organization,0.0167303962182832,BP,Variable_vs_Initial
-2209,0.00437244002143189,3,7,GO:1902992,negative regulation of amyloid precursor protein catabolic process,0.0473446813662795,BP,Variable_vs_Initial
-866,0.00101236625309505,2,61,GO:1903035,negative regulation of response to wounding,0.0169556546717206,BP,Variable_vs_Initial
-559,4.80105155679485e-5,2,230,GO:1903532;GO:0051047,positive regulation of secretion,0.00175518598006388,BP,Variable_vs_Initial
-525,2.12073869781383e-4,2,216,GO:1903706,regulation of hemopoiesis,0.00521355848114919,BP,Variable_vs_Initial
-384,9.53342919255309e-4,2,326,GO:1903827,regulation of cellular protein localization,0.0162854742450555,BP,Variable_vs_Initial
-1907,5.10628371174603e-5,2,19,GO:1904385;GO:1990776,response to angiotensin,0.00185103904142212,BP,Variable_vs_Initial
-1728,7.58308814240556e-4,3,16,GO:1904752;GO:1904754,regulation of vascular associated smooth muscle cell migration,0.013789183771333,BP,Variable_vs_Initial
-2195,0.00132394250458999,3,9,GO:1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,0.0201689964529028,BP,Variable_vs_Initial
-523,0.00355078163515044,3,133,GO:1990778,protein localization to cell periphery,0.041255329018543,BP,Variable_vs_Initial
-409,0.00401326701503448,3,214,GO:2000241,regulation of reproductive process,0.0445503749265843,BP,Variable_vs_Initial
-560,0.00352536687733479,2,116,GO:2000243,positive regulation of reproductive process,0.0411391253358097,BP,Variable_vs_Initial
-2245,7.99155744287307e-5,5,13,GO:2000288;GO:2000291,regulation of myoblast proliferation,0.00254309116848761,BP,Variable_vs_Initial
-1867,0.00400027688099158,2,10,GO:2000479,regulation of cAMP-dependent protein kinase activity,0.0444923999501355,BP,Variable_vs_Initial
899,1.69611434256638e-7,3,115,GO:0000070;GO:0000819,sister chromatid segregation,5.44253161099977e-5,BP,Variable_vs_Control
680,3.79191290866538e-5,4,125,GO:0000075;GO:0007093,cell cycle checkpoint,0.00513096268352147,BP,Variable_vs_Control
660,7.10235504909377e-4,2,89,GO:0000077;GO:0031570,DNA integrity checkpoint,0.0376148997988413,BP,Variable_vs_Control
410,1.64146388111672e-4,2,296,GO:0000280;GO:0048285,organelle fission,0.0124571614374676,BP,Variable_vs_Control
731,3.77069638087674e-4,6,80,GO:0000724;GO:0000725,recombinational repair,0.0236426997214743,BP,Variable_vs_Control
1001,9.63893126022911e-5,2,51,GO:0001824,blastocyst development,0.00973710556010181,BP,Variable_vs_Control
471,5.92682296199485e-8,4,478,GO:0006259,DNA metabolic process,2.31405377341715e-5,BP,Variable_vs_Control
1054,2.30465575177628e-11,2,137,GO:0006260,DNA replication,1.12509843466655e-7,BP,Variable_vs_Control
1133,1.5937628503974e-9,5,96,GO:0006261,DNA-dependent DNA replication,1.08674704361473e-6,BP,Variable_vs_Control
2715,2.72349775718598e-4,2,6,GO:0006268,DNA unwinding involved in DNA replication,0.018805924386645,BP,Variable_vs_Control
1751,1.27903456167389e-4,2,16,GO:0006271,DNA strand elongation involved in DNA replication,0.0112534411837598,BP,Variable_vs_Control
710,3.99048690206413e-4,2,84,GO:0006275,regulation of DNA replication,0.0244585461244492,BP,Variable_vs_Control
478,9.64402119375032e-6,2,300,GO:0006281,DNA repair,0.00181407364178993,BP,Variable_vs_Control
1639,2.19909066605492e-4,2,17,GO:0006297,"nucleotide-excision repair, DNA gap filling",0.015723738202533,BP,Variable_vs_Control
1605,3.85645224609313e-5,2,22,GO:0006298,mismatch repair,0.00513096268352147,BP,Variable_vs_Control
564,3.64573177165543e-4,3,136,GO:0006302,double-strand break repair,0.0236426997214743,BP,Variable_vs_Control
605,1.41711990088938e-4,2,135,GO:0006310,DNA recombination,0.0119818952047346,BP,Variable_vs_Control
803,2.00664682936823e-6,2,119,GO:0006323,DNA packaging,4.97557202463804e-4,BP,Variable_vs_Control
738,5.92470544884658e-4,4,73,GO:0006333;GO:0031497,chromatin assembly or disassembly,0.0326457254782405,BP,Variable_vs_Control
-424,1.13960378327902e-5,2,380,GO:0006511;GO:0019941;GO:0043632;GO:0051603;GO:0030163;GO:0044257,protein catabolic process,0.00201294284490099,BP,Variable_vs_Control
-376,3.29234514589437e-6,2,559,GO:0006886,intracellular protein transport,7.80858381341469e-4,BP,Variable_vs_Control
-542,4.26191618578129e-4,3,144,GO:0006909,phagocytosis,0.0258319475482633,BP,Variable_vs_Control
407,5.16453946599701e-6,3,451,GO:0006974,cellular response to DNA damage stimulus,0.00112690251148055,BP,Variable_vs_Control
1182,5.05272448263877e-4,2,29,GO:0007062,sister chromatid cohesion,0.0286758066260904,BP,Variable_vs_Control
-1834,8.74208714719938e-4,4,11,GO:0007390,germ-band shortening,0.0441556346184932,BP,Variable_vs_Control
1558,1.3941119817135e-4,3,20,GO:0008608,attachment of spindle microtubules to kinetochore,0.0119818952047346,BP,Variable_vs_Control
562,4.65771378310889e-5,6,180,GO:0010948,negative regulation of cell cycle process,0.00590879736903698,BP,Variable_vs_Control
-428,6.13667536798605e-4,4,221,GO:0016050,vesicle organization,0.0334755641323639,BP,Variable_vs_Control
1427,2.53714265528571e-4,2,22,GO:0022616,DNA strand elongation,0.0177437348520302,BP,Variable_vs_Control
2770,6.03369820266932e-5,5,7,GO:0030174,regulation of DNA-dependent DNA replication initiation,0.00671710687664513,BP,Variable_vs_Control
981,1.14881999430318e-4,7,52,GO:0030261,chromosome condensation,0.0106217170659726,BP,Variable_vs_Control
-816,2.21948275269485e-4,2,69,GO:0030433;GO:0036503,ERAD pathway,0.015723738202533,BP,Variable_vs_Control
-1173,9.01151555228605e-8,4,70,GO:0030968,endoplasmic reticulum unfolded protein response,3.07236358360752e-5,BP,Variable_vs_Control
-1688,3.48214262344949e-4,3,15,GO:0030970;GO:0032527;GO:1903513,protein exit from endoplasmic reticulum,0.0228856482059241,BP,Variable_vs_Control
1651,4.68621389815982e-4,2,15,GO:0031055;GO:0034080;GO:0061641,chromatin remodeling at centromere,0.0271949966111296,BP,Variable_vs_Control
1310,7.80424155081304e-4,2,22,GO:0032330,regulation of chondrocyte differentiation,0.0405448930092239,BP,Variable_vs_Control
2340,1.21959960416132e-4,3,9,GO:0032332,positive regulation of chondrocyte differentiation,0.0110881930678333,BP,Variable_vs_Control
979,8.73373808211693e-5,2,54,GO:0032392;GO:0032508,DNA geometric change,0.0089891587241411,BP,Variable_vs_Control
738,7.15798680460362e-5,3,98,GO:0033045;GO:0051983,regulation of chromosome segregation,0.00780936360382255,BP,Variable_vs_Control
818,3.28389429718118e-4,4,65,GO:0033047,regulation of mitotic sister chromatid segregation,0.0218459065745407,BP,Variable_vs_Control
1252,1.08809659435497e-4,2,32,GO:0033260,nuclear DNA replication,0.0105741455280187,BP,Variable_vs_Control
1711,1.1503186190841e-5,4,22,GO:0034508,centromere complex assembly,0.00201294284490099,BP,Variable_vs_Control
-1721,6.87996122764616e-4,3,13,GO:0034975,protein folding in endoplasmic reticulum,0.0367943024478527,BP,Variable_vs_Control
-860,4.32085847674241e-10,3,181,GO:0034976,response to endoplasmic reticulum stress,4.71405659812597e-7,BP,Variable_vs_Control
-1079,3.99380517127151e-10,2,114,GO:0035966;GO:0035967;GO:0006986;GO:0034620,response to topologically incorrect protein,4.71405659812597e-7,BP,Variable_vs_Control
-2895,1.03857322722601e-4,5,6,GO:0036499,PERK-mediated unfolded protein response,0.0103007580991234,BP,Variable_vs_Control
-2023,8.95274903758793e-4,5,9,GO:0043558,regulation of translational initiation in response to stress,0.0448048128440754,BP,Variable_vs_Control
-348,6.12339856009501e-6,3,624,GO:0044265;GO:0009057,macromolecule catabolic process,0.00128473612097378,BP,Variable_vs_Control
1324,1.25454655732325e-6,2,45,GO:0044786,cell cycle DNA replication,3.25883403342778e-4,BP,Variable_vs_Control
571,5.42268410450705e-5,2,171,GO:0045930,negative regulation of mitotic cell cycle,0.00643059604132303,BP,Variable_vs_Control
434,1.64420829238803e-4,3,262,GO:0051052,regulation of DNA metabolic process,0.0124571614374676,BP,Variable_vs_Control
643,6.60289038299321e-4,2,95,GO:0051053,negative regulation of DNA metabolic process,0.035662145583394,BP,Variable_vs_Control
897,6.89998612819233e-6,2,85,GO:0051225,spindle assembly,0.00139405275293664,BP,Variable_vs_Control
-1033,8.46518693734231e-4,3,35,GO:0051607,defense response to virus,0.0431566306011236,BP,Variable_vs_Control
1053,1.63504781977784e-4,3,43,GO:0060675;GO:0072171;GO:0072078;GO:0072088;GO:0072028,nephron epithelium morphogenesis,0.0124571614374676,BP,Variable_vs_Control
1058,2.18179166988356e-4,2,41,GO:0060840,artery development,0.015723738202533,BP,Variable_vs_Control
1335,1.60183146781305e-5,2,35,GO:0061035,regulation of cartilage development,0.00256999725203535,BP,Variable_vs_Control
1750,4.91280165985745e-5,2,18,GO:0061036,positive regulation of cartilage development,0.00609075751239145,BP,Variable_vs_Control
2113,1.25382210760026e-4,3,11,GO:0061213;GO:0061217;GO:0090189;GO:0090190,regulation of mesonephros development,0.0112124583556712,BP,Variable_vs_Control
-333,1.10490613216694e-4,5,487,GO:0070647,protein modification by small protein conjugation or removal,0.0105741455280187,BP,Variable_vs_Control
1333,1.53108572189619e-4,4,27,GO:0070828,heterochromatin organization,0.0122824597249172,BP,Variable_vs_Control
815,9.42062905772424e-9,5,170,GO:0071103,DNA conformation change,5.70994794554286e-6,BP,Variable_vs_Control
-327,4.61620257030193e-4,2,408,GO:0080135,regulation of cellular response to stress,0.0271949966111296,BP,Variable_vs_Control
1072,1.50078755242049e-4,3,42,GO:0090307,mitotic spindle assembly,0.0122190986544086,BP,Variable_vs_Control
979,1.59200044679127e-4,5,50,GO:0090329,regulation of DNA-dependent DNA replication,0.0124571614374676,BP,Variable_vs_Control
533,6.01128978942174e-5,2,195,GO:0098813;GO:0007059,chromosome segregation,0.00671710687664513,BP,Variable_vs_Control
2653,3.75662297174679e-4,4,6,GO:1902969,mitotic DNA replication,0.0236426997214743,BP,Variable_vs_Control
-1168,4.74725099827913e-4,5,30,GO:1903573,negative regulation of response to endoplasmic reticulum stress,0.0272592149427502,BP,Variable_vs_Control
-1046,1.18082806666969e-5,2,59,GO:1905897,regulation of response to endoplasmic reticulum stress,0.00201294284490099,BP,Variable_vs_Control
1056,0.00312014354907335,3,25,GO:0000217,DNA secondary structure binding,0.0406732998361347,MF,Variable_vs_Initial
-1200,6.20441362363001e-4,4,26,GO:0001046,core promoter sequence-specific DNA binding,0.0157996114369183,MF,Variable_vs_Initial
-1027,4.81209047500179e-4,2,37,GO:0001047,core promoter binding,0.0127592495432907,MF,Variable_vs_Initial
-1705,0.00415954389263155,3,9,GO:0001223,transcription coactivator binding,0.0484542613024633,MF,Variable_vs_Initial
-806,3.86427506037589e-5,4,84,GO:0001227;GO:0001217,"DNA-binding transcription repressor activity, RNA polymerase II-specific",0.00184309723802516,MF,Variable_vs_Initial
-363,0.00103620726362849,2,271,GO:0003712,transcription coregulator activity,0.0206299446122399,MF,Variable_vs_Initial
-615,0.00339949676633226,2,73,GO:0003727,single-stranded RNA binding,0.0426877855173429,MF,Variable_vs_Initial
2134,0.0033895407111309,2,6,GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity,0.0426877855173429,MF,Variable_vs_Initial
516,0.00136023167099713,2,125,GO:0004518,nuclease activity,0.0222374325224406,MF,Variable_vs_Initial
631,0.00346960083200321,3,69,GO:0004519,endonuclease activity,0.0426877855173429,MF,Variable_vs_Initial
769,0.00393807090073832,3,45,GO:0004536,deoxyribonuclease activity,0.0463676089925641,MF,Variable_vs_Initial
643,0.00206463578228402,4,74,GO:0004553;GO:0016798,"hydrolase activity, acting on glycosyl bonds",0.0305435420981439,MF,Variable_vs_Initial
-748,4.22053095573674e-8,3,176,GO:0005216;GO:0015267;GO:0022803;GO:0005261,passive transmembrane transporter activity,8.42375221115215e-6,MF,Variable_vs_Initial
-1698,0.00160884287312919,2,11,GO:0005248,voltage-gated sodium channel activity,0.0244678186955064,MF,Variable_vs_Initial
-757,9.69140134789685e-4,3,61,GO:0005516,calmodulin binding,0.0201101485530953,MF,Variable_vs_Initial
-816,0.00142872741958824,2,49,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",0.022985909908969,MF,Variable_vs_Initial
513,0.0013409213127812,4,127,GO:0008168;GO:0016741;GO:0008757,"transferase activity, transferring one-carbon groups",0.0222374325224406,MF,Variable_vs_Initial
-988,0.00343987582095924,4,28,GO:0008200;GO:0016248,channel inhibitor activity,0.0426877855173429,MF,Variable_vs_Initial
542,0.00117234410600399,2,116,GO:0008514,organic anion transmembrane transporter activity,0.0215293204441285,MF,Variable_vs_Initial
-755,6.8263232289362e-4,4,65,GO:0015276;GO:0022834,ligand-gated channel activity,0.0159038807142237,MF,Variable_vs_Initial
1582,9.14285485279431e-4,3,14,GO:0016229;GO:0033764,steroid dehydrogenase activity,0.0200228521276195,MF,Variable_vs_Initial
1811,0.00232678570366904,4,9,GO:0016615,malate dehydrogenase activity,0.0330887057859428,MF,Variable_vs_Initial
969,7.58745062750719e-7,4,84,GO:0016616;GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",7.25998032589545e-5,MF,Variable_vs_Initial
984,9.59002456028178e-4,2,36,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",0.0201101485530953,MF,Variable_vs_Initial
953,0.00189238495508944,3,34,GO:0016830,carbon-carbon lyase activity,0.0283857743263416,MF,Variable_vs_Initial
-648,0.00268477426675185,5,69,GO:0017048,Rho GTPase binding,0.035623792035319,MF,Variable_vs_Initial
-1493,0.00256553971117578,6,13,GO:0022840;GO:0022842;GO:0022841,leak channel activity,0.0347866291540171,MF,Variable_vs_Initial
-2524,0.00156023690639549,3,5,GO:0022848,acetylcholine-gated cation-selective channel activity,0.0240628086268037,MF,Variable_vs_Initial
-1703,0.00155827470467378,2,11,GO:0030507,spectrin binding,0.0240628086268037,MF,Variable_vs_Initial
-906,0.0013606465561676,2,40,GO:0030544,Hsp70 protein binding,0.0222374325224406,MF,Variable_vs_Initial
-619,6.47332665160648e-4,3,98,GO:0031072,heat shock protein binding,0.0159038807142237,MF,Variable_vs_Initial
-347,0.00345754319753263,5,235,GO:0031625;GO:0044389,ubiquitin-like protein ligase binding,0.0426877855173429,MF,Variable_vs_Initial
-1556,4.89395872893343e-4,2,16,GO:0045503,dynein light chain binding,0.0127592495432907,MF,Variable_vs_Initial
-432,7.32802205903673e-4,5,201,GO:0046873,metal ion transmembrane transporter activity,0.0166662274398254,MF,Variable_vs_Initial
516,4.85075028402693e-4,3,149,GO:0050662,coenzyme binding,0.0127592495432907,MF,Variable_vs_Initial
1094,0.00270025090313377,2,24,GO:0051536;GO:0051540,iron-sulfur cluster binding,0.035623792035319,MF,Variable_vs_Initial
-1392,0.00252805782092877,2,15,GO:0051959,dynein light intermediate chain binding,0.0347866291540171,MF,Variable_vs_Initial
713,1.79580730064229e-6,2,146,GO:0140097,"catalytic activity, acting on DNA",1.51262230323331e-4,MF,Variable_vs_Initial
-968,0.00257325749906428,3,31,GO:1990841,promoter-specific chromatin binding,0.0347866291540171,MF,Variable_vs_Initial
624,9.4323875897234e-5,3,100,GO:0004386;GO:0008026;GO:0070035,helicase activity,0.0178007022166272,MF,Variable_vs_Control
-990,1.84411172809144e-4,2,36,GO:0016860,intramolecular oxidoreductase activity,0.0232819105671544,MF,Variable_vs_Control
-1808,3.09584228026921e-4,3,10,GO:0051787,misfolded protein binding,0.031268007030719,MF,Variable_vs_Control
937,2.31557095282646e-4,2,39,GO:0070491,repressing transcription factor binding,0.0259858518039414,MF,Variable_vs_Control
570,3.80381178622421e-5,2,134,GO:0140097,"catalytic activity, acting on DNA",0.0128061663469548,MF,Variable_vs_Control
694,0.00270525694511596,4,54,GO:0000313;GO:0005761,organellar ribosome,0.0230548008544882,CC,Variable_vs_Initial
733,0.00168578984004732,4,53,GO:0005657,replication fork,0.016792218276835,CC,Variable_vs_Initial
1916,0.00556198903242927,7,6,GO:0005658,alpha DNA polymerase:primase complex,0.0406290055987929,CC,Variable_vs_Initial
1117,0.00515542450305129,2,18,GO:0005666,RNA polymerase III complex,0.0383903941149548,CC,Variable_vs_Initial
1513,8.17824615971519e-6,4,25,GO:0005747;GO:0045271;GO:0030964,mitochondrial respiratory chain complex I,1.90082266803077e-4,CC,Variable_vs_Initial
1534,0.00265986676630793,4,11,GO:0005753;GO:0045259,mitochondrial proton-transporting ATP synthase complex,0.0229809593800703,CC,Variable_vs_Initial
-1463,2.49984073100901e-4,3,18,GO:0005858,axonemal dynein complex,0.00375407834029587,CC,Variable_vs_Initial
-1912,0.0056785860397187,4,6,GO:0005892,acetylcholine-gated channel complex,0.0410893914383419,CC,Variable_vs_Initial
-427,0.00266663022793515,3,145,GO:0005912;GO:0070161,anchoring junction,0.0229809593800703,CC,Variable_vs_Initial
-324,0.00496559366729412,5,224,GO:0005938,cell cortex,0.0380861034281459,CC,Variable_vs_Initial
1270,2.43733878644493e-4,3,24,GO:0009295;GO:0042645,mitochondrial nucleoid,0.00375407834029587,CC,Variable_vs_Initial
-722,0.00714191913827009,2,40,GO:0014704;GO:0044291,cell-cell contact zone,0.0493500178293077,CC,Variable_vs_Initial
-628,1.75193410965881e-4,2,104,GO:0019897,extrinsic component of plasma membrane,0.00292115970023545,CC,Variable_vs_Initial
-415,0.00550412180764792,2,131,GO:0030016;GO:0030017,myofibril,0.0405928983314034,CC,Variable_vs_Initial
-976,7.96874020362574e-4,2,34,GO:0030286,dynein complex,0.00970162497806499,CC,Variable_vs_Initial
-449,0.00279309070532408,2,130,GO:0030426;GO:0030427,site of polarized growth,0.0232858757715605,CC,Variable_vs_Initial
1228,0.00374873705625708,4,16,GO:0030894;GO:0043601,replisome,0.0299508471057206,CC,Variable_vs_Initial
1938,0.00504844880617773,2,6,GO:0031261,DNA replication preinitiation complex,0.0381422236068507,CC,Variable_vs_Initial
1148,0.00190662462611659,2,21,GO:0031304;GO:0031305,intrinsic component of mitochondrial inner membrane,0.0182797636028928,CC,Variable_vs_Initial
-701,5.54014620073087e-6,2,123,GO:0031514,motile cilium,1.33448250904717e-4,CC,Variable_vs_Initial
-716,1.16845626516027e-4,2,84,GO:0031594,neuromuscular junction,0.00203683171676802,CC,Variable_vs_Initial
-557,0.00259867321257369,4,85,GO:0036126;GO:0097729,9+2 motile cilium,0.022910142000506,CC,Variable_vs_Initial
1877,4.56614651480966e-4,2,10,GO:0042555,MCM complex,0.0062539899586768,CC,Variable_vs_Initial
-620,0.00187397731927484,4,73,GO:0042734,presynaptic membrane,0.0181941848592886,CC,Variable_vs_Initial
-602,0.00147232183572044,2,81,GO:0043195,terminal bouton,0.0156843173332997,CC,Variable_vs_Initial
-443,0.00129516849329749,3,155,GO:0043292;GO:0044449,contractile fiber,0.0145977611354331,CC,Variable_vs_Initial
934,0.00590755388286958,3,25,GO:0043596,nuclear replication fork,0.0421354593293905,CC,Variable_vs_Initial
305,0.00349777647664599,2,275,GO:0044437,vacuolar part,0.0282399427114471,CC,Variable_vs_Initial
-319,0.00145466215614781,2,300,GO:0045177,apical part of cell,0.0156843173332997,CC,Variable_vs_Initial
-620,0.0041172503961539,2,62,GO:0045178,basal part of cell,0.0322237862637759,CC,Variable_vs_Initial
-355,1.82036802185069e-5,4,452,GO:0048471,perinuclear region of cytoplasm,3.87839520210966e-4,CC,Variable_vs_Initial
-655,0.007004323145399,2,49,GO:0048786,presynaptic active zone,0.0488392350229185,CC,Variable_vs_Initial
-435,0.00593302426020101,2,117,GO:0097223,sperm part,0.0421354593293905,CC,Variable_vs_Initial
-813,0.00245501894995117,2,40,GO:0097542,ciliary tip,0.0223340197089742,CC,Variable_vs_Initial
-368,7.36626824731246e-4,2,251,GO:0098552,side of membrane,0.00923444632358351,CC,Variable_vs_Initial
950,2.89070550285673e-4,5,42,GO:0098573;GO:0032592,intrinsic component of mitochondrial membrane,0.00418334173715304,CC,Variable_vs_Initial
-567,0.00135069039765313,4,93,GO:0098858,actin-based cell projection,0.0147997076428564,CC,Variable_vs_Initial
-2227,1.9969725438698e-4,4,8,GO:0099522;GO:0099524,region of cytosol,0.00319099571072528,CC,Variable_vs_Initial
-352,1.08812802766347e-4,2,293,GO:0000139,Golgi membrane,0.00426088027674538,CC,Variable_vs_Control
750,4.49661359265328e-7,5,106,GO:0000775,"chromosome, centromeric region",6.69096102586808e-5,CC,Variable_vs_Control
725,5.49922490453747e-5,2,72,GO:0000776,kinetochore,0.00272761555265059,CC,Variable_vs_Control
905,3.50139798330807e-4,2,36,GO:0000779;GO:0000777,"condensed chromosome, centromeric region",0.00789406090782183,CC,Variable_vs_Control
1286,4.72573711442808e-4,3,17,GO:0000780,"condensed nuclear chromosome, centromeric region",0.01004556689467,CC,Variable_vs_Control
699,1.07025600982664e-6,4,114,GO:0000793,condensed chromosome,1.13752924473003e-4,CC,Variable_vs_Control
734,9.2012139571726e-5,2,66,GO:0000794,condensed nuclear chromosome,0.00380316843563134,CC,Variable_vs_Control
1773,2.16653309139192e-4,2,10,GO:0000796,condensin complex,0.00620734714096296,CC,Variable_vs_Control
1293,0.0046674852846364,2,11,GO:0000940,condensed chromosome outer kinetochore,0.0469271493482362,CC,Variable_vs_Control
992,3.99493208883913e-6,3,50,GO:0005657,replication fork,3.71528684262039e-4,CC,Variable_vs_Control
1841,0.00291406441692629,2,6,GO:0005663;GO:0031390,DNA replication factor C complex,0.0334298977967464,CC,Variable_vs_Control
1201,0.00153904779692871,5,16,GO:0005721,pericentric heterochromatin,0.0226752307621248,CC,Variable_vs_Control
-1916,8.22591615961524e-4,2,7,GO:0005751;GO:0045277,mitochondrial respiratory chain complex IV,0.0149270283481798,CC,Variable_vs_Control
-1040,1.36670977127671e-4,2,31,GO:0005790,smooth endoplasmic reticulum,0.00477485732619344,CC,Variable_vs_Control
-1069,0.00366339719488515,2,17,GO:0005839,proteasome core complex,0.0395009784491964,CC,Variable_vs_Control
-1702,7.54319080366701e-4,4,9,GO:0008250,oligosaccharyltransferase complex,0.0144431159679641,CC,Variable_vs_Control
-260,0.00319594619565083,3,313,GO:0012506;GO:0030659,vesicle membrane,0.0354893129785704,CC,Variable_vs_Control
-1001,0.00249268622236247,3,21,GO:0012507,ER to Golgi transport vesicle membrane,0.0319751474040979,CC,Variable_vs_Control
-333,0.00168173555257246,5,213,GO:0030133,transport vesicle,0.0240617548291137,CC,Variable_vs_Control
-502,7.76511611180864e-4,5,105,GO:0030176;GO:0031227,intrinsic component of endoplasmic reticulum membrane,0.0144431159679641,CC,Variable_vs_Control
-850,0.00155435049579081,3,32,GO:0031201,SNARE complex,0.0226752307621248,CC,Variable_vs_Control
1994,4.99629080958944e-4,3,7,GO:0031298,replication fork protection complex,0.0103256676731515,CC,Variable_vs_Control
-417,0.00430136791444309,2,110,GO:0031514,motile cilium,0.0444474684492453,CC,Variable_vs_Control
-944,0.00188334967765239,4,25,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,0.0254765847304251,CC,Variable_vs_Control
-1345,9.06344817776784e-4,2,14,GO:0034663,endoplasmic reticulum chaperone complex,0.0159461833153371,CC,Variable_vs_Control
2118,7.71786992280071e-5,2,8,GO:0042555,MCM complex,0.00337770307209631,CC,Variable_vs_Control
1243,4.22336499430423e-5,3,25,GO:0043596,nuclear replication fork,0.00224441682554453,CC,Variable_vs_Control
-1802,1.69764979220669e-4,2,10,GO:0044322,endoplasmic reticulum quality control compartment,0.00526271435584074,CC,Variable_vs_Control
-236,0.00234948148338873,2,412,GO:0044431;GO:0098791,Golgi apparatus part,0.0312145397078788,CC,Variable_vs_Control
454,0.00281534828196333,3,101,GO:0044450,microtubule organizing center part,0.0332479225679479,CC,Variable_vs_Control
-559,0.00267695437819878,2,67,GO:0045335,phagocytic vesicle,0.0326500665144245,CC,Variable_vs_Control
824,0.00114146419727884,4,36,GO:0051233,spindle midzone,0.0182041168056462,CC,Variable_vs_Control
-2203,0.00114999124981905,4,5,GO:0071682,endocytic vesicle lumen,0.0182041168056462,CC,Variable_vs_Control
506,0.00457341247622523,5,73,GO:0072686,mitotic spindle,0.0466112175659119,CC,Variable_vs_Control
496,6.95941940110042e-6,4,196,GO:0098687,chromosomal region,5.17780803441871e-4,CC,Variable_vs_Control
-221,0.00247931639173314,5,474,GO:0099503;GO:0030141,secretory vesicle,0.0319751474040979,CC,Variable_vs_Control
