chi2,Z,P,P.adjusted,comparisons
73.25719725731813,4.331753189291926,7.396335528423271e-6,8.875602634107924e-4,Treated.Acer.0 - Treated.Acer.28
73.25719725731813,-0.515950037113606,0.30294465264063064,1,Treated.Acer.0 - Treated.Acer.7
73.25719725731813,-4.847703226405533,6.244952884381679e-7,7.493943461258015e-5,Treated.Acer.28 - Treated.Acer.7
73.25719725731813,1.9079015760891602,0.028201969275461397,1,Treated.Acer.0 - Treated.Acer.71
73.25719725731813,-2.4238516132027663,0.007678439457025634,0.9214127348430761,Treated.Acer.28 - Treated.Acer.71
73.25719725731813,2.4238516132027663,0.007678439457025634,0.9214127348430761,Treated.Acer.7 - Treated.Acer.71
73.25719725731813,0.7256707356525894,0.23402032301632786,1,Treated.Acer.0 - Treated.Pcli.0
73.25719725731813,-3.606082453639337,1.5542720034072602e-4,0.018651264040887124,Treated.Acer.28 - Treated.Pcli.0
73.25719725731813,1.2416207727661954,0.10718825689928149,1,Treated.Acer.7 - Treated.Pcli.0
73.25719725731813,-1.1822308404365707,0.11855705932880324,1,Treated.Acer.71 - Treated.Pcli.0
73.25719725731813,2.013689893051302,0.022021050906859626,1,Treated.Acer.0 - Treated.Pcli.28
73.25719725731813,-2.318063296240624,0.010222940653402094,1,Treated.Acer.28 - Treated.Pcli.28
73.25719725731813,2.529639930164908,0.005708981736784298,0.6850778084141157,Treated.Acer.7 - Treated.Pcli.28
73.25719725731813,0.10578831696214216,0.4578751532429236,1,Treated.Acer.71 - Treated.Pcli.28
73.25719725731813,1.288019157398713,0.0988696472798783,1,Treated.Pcli.0 - Treated.Pcli.28
73.25719725731813,0.6124586771492441,0.270117165009904,1,Treated.Acer.0 - Treated.Pcli.7
73.25719725731813,-3.719294512142682,9.98900005813834e-5,0.011986800069766008,Treated.Acer.28 - Treated.Pcli.7
73.25719725731813,1.12840871426285,0.1295736746177771,1,Treated.Acer.7 - Treated.Pcli.7
73.25719725731813,-1.295442898939916,0.09758374368436218,1,Treated.Acer.71 - Treated.Pcli.7
73.25719725731813,-0.11321205850334533,0.45493121791453184,1,Treated.Pcli.0 - Treated.Pcli.7
73.25719725731813,-1.4012312159020581,0.08057247123190235,1,Treated.Pcli.28 - Treated.Pcli.7
