chi2,Z,P,P.adjusted,comparisons
40.928571428571416,3.0557114472704376,0.001122636118919941,0.0740939838487161,Treated.BC-8b.0 - Treated.BC-8b.28
40.928571428571416,0.8081220356417685,0.20951016676715797,1,Treated.BC-8b.0 - Treated.MB-B.0
40.928571428571416,-2.247589411628669,0.012301191683641336,0.8118786511203282,Treated.BC-8b.28 - Treated.MB-B.0
40.928571428571416,2.979950006429022,0.0014414771524903188,0.09513749206436103,Treated.BC-8b.0 - Treated.MB-B.28
40.928571428571416,-0.07576144084141581,0.46980444683554223,1,Treated.BC-8b.28 - Treated.MB-B.28
40.928571428571416,2.171827970787253,0.014934320537351765,0.9856651554652165,Treated.MB-B.0 - Treated.MB-B.28
40.928571428571416,1.590990257669732,0.05580588414914612,1,Treated.BC-8b.0 - Treated.SI-C.0
40.928571428571416,-1.4647211896007055,0.0714985006624745,1,Treated.BC-8b.28 - Treated.SI-C.0
40.928571428571416,0.7828682220279634,0.21685225011985323,1,Treated.MB-B.0 - Treated.SI-C.0
40.928571428571416,-1.3889597487592897,0.08242249507092211,1,Treated.MB-B.28 - Treated.SI-C.0
40.928571428571416,3.7123106012293743,1.0268786807060882e-4,0.006777399292660182,Treated.BC-8b.0 - Treated.SI-C.28
40.928571428571416,0.656599153958937,0.25571934651838296,1,Treated.BC-8b.28 - Treated.SI-C.28
40.928571428571416,2.904188565587606,0.0018410316149018206,0.12150808658352016,Treated.MB-B.0 - Treated.SI-C.28
40.928571428571416,0.7323605948003528,0.23197425176260872,1,Treated.MB-B.28 - Treated.SI-C.28
40.928571428571416,2.1213203435596424,0.016947426762344647,1,Treated.SI-C.0 - Treated.SI-C.28
40.928571428571416,0.8838834764831844,0.188379558905791,1,Treated.BC-8b.0 - Untreated.BC-8b.0
40.928571428571416,-2.171827970787253,0.014934320537351765,0.9856651554652165,Treated.BC-8b.28 - Untreated.BC-8b.0
40.928571428571416,0.07576144084141581,0.46980444683554223,1,Treated.MB-B.0 - Untreated.BC-8b.0
40.928571428571416,-2.0960665299458374,0.018038144791628175,1,Treated.MB-B.28 - Untreated.BC-8b.0
40.928571428571416,-0.7071067811865476,0.23975006109347674,1,Treated.SI-C.0 - Untreated.BC-8b.0
40.928571428571416,-2.8284271247461903,0.002338867490523632,0.1543652543745597,Treated.SI-C.28 - Untreated.BC-8b.0
40.928571428571416,3.5607877195465427,1.8487195895620478e-4,0.012201549291109516,Treated.BC-8b.0 - Untreated.BC-8b.28
40.928571428571416,0.5050762722761054,0.30675263306395545,1,Treated.BC-8b.28 - Untreated.BC-8b.28
40.928571428571416,2.7526656839047745,0.002955611333006967,0.19507034797845982,Treated.MB-B.0 - Untreated.BC-8b.28
40.928571428571416,0.5808377131175212,0.2806749174785165,1,Treated.MB-B.28 - Untreated.BC-8b.28
40.928571428571416,1.969797461876811,0.024430793797748318,1,Treated.SI-C.0 - Untreated.BC-8b.28
40.928571428571416,-0.15152288168283162,0.43978163112420937,1,Treated.SI-C.28 - Untreated.BC-8b.28
40.928571428571416,2.6769042430633583,0.0037152934132441105,0.2452093652741113,Untreated.BC-8b.0 - Untreated.BC-8b.28
40.928571428571416,0.6818529675727423,0.2476659638282186,1,Treated.BC-8b.0 - Untreated.MB-B.0
40.928571428571416,-2.373858479697695,0.008801648015015382,0.5809087689910152,Treated.BC-8b.28 - Untreated.MB-B.0
40.928571428571416,-0.12626906806902635,0.4497594701779585,1,Treated.MB-B.0 - Untreated.MB-B.0
40.928571428571416,-2.2980970388562794,0.010778133380008171,0.7113568030805393,Treated.MB-B.28 - Untreated.MB-B.0
40.928571428571416,-0.9091372900969896,0.18163883046804682,1,Treated.SI-C.0 - Untreated.MB-B.0
40.928571428571416,-3.0304576336566322,0.0012209172101383956,0.0805805358691341,Treated.SI-C.28 - Untreated.MB-B.0
40.928571428571416,-0.20203050891044214,0.41994643663563447,1,Untreated.BC-8b.0 - Untreated.MB-B.0
40.928571428571416,-2.8789347519738007,0.0019951043974867594,0.13167689023412613,Untreated.BC-8b.28 - Untreated.MB-B.0
40.928571428571416,2.904188565587606,0.0018410316149018206,0.12150808658352016,Treated.BC-8b.0 - Untreated.MB-B.28
40.928571428571416,-0.15152288168283162,0.43978163112420937,1,Treated.BC-8b.28 - Untreated.MB-B.28
40.928571428571416,2.0960665299458374,0.018038144791628175,1,Treated.MB-B.0 - Untreated.MB-B.28
40.928571428571416,-0.07576144084141581,0.46980444683554223,1,Treated.MB-B.28 - Untreated.MB-B.28
40.928571428571416,1.313198307917874,0.09455806701054431,1,Treated.SI-C.0 - Untreated.MB-B.28
40.928571428571416,-0.8081220356417685,0.20951016676715797,1,Treated.SI-C.28 - Untreated.MB-B.28
40.928571428571416,2.0203050891044216,0.02167587563043133,1,Untreated.BC-8b.0 - Untreated.MB-B.28
40.928571428571416,-0.656599153958937,0.25571934651838296,1,Untreated.BC-8b.28 - Untreated.MB-B.28
40.928571428571416,2.2223355980148636,0.013130317058897736,0.8666009258872506,Untreated.MB-B.0 - Untreated.MB-B.28
40.928571428571416,1.6414978848973425,0.05034705288877808,1,Treated.BC-8b.0 - Untreated.SI-C.0
40.928571428571416,-1.4142135623730951,0.07864960352514257,1,Treated.BC-8b.28 - Untreated.SI-C.0
40.928571428571416,0.8333758492555738,0.2023163954325976,1,Treated.MB-B.0 - Untreated.SI-C.0
40.928571428571416,-1.3384521215316791,0.09037454895924091,1,Treated.MB-B.28 - Untreated.SI-C.0
40.928571428571416,0.050507627227610534,0.47985893575765154,1,Treated.SI-C.0 - Untreated.SI-C.0
40.928571428571416,-2.070812716332032,0.019188150702512435,1,Treated.SI-C.28 - Untreated.SI-C.0
40.928571428571416,0.7576144084141581,0.22434092598850758,1,Untreated.BC-8b.0 - Untreated.SI-C.0
40.928571428571416,-1.9192898346492004,0.027473831893543705,1,Untreated.BC-8b.28 - Untreated.SI-C.0
40.928571428571416,0.9596449173246002,0.16861697724213714,1,Untreated.MB-B.0 - Untreated.SI-C.0
40.928571428571416,-1.2626906806902634,0.10335018225249563,1,Untreated.MB-B.28 - Untreated.SI-C.0
40.928571428571416,3.939594923753622,4.0809651798521936e-5,0.002693437018702448,Treated.BC-8b.0 - Untreated.SI-C.28
40.928571428571416,0.8838834764831844,0.188379558905791,1,Treated.BC-8b.28 - Untreated.SI-C.28
40.928571428571416,3.1314728881118534,8.696592235494542e-4,0.05739750875426398,Treated.MB-B.0 - Untreated.SI-C.28
40.928571428571416,0.9596449173246002,0.16861697724213714,1,Treated.MB-B.28 - Untreated.SI-C.28
40.928571428571416,2.34860466608389,0.00942195111512281,0.6218487735981054,Treated.SI-C.0 - Untreated.SI-C.28
40.928571428571416,0.2272843225242474,0.4101013314734573,1,Treated.SI-C.28 - Untreated.SI-C.28
40.928571428571416,3.0557114472704376,0.001122636118919941,0.0740939838487161,Untreated.BC-8b.0 - Untreated.SI-C.28
40.928571428571416,0.37880720420707903,0.35241551860388676,1,Untreated.BC-8b.28 - Untreated.SI-C.28
40.928571428571416,3.2577419561808796,5.615123754657389e-4,0.03705981678073877,Untreated.MB-B.0 - Untreated.SI-C.28
40.928571428571416,1.035406358166016,0.15023958881690577,1,Untreated.MB-B.28 - Untreated.SI-C.28
40.928571428571416,2.2980970388562794,0.010778133380008171,0.7113568030805393,Untreated.SI-C.0 - Untreated.SI-C.28
