gene,annot,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Symbiodinium33404,NA,21.77549506799846,-1.0063447556253964,0.25018279384763875,-4.022437914888184,5.75988397321959e-5,0.028756220736298802
Symbiodinium40339,NA,23.39232123976643,-1.3737008769918082,0.23668089546395069,-5.80402095529945,6.474317998102601e-9,2.585842608442179e-5
