gene,annot,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Contrast
Symbiodinium49806,NA,6.044221935389142,1.0568310602915667,0.29257704963957815,3.6121461392596004,3.036733396313201e-4,0.02700415172671514,Control vs Initial
Symbiodinium5075,cAMP-dependent protein kinase activity,6.068441116360125,1.0065042036277778,0.28982108445754273,3.4728467237352616,5.149693634499858e-4,0.03683031363186785,Control vs Initial
Symbiodinium52798,NA,6.919331479971965,1.3012939073129897,0.23638639791920288,5.504944103246471,3.692854189014956e-8,1.7133237848251562e-5,Control vs Initial
Symbiodinium55214,Responsible for synthesis of pseudouridine from uracil,12.252172371484576,1.2059639947823948,0.20778652741800693,5.803860383865701,6.4805244818172765e-9,3.841870930304009e-6,Control vs Initial
Symbiodinium55392,NA,10.95304405316683,1.07395084364049,0.23223313454168262,4.6244513977730035,3.7559113645937994e-6,9.7754463833123e-4,Control vs Initial
Symbiodinium56090,NA,34.99017079969262,1.419144229955255,0.31403717899643036,4.519032537772817,6.212284812954506e-6,0.0014731398053119452,Control vs Initial
Symbiodinium62953,NA,28.433204483971057,1.0954644770954083,0.3061661970685825,3.5780059574964107,3.4622556192956226e-4,0.028419792087310453,Control vs Initial
Symbiodinium67058,NA,13.85736799751895,-3.5240262784572507,0.6242024812604894,-5.645646059177743,1.6456209125204297e-8,9.242326714476581e-6,Control vs Initial
Symbiodinium70865,NA,950.4944489187257,1.1794140956041006,0.2559208315786026,4.608511500721111,4.055619451744518e-6,0.0010304170278468037,Control vs Initial
Symbiodinium71546,60S ribosomal protein,1933.797532809003,1.116707498360421,0.23758356119974477,4.700272580818696,2.598144547019206e-6,7.493189313849176e-4,Control vs Initial
