"","Estimate","Std. Error","t-value","p-value"
"Pclivosa.Untreated-Pclivosa.Treated",-0.0713699643542185,0.134860588896869,-0.529212907477341,0.597100780435253
"Pclivosa.Untreated-Acervicornis.Treated",0.251979366215416,0.110303015742446,2.2844286216415,0.0231372842987399
"Pclivosa.Untreated-Acervicornis.Untreated",0.301010122777846,0.116986986265835,2.57302228552026,0.0106261182312691
"Pclivosa.Treated-Acervicornis.Treated",0.323349330569634,0.117145701533247,2.76023214115,0.00617919909259924
"Pclivosa.Treated-Acervicornis.Untreated",0.372380087132065,0.123459771002632,3.01620587911285,0.00280830257019188
"Acervicornis.Treated-Acervicornis.Untreated",0.0490307565624306,0.0960296407473563,0.510579402160061,0.610070653015351
