chi2,Z,P,P.adjusted,comparisons
91.13596978683523,-1.7373687113963758,0.04116105516790612,1,Acropora cervicornis.Treated.BC-8b - Acropora cervicornis.Treated.MB-B
91.13596978683523,0.6874817990376856,0.24588958323757745,1,Acropora cervicornis.Treated.BC-8b - Acropora cervicornis.Treated.SI-C
91.13596978683523,2.0008090978889883,0.022706483301465845,1,Acropora cervicornis.Treated.MB-B - Acropora cervicornis.Treated.SI-C
91.13596978683523,1.1518812700911125,0.12468493290606457,1,Acropora cervicornis.Treated.BC-8b - Acropora cervicornis.Untreated.BC-8b
91.13596978683523,2.966503706955027,0.0015060336501349796,0.09939822090890865,Acropora cervicornis.Treated.MB-B - Acropora cervicornis.Untreated.BC-8b
91.13596978683523,0.14979879853310454,0.44046167864697194,1,Acropora cervicornis.Treated.SI-C - Acropora cervicornis.Untreated.BC-8b
91.13596978683523,-1.331156118684494,0.0915688233828413,1,Acropora cervicornis.Treated.BC-8b - Acropora cervicornis.Untreated.MB-B
91.13596978683523,0.5160474201913681,0.30291064495393105,1,Acropora cervicornis.Treated.MB-B - Acropora cervicornis.Untreated.MB-B
91.13596978683523,-1.6905931211462564,0.04545726968218846,1,Acropora cervicornis.Treated.SI-C - Acropora cervicornis.Untreated.MB-B
91.13596978683523,-2.6306928549361754,0.004260550383298856,0.28119632529772454,Acropora cervicornis.Untreated.BC-8b - Acropora cervicornis.Untreated.MB-B
91.13596978683523,1.1316226232020878,0.1288965623478933,1,Acropora cervicornis.Treated.BC-8b - Acropora cervicornis.Untreated.SI-C
91.13596978683523,2.636228063011584,0.004191668273743322,0.27665010606705925,Acropora cervicornis.Treated.MB-B - Acropora cervicornis.Untreated.SI-C
91.13596978683523,0.2752106219627476,0.39157721340498913,1,Acropora cervicornis.Treated.SI-C - Acropora cervicornis.Untreated.SI-C
91.13596978683523,0.18232263187229467,0.42766476933862396,1,Acropora cervicornis.Untreated.BC-8b - Acropora cervicornis.Untreated.SI-C
91.13596978683523,2.3184797028399737,0.0102116324060824,0.6739677388014385,Acropora cervicornis.Untreated.MB-B - Acropora cervicornis.Untreated.SI-C
91.13596978683523,3.173677140673524,7.526051055814073e-4,0.04967193696837288,Acropora cervicornis.Treated.BC-8b - Pseudodiploria clivosa.Treated.A
91.13596978683523,4.9110458520699005,4.5295949574949543e-7,2.9895326719466698e-5,Acropora cervicornis.Treated.MB-B - Pseudodiploria clivosa.Treated.A
91.13596978683523,1.7115926169145137,0.04348588493568128,1,Acropora cervicornis.Treated.SI-C - Pseudodiploria clivosa.Treated.A
91.13596978683523,2.1629163943606584,0.015273805293628583,1,Acropora cervicornis.Untreated.BC-8b - Pseudodiploria clivosa.Treated.A
91.13596978683523,4.705470164428849,1.26640773475112e-6,8.358291049357391e-5,Acropora cervicornis.Untreated.MB-B - Pseudodiploria clivosa.Treated.A
91.13596978683523,1.6168624040311437,0.05295399268208225,1,Acropora cervicornis.Untreated.SI-C - Pseudodiploria clivosa.Treated.A
91.13596978683523,4.850127592355255,6.169104050369615e-7,4.0716086732439455e-5,Acropora cervicornis.Treated.BC-8b - Pseudodiploria clivosa.Treated.B
91.13596978683523,6.697331131231117,1.0613014383965155e-11,7.004589493417003e-10,Acropora cervicornis.Treated.MB-B - Pseudodiploria clivosa.Treated.B
91.13596978683523,2.8566495372940084,0.002140691387187814,0.14128563155439572,Acropora cervicornis.Treated.SI-C - Pseudodiploria clivosa.Treated.B
91.13596978683523,3.864068743557439,5.575690801458192e-5,0.0036799559289624065,Acropora cervicornis.Untreated.BC-8b - Pseudodiploria clivosa.Treated.B
91.13596978683523,6.628688298888411,1.6934144638742214e-11,1.1176535461569861e-9,Acropora cervicornis.Untreated.MB-B - Pseudodiploria clivosa.Treated.B
91.13596978683523,2.9494675792257112,0.001591609847469985,0.105046249933019,Acropora cervicornis.Untreated.SI-C - Pseudodiploria clivosa.Treated.B
91.13596978683523,1.475813546610901,0.06999697654737115,1,Pseudodiploria clivosa.Treated.A - Pseudodiploria clivosa.Treated.B
91.13596978683523,1.7537420330512528,0.03973735984062742,1,Acropora cervicornis.Treated.BC-8b - Pseudodiploria clivosa.Treated.C
91.13596978683523,3.531995602005385,2.0621810739414646e-4,0.013610395088013667,Acropora cervicornis.Treated.MB-B - Pseudodiploria clivosa.Treated.C
91.13596978683523,0.6157924514989458,0.2690157550128659,1,Acropora cervicornis.Treated.SI-C - Pseudodiploria clivosa.Treated.C
91.13596978683523,0.6541531978214554,0.256506555489858,1,Acropora cervicornis.Untreated.BC-8b - Pseudodiploria clivosa.Treated.C
91.13596978683523,3.23716265119078,6.036229089944869e-4,0.039839111993636135,Acropora cervicornis.Untreated.MB-B - Pseudodiploria clivosa.Treated.C
91.13596978683523,0.3584054171949767,0.3600199691171897,1,Acropora cervicornis.Untreated.SI-C - Pseudodiploria clivosa.Treated.C
91.13596978683523,-1.494620082077956,0.0675068110205207,1,Pseudodiploria clivosa.Treated.A - Pseudodiploria clivosa.Treated.C
91.13596978683523,-3.1093232150322323,9.375823159510902e-4,0.061880432852771956,Pseudodiploria clivosa.Treated.B - Pseudodiploria clivosa.Treated.C
91.13596978683523,2.915121948449586,0.0017777479123919982,0.11733136221787188,Acropora cervicornis.Treated.BC-8b - Pseudodiploria clivosa.Untreated.A
91.13596978683523,4.693375517403719,1.3436677050373978e-6,8.868206853246825e-5,Acropora cervicornis.Treated.MB-B - Pseudodiploria clivosa.Untreated.A
91.13596978683523,1.4848895993591595,0.068786535802738,1,Acropora cervicornis.Treated.SI-C - Pseudodiploria clivosa.Untreated.A
91.13596978683523,1.869809101632844,0.030755166001298996,1,Acropora cervicornis.Untreated.BC-8b - Pseudodiploria clivosa.Untreated.A
91.13596978683523,4.4758166637082395,3.80598922083922e-6,2.5119528857538853e-4,Acropora cervicornis.Untreated.MB-B - Pseudodiploria clivosa.Untreated.A
91.13596978683523,1.3582560436688123,0.08719122642190315,1,Acropora cervicornis.Untreated.SI-C - Pseudodiploria clivosa.Untreated.A
91.13596978683523,-0.33324016667962264,0.36947650026015844,1,Pseudodiploria clivosa.Treated.A - Pseudodiploria clivosa.Untreated.A
91.13596978683523,-1.8706692025147724,0.03069547304743237,1,Pseudodiploria clivosa.Treated.B - Pseudodiploria clivosa.Untreated.A
91.13596978683523,1.1900602813661045,0.11701134992387094,1,Pseudodiploria clivosa.Treated.C - Pseudodiploria clivosa.Untreated.A
91.13596978683523,3.708828825304729,1.04110063683208e-4,0.0068712642030917285,Acropora cervicornis.Treated.BC-8b - Pseudodiploria clivosa.Untreated.B
91.13596978683523,5.487082394258861,2.04313282654241e-8,1.3484676655179905e-6,Acropora cervicornis.Treated.MB-B - Pseudodiploria clivosa.Untreated.B
91.13596978683523,2.0788454391028237,0.018815779458088315,1,Acropora cervicornis.Treated.SI-C - Pseudodiploria clivosa.Untreated.B
91.13596978683523,2.700609116297914,0.0034606314589815295,0.22840167629278094,Acropora cervicornis.Untreated.BC-8b - Pseudodiploria clivosa.Untreated.B
91.13596978683523,5.322333978795549,5.1222133358194523e-08,3.3806608016408385e-6,Acropora cervicornis.Untreated.MB-B - Pseudodiploria clivosa.Untreated.B
91.13596978683523,2.041571044676057,0.020597049975604662,1,Acropora cervicornis.Untreated.SI-C - Pseudodiploria clivosa.Untreated.B
91.13596978683523,0.4604667101755202,0.3225906304841881,1,Pseudodiploria clivosa.Treated.A - Pseudodiploria clivosa.Untreated.B
91.13596978683523,-1.0241518874274629,0.1528817698199203,1,Pseudodiploria clivosa.Treated.B - Pseudodiploria clivosa.Untreated.B
91.13596978683523,2.0033678103399253,0.022568911955745587,1,Pseudodiploria clivosa.Treated.C - Pseudodiploria clivosa.Untreated.B
91.13596978683523,0.8133075289738206,0.20802088072791167,1,Pseudodiploria clivosa.Untreated.A - Pseudodiploria clivosa.Untreated.B
91.13596978683523,0.7970363290677845,0.21271496634779552,1,Acropora cervicornis.Treated.BC-8b - Pseudodiploria clivosa.Untreated.C
91.13596978683523,2.6116587659316988,0.004505206979160351,0.2973436606245832,Acropora cervicornis.Treated.MB-B - Pseudodiploria clivosa.Untreated.C
91.13596978683523,-0.11336125294397095,0.4548720786570816,1,Acropora cervicornis.Treated.SI-C - Pseudodiploria clivosa.Untreated.C
91.13596978683523,-0.372164513873682,0.354885182641948,1,Acropora cervicornis.Untreated.BC-8b - Pseudodiploria clivosa.Untreated.C
91.13596978683523,2.25115803123444,0.012187764998015872,0.8043924898690475,Acropora cervicornis.Untreated.MB-B - Pseudodiploria clivosa.Untreated.C
91.13596978683523,-0.48619368499278526,0.31341492415884115,1,Acropora cervicornis.Untreated.SI-C - Pseudodiploria clivosa.Untreated.C
91.13596978683523,-2.5177613353839865,0.0059051659128385985,0.3897409502473475,Pseudodiploria clivosa.Treated.A - Pseudodiploria clivosa.Untreated.C
