"","lfc"
"K14165",0.264228131375237
"K06688",0.92437246691698
"K03097",-0.454523801201776
"K09654",0.372765043474627
"K08469",-0.561388017614263
"K23908",-0.631016937959858
"K24935",-0.369886554609579
"K15424",0.384801599494257
"K00069",-0.589883190943157
"K05970",0.683037463660302
"K02516",0.232690190351218
"K13187",-0.514877900807354
"K15151",0.789913284052267
"K00857",0.347740329697711
"K14455",0.342441414305326
"K13084",1.15143845228716
"K05305",-0.595150344847099
"K08465",-0.731556379024781
"K14397",0.895336552925534
"K23490",-1.05877918527337
"K00815",0.880467707669655
"K25743",-0.528820758271011
"K25826",-0.676685469764784
"K10727",-0.798275020150986
"K08009",0.370810512145383
"K00461",0.423530087225773
"K23518",-0.923809287844501
"K08883",-0.992847135917246
"K13907",-0.843212893924246
"K07436",-0.235472357947915
"K04984",-0.87258117963575
"K08851",-0.502096101045219
"K11163",0.343056201369015
"K11438",1.07810681326655
"K12668",0.434435404975175
"K12035",-0.725521470492556
"K12013",-0.669455823418624
"K22128",0.217648156868371
"K07380",-0.825173633153123
"K04632",-0.696523006363354
"K08601",-0.483485000755015
"K17535",-0.682517002905334
"K04985",-0.71501553995918
"K03783",0.632119934850098
"K06277",-0.542393051854462
"K12875",-0.28797085569915
"K24514",-1.1940067130163
"K08653",-0.522987470994888
"K11723",-0.469830413671824
"K04135",-0.79058668671744
"K10260",-0.611946441751586
"K24483",-0.960862100076737
"K06270",-2.55022147402345
"K16457",0.529545255790418
"K01739",0.464807258581209
"K24889",-0.569167257898255
"K12391",0.282654384737764
"K04682",-0.806130991889662
"K07190",-0.646163579707016
"K09611",0.71269590175067
"K03943",0.63314869927964
"K10858",0.535537583723786
"K16944",-0.288024936821541
"K06221",0.595522403085165
"K10586",-0.263566872747592
"K02263",0.795046642809082
"K13236",0.573666583729752
"K00565",-0.472013881577168
"K12196",0.366125328142774
"K02146",1.05996007873271
"K10733",0.891081285141975
"K15261",-0.702506870649495
"K08881",0.73054998859146
"K09035",-1.13802135488553
"K20027",0.391224155151583
"K20128",-0.520586531019214
"K26403",-1.84768969638914
"K10406",-0.362482432677189
"K03217",0.290236857844024
"K14347",0.57538335001501
"K07379",-1.37139373946382
"K05633",-0.153991807865949
"K12818",-0.880241693949854
"K19756",-0.739756998982444
"K10867",-0.28798680591502
"K18204",0.755709217017009
"K23860",-0.767207500382289
"K13092",-0.550891779508847
"K21456",-1.25901125237438
"K02437",1.074161762037
"K12830",0.292559840888665
"K10704",0.440050753327227
"K02875",0.31264105367708
"K00721",0.431112596902421
"K12366",0.257428592242947
"K06768",0.712847754361021
"K14767",-0.303428299214099
"K03939",0.780354537148038
"K02183",-0.466033845700333
"K03902",-0.848426348529945
"K12132",-0.526441040846502
"K12021",-0.446535318346999
"K05046",-0.826008354898893
"K08802",-0.823535284628246
"K17619",1.10444160616194
"K10280",1.06334945493622
"K01409",0.425616862901886
"K10085",0.288627315221149
"K01092",1.29108462431531
"K13051",-0.503051656557742
"K24064",0.362193542799242
"K00814",0.851704583405493
"K09848",-0.832662854781281
"K12194",0.467494443297741
"K14947",-0.296779600976708
"K01365",-0.472896868457036
"K17928",-0.272314713761429
"K14437",-0.480118604028504
"K23569",1.34374498569256
"K24970",-0.364390243333987
"K01205",0.464401587838022
"K11974",-0.486423684786343
"K01711",0.398326056028529
"K24757",0.940925381448116
"K15732",-0.511189863209177
"K11835",0.956374159778299
"K04150",-2.20404140374318
"K17509",-1.02258612142141
"K02838",-0.434994238662339
"K10661",-0.26101702044385
"K11863",0.743400834870796
"K16682",1.69066374140617
"K17820",0.560600483757175
"K14790",-0.324015809711319
"K00508",0.99154984167625
"K23440",-0.512960138721358
"K02608",-2.94788942937934
"K09414",-2.85054946565973
"K09584",0.645786666631596
"K14824",-0.475021309801817
"K00411",0.662442929363618
"K16194",0.523765990050789
"K14379",0.659844116796181
"K12813",-0.317096096388535
"K11796",0.313537581129341
"K10685",0.234817475620044
"K13868",0.430001295412425
"K08489",0.491206151460268
"K23902",0.431489037506444
"K11801",0.465868655605132
"K20029",-0.779518084691711
"K16603",0.530743953769301
"K16780",1.02812564558802
"K10308",-0.663517063269081
"K10416",0.219853773329163
"K26141",0.422581078302872
"K20493",-0.578647719042462
"K02553",0.351194469009522
"K03936",0.26396212356425
"K07874",0.821049280860415
"K18587",0.887435196424547
"K24610",-1.43887816206979
"K10400",-0.480711611271073
"K03766",0.44460978807203
"K19360",-0.949668414015858
"K09503",0.855139761970933
"K22790",-0.83011841844414
"K12593",-0.757261686133113
"K07408",-1.92073601542619
"K08341",0.694890722897143
"K18342",0.585360327942576
"K12823",1.3658378709213
"K07917",1.05812298898521
"K09550",0.672191406291228
"K16812",-1.08045862667965
"K06711",1.67824626011464
"K08059",0.408415597267828
"K16550",-0.586342340368772
"K16543",-0.267055370262143
"K10367",-0.722490682292052
"K18468",0.416407226010946
"K05656",1.01637205561309
"K12751",-2.11124974826879
"K18163",0.440387926047623
"K07375",0.75588276898395
"K21797",0.479768748619396
"K15559",0.39976691123679
"K17904",1.30339289498669
"K01338",0.705828586267875
"K12197",0.257534779181088
"K13091",-0.330263784914019
"K01251",0.327005110996038
"K05048",-0.704838386609567
"K02737",0.615247996427633
"K06530",-0.434955289868414
"K20175",-0.42811728954302
"K08827",-0.517242454470583
"K10798",-0.656326752611958
"K11478",-0.242610854191444
"K23223",-0.50839271064205
"K13698",0.549469274552637
"K19952",0.96145959498845
"K26496",0.863228613501844
"K02873",0.696366397975632
"K00820",0.37953355463784
"K05198",-1.33680276610216
"K20899",-0.591246637799793
"K13811",0.873307124981886
"K06238",-0.265280290312184
"K01273",-0.609186071263233
"K14076",1.45509555300627
"K00106",-0.639786808082303
"K06254",1.80226141748391
"K12494",0.195990631290975
"K11866",-0.47477420472101
"K16316",0.519810067840337
"K04362",-0.967546710367468
"K13249",0.59456093421817
"K12843",-0.293939458127401
"K05925",-0.553903966938
"K09089",-0.938555250359085
"K06054",-1.94004027875235
"K24685",-0.785463593831835
"K10268",0.455657995760191
"K08504",0.623068834748749
"K20198",-0.782601868402337
"K03686",-0.453578387629487
"K18633",1.509986717687
"K07508",0.613521352371277
"K06633",0.589831857314924
"K04659",0.546746784855272
"K05313",-1.47910047239043
"K05202",-2.40531470919401
"K14638",0.659686963424262
"K12323",-0.651108653855369
"K09656",0.345287638786745
"K17570",-0.608970703283195
"K14401",0.907447862464629
"K19530",-1.40646424719333
"K14779",-0.302304853633514
"K05726",-0.242108618935233
"K07497",0.945444069637066
"K10707",-0.673595341552358
"K10380",-0.670540878128479
"K24684",0.437737276377336
"K03175",1.15357987309121
"K19867",-0.223935457243604
"K02974",0.350866801039343
"K14286",0.427510827754147
"K07759",0.23197469279614
"K02870",0.881861563015086
"K06237",-0.452285308037635
"K04438",0.555406328009361
"K10643",-0.407618699343465
"K11127",-0.356877860787068
"K12597",-0.58425195561135
"K14291",-0.483826243397175
"K17923",0.429205781926533
"K04095",0.337349590878602
"K10443",0.60196163430809
"K02156",0.608870530554389
"K22023",-1.15017463841639
"K15198",-0.317039034775468
"K09657",0.346886869466012
"K15375",-0.387746436945912
"K17277",-0.292941185458762
"K21032",0.544402918116192
"K23491",-0.565303658902418
"K15338",0.359157477465619
"K19750",-0.291267123059226
"K18343",-0.664689985622567
"K01672",0.561598776936134
"K01464",-0.555334955005116
"K08665",2.01487385519828
"K09637",1.18063370506404
"K05750",-0.258814192423035
"K22017",-0.488385027562524
"K07941",0.686536340689603
"K17199",-0.563504297726338
"K09267",-1.33865197600439
"K22674",-0.904133432151046
"K04097",0.340074049063474
"K09408",-1.52677458113297
"K11861",-0.496472263920654
"K24786",0.412496176765562
"K04148",-2.15062818498526
"K11340",0.618549485410481
"K05208",-0.710832126356859
"K24186",-0.661641409165765
"K08175",0.556806567115533
"K20196",-0.587294354586143
"K10251",0.790166284155973
"K11323",-0.783519304070838
"K24185",-0.450941575176878
"K02949",1.15605761932066
"K24939",0.403056139930981
"K05655",0.662716076582751
"K13186",0.414202634283368
"K04615",-0.950036886418951
"K16892",1.99607956193944
"K20858",1.25730121641965
"K00789",0.704038192582187
"K12898",-0.659637186696384
"K04857",-0.939595990192709
"K08963",0.36105605624787
"K23542",0.448887520511337
"K10359",0.691587329984445
"K12482",-0.430235843961829
"K01047",0.456326741205286
"K02580",0.530877950343048
"K04919",-1.54345117483535
"K12373",-0.251917358289606
"K23927",1.03860075234608
"K03065",-0.352840520668186
"K06631",-0.565113860692405
"K11095",0.286221448950923
"K12805",-0.767644900018716
"K20705",0.205574817081235
"K12310",1.31502470694555
"K25830",-0.79353892966575
"K05700",0.602328956728354
"K14825",1.12063719300386
"K15161",0.831808337885294
"K02912",0.807649062084332
"K22459",-0.569382677458958
"K08202",1.89452009077303
"K01769",-0.39745900789987
"K18756",-0.465596251797883
"K03026",-0.676482676325091
"K22530",0.644515572385158
"K10886",-1.47079520549159
"K04950",0.647766997381296
"K23624",-0.411353470541242
"K10435",0.593827295697241
"K22380",-1.51725776766239
"K25554",-0.578144939028745
"K23344",-0.377232315311747
"K07365",-0.631075989143098
"K12232",-0.187030148306502
"K06670",1.84616704095675
"K12193",0.333930380573695
"K04354",0.465843426072302
"K25359",-2.49070603008621
"K18160",-0.611676459228434
"K24785",-0.661676420945611
"K10487",-0.319492564800514
"K23504",-0.714090359824584
"K20101",-0.642892563859729
"K00280",-0.550878780457261
"K07189",-1.15265783697768
"K24392",0.228319463265514
"K16719",-0.374321210044488
"K07763",1.03895848193808
"K06997",0.556479251835341
"K19832",0.572649896392649
"K14766",-0.335353180405608
"K08793",-0.698792295550137
"K16506",-1.21591075312049
"K13708",-0.502241330790119
"K01255",-0.505424391860024
"K24502",-1.98843215702308
"K01689",-0.535602766657708
"K01316",0.548132435888698
"K03362",0.23244632823703
"K22534",-1.22303867388372
"K12846",-0.58699283165321
"K16449",-0.219503645113114
"K07944",0.822218103660563
"K15075",0.842604975541114
"K13201",-0.272542673151971
"K03341",0.39818401096029
"K14831",-0.31257474471115
"K08291",-0.183650574770279
"K22125",0.849142273645481
"K04231",-0.802530619820747
"K14735",-0.869601312124058
"K07904",-1.60318047237092
"K20800",-0.503410277045762
"K10728",-0.705552484107642
"K01902",0.5351306895081
"K04594",0.566421723772435
"K21798",-0.616985366564792
"K07939",0.486722362664415
"K06669",-0.283133070678621
"K02898",0.889443584744856
"K15262",-0.581627620008883
"K20346",1.12086838587976
"K06532",-0.445379381422663
"K25608",-0.792631469939539
"K16315",0.647632731841618
"K09317",0.862927838359541
"K00010",0.913290738581777
"K03355",-0.384938420727536
"K14719",0.616748567866337
"K09553",-0.20289325487792
"K14281",-0.809820411916205
"K11165",0.587691970117744
"K24775",1.58334806521125
"K03265",-0.216260026647457
"K04648",-0.41166905255009
"K08375",-1.78266199281585
"K22816",-0.655518089042293
"K08860",0.446095299138727
"K01557",0.571457165796493
"K24788",0.701735651274482
"K23796",-0.737232810349703
"K16353",1.84423311039195
"K05181",-1.25689172537163
"K09271",-1.4007370775262
"K14072",1.00997768429294
"K07855",1.18792830513971
"K14613",1.08457978753075
"K03130",-0.588359191591655
"K11424",-0.414446856023179
"K23503",0.997458463054658
"K15223",-0.376208179153057
"K01373",0.312813958367891
"K09350",-1.04954561238015
"K19608",-1.10013946541185
"K06229",0.884397856503395
"K04239",-0.432654587223826
"K20120",-0.567367138193886
"K11278",-0.551499448995647
"K21919",0.508569005177787
"K05691",-0.717416297537405
"K12819",-0.277031619250179
"K24032",-1.1560231910647
"K12757",-0.617237348141818
"K01719",0.326460668480998
"K06834",-1.45799814597966
"K25424",-0.734650331084737
"K08516",0.594690939956067
"K13763",-0.457193482145287
"K24024",0.468539510403847
"K24736",1.18116261224807
"K24721",0.329098671193413
"K17582",-0.708627728141387
"K17266",-0.32572046687561
"K09270",-1.52446511668017
"K16865",-0.182535194547572
"K16893",1.61256433214719
"K01074",0.551940564730382
"K02835",-0.295537531637159
"K03254",-0.430603707912988
"K23789",0.634713281713716
"K18624",0.3031437041617
"K12824",-0.353768761865618
"K00357",0.464640211127969
"K08462",-0.633176040518479
"K11488",-0.372278795490443
"K11142",-0.350040330139374
"K12657",0.275550373316895
"K16754",-0.493243345880573
"K05094",-0.162070752699318
"K04358",1.01503915132016
"K03240",0.325656944604801
"K26502",0.573861022714779
"K12617",0.641743686061363
"K24677",-0.470574352856616
"K02168",0.56822697081667
"K26107",0.775817555289747
"K17387",-0.463915690306863
"K12316",0.560857300911866
"K05334",0.397741206554136
"K01520",0.52512212312807
"K04501",-0.395661385965163
"K01045",0.800955681280093
"K17689",1.29759636503247
"K25366",0.881044566668699
"K02085",-0.678494802763057
"K18406",-0.468013930161613
"K23896",-0.93787191241443
"K04710",-0.785274627660818
"K22470",0.582630881103066
"K04805",-1.55913836112836
"K14704",-0.802044710478677
"K19199",0.605266147040774
"K02377",0.42395847517591
"K05402",0.889189060875995
"K11168",1.07977102696828
"K05236",0.663417170225227
"K02127",0.250143796776348
"K20195",-0.551969452763649
"K14821",0.248743577006801
"K18470",-0.448448406504333
"K09091",-0.623180135645045
"K10151",-0.21375679806796
"K09048",-0.40368307241961
"K14077",0.338515254276599
"K14001",0.763712876189371
"K11499",-0.625303340105587
"K01510",0.475481038081767
"K19985",0.346118656015541
"K08836",-0.279222348521578
"K19041",-0.570736392257014
"K12900",-0.902585380744046
"K16489",-0.80352461693679
"K20167",-0.391206052100236
"K04978",-2.06839806510537
"K16726",-0.385023151250902
"K06819",-0.604749721582431
"K11511",-0.730210704739193
"K11515",-0.473406076785449
"K12821",-0.39128772947764
"K00901",0.406283093737192
"K22867",1.65217013498283
"K03108",-0.431486724099284
"K07868",-0.61079283039865
"K08568",0.905381988692626
"K20193",0.409195481973852
"K15601",-0.594564982451938
"K16533",-0.415400933193289
"K10706",-0.498950945406448
"K08765",0.305341139166265
"K12605",0.314059782638344
"K09067",-0.638880199084371
"K07830",-0.854528791964881
"K10637",1.87602436170178
"K15103",1.30120634720731
"K00616",1.43663201730117
"K04223",-1.2016165780795
"K10482",0.388033407757197
"K16609",0.763383138755411
"K25857",0.367793294729544
"K24938",-0.317559658760511
"K20799",0.530058421667287
"K02963",0.318077958127304
"K26501",0.513113260087241
"K08619",-0.481850318047028
"K23994",1.47852907489223
"K24524",0.600499627342743
"K24509",-0.849547043525117
"K01301",-0.496772210082894
"K15501",-0.354337577300497
"K01052",1.38303962459996
"K12163",0.458554257516265
"K19483",-0.799702235458109
"K17346",0.955983308401859
"K22403",-0.686958748833154
"K05770",1.08846667722583
"K04463",0.485264791119002
"K15436",0.382362305016954
"K17095",0.836310505762308
"K22657",0.209660887559633
"K11644",-0.135760092656351
"K13280",0.587716676926303
"K09422",-0.553293817867834
"K15603",-0.427234485686108
"K01415",1.04576748146488
"K15121",1.65430142838671
"K12351",0.465783177016182
"K24215",0.910872749285945
"K02888",0.202491469772658
"K17413",-0.457796328781455
"K14005",0.483674434027153
"K12382",0.696540430793179
"K25628",0.446145451378332
"K00287",0.472548361286839
"K24633",0.916242741682361
"K00771",-1.07822651037126
"K25091",-0.454195709037069
"K13207",-0.431379131893079
"K16753",-0.575166735718851
"K01302",-0.380347633936104
"K02163",-0.8915878504573
"K05038",-0.983782914143502
"K05034",-0.515036704377439
"K18245",-0.642158850327764
"K04874",-0.79335581199486
"K23341",0.349786011655941
"K18592",-0.487661834947171
"K19480",-0.68973581274579
"K09391",-1.11540626381153
"K05619",-1.78106680047449
"K01113",0.501608938621278
"K15979",0.401405302760625
"K23342",-0.609551198443672
"K20349",0.997128781027024
"K16728",-0.720764101701961
"K25427",0.623047429283745
"K10529",-0.910065089405566
"K09093",0.440818222108247
"K12178",0.24533414742933
"K08807",-1.76789932671363
"K07376",-0.564101121262926
"K19906",1.96082407966017
"K19903",-2.33643532194426
"K19907",0.330486740919651
"K22991",0.875593128374609
"K15290",0.489480539450356
"K19533",0.576810316093956
"K12493",0.376046248786992
"K12230",0.242108130755784
"K17452",-0.844755822171004
"K16575",0.71486269581014
"K05285",0.402785615646093
"K12379",0.730337870665184
"K24760",0.48954902961494
"K22697",0.470945304578169
"K14634",2.22232361272733
"K20168",0.273543788596872
"K24734",-0.583378556503756
"K06106",-0.424129061344303
"K22791",-0.550670811995953
"K12386",0.591842200950801
