gene,annot,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Contrast
Acropora_000574,calcium ion-regulated exocytosis of neurotransmitter,15.839749052265391,-1.1164017116502118,0.29237159847287636,-3.818434203190163,1.3430139313599452e-4,0.00426046953585804,Variable vs Control
Acropora_000574,calcium ion-regulated exocytosis of neurotransmitter,15.839749052265391,-1.1288218100265297,0.23712704471513835,-4.760409388910437,1.9320065974426577e-6,3.289435346284166e-5,Variable vs Initial
Acropora_000700,calcium ion-regulated exocytosis of neurotransmitter,7.271737759980179,1.0412202919699245,0.36900346020786184,2.8217087487022443,0.00477685377770986,0.04938914763561015,Variable vs Control
Acropora_000700,calcium ion-regulated exocytosis of neurotransmitter,7.271737759980179,1.1238881270172172,0.2692276062550344,4.174490657368095,2.9865347462149787e-5,3.329570161337504e-4,Variable vs Initial
Acropora_000712,NA,223.4650082086652,-1.2172778995110505,0.19967574069712815,-6.096273364311392,1.0856969048105544e-9,2.637109168490591e-7,Variable vs Control
Acropora_000712,NA,223.4650082086652,-1.300320225784562,0.16107447863469257,-8.072788667741781,6.871047616013253e-16,1.4698599484315086e-13,Variable vs Initial
Acropora_000713,calcium ion binding,129.01027832571563,-2.1022749762970103,0.30911751804899673,-6.8008923905884515,1.0397306608111988e-11,5.834681646221191e-9,Variable vs Control
Acropora_000713,calcium ion binding,129.01027832571563,-1.9159039937248925,0.2514044662238993,-7.620803331387916,2.521017995501963e-14,3.730761288412015e-12,Variable vs Initial
Acropora_001599,NA,152.21285098678803,-1.2656766310544842,0.31166829326011514,-4.060973343856199,4.8868551451703813e-05,0.00197341639286607,Variable vs Control
Acropora_001599,NA,152.21285098678803,-1.2242953278654527,0.251106684273722,-4.875598319521013,1.0847914877875874e-6,2.0101204875762103e-5,Variable vs Initial
Acropora_001600,NA,5.875912387383528,-1.4166467012511663,0.4462566433770068,-3.1745111748495676,0.00150089111383209,0.02293474364929902,Variable vs Control
Acropora_001600,NA,5.875912387383528,-1.458112805823579,0.36502821855250023,-3.994520784189362,6.482523494153978e-5,6.392578850510764e-4,Variable vs Initial
Acropora_001921,Tachylectin,570.8664949468441,1.207492783037662,0.3175831487240629,3.8021311517596015,1.434567474770198e-4,0.00447244273647705,Variable vs Control
Acropora_001921,Tachylectin,570.8664949468441,1.4713737206737991,0.25517425274056316,5.766152755896385,8.110155587774172e-9,2.790255121488038e-7,Variable vs Initial
Acropora_001991,NA,132.88794030561635,-1.361872800887053,0.31865125965291274,-4.273866051464719,1.9211247487207617e-5,9.474055806267174e-4,Variable vs Control
Acropora_001991,NA,132.88794030561635,-1.2811896486770291,0.2569429865444493,-4.986279897760092,6.155295472097358e-7,1.2245977345316349e-5,Variable vs Initial
Acropora_002961,Leucine Rich repeat,8.630856195797708,-1.6135385974790326,0.34005682040111074,-4.7449087937004135,2.086003042365029e-6,1.6954205357909e-4,Variable vs Control
Acropora_002961,Leucine Rich repeat,8.630856195797708,-1.1888861688593486,0.28605389625317273,-4.156161424234271,3.23639197792213e-5,3.5567388135801395e-4,Variable vs Initial
Acropora_003306,positive regulation of interleukin-13 biosynthetic process,31.025102305373945,-1.074801282502629,0.3389562792832923,-3.1709142098657903,0.00151960014447696,0.02307522240287938,Variable vs Control
Acropora_003306,positive regulation of interleukin-13 biosynthetic process,31.025102305373945,-1.141523578983628,0.2737937948702647,-4.1692821399569375,3.055605392705127e-5,3.3850845814801156e-4,Variable vs Initial
Acropora_003321,positive regulation of epithelial to mesenchymal transition,41.78901283722011,1.145875323879027,0.35915723982070885,3.190455869554647,0.00142048533193969,0.02227069199613346,Variable vs Control
Acropora_003321,positive regulation of epithelial to mesenchymal transition,41.78901283722011,1.340118223326276,0.283513907345235,4.726816528595944,2.280671592980272e-6,3.804288984778209e-5,Variable vs Initial
Acropora_003330,NA,19.641405957286008,1.156457258559748,0.2937076978384589,3.937442794556263,8.235455631965446e-5,0.00294557813087045,Variable vs Control
Acropora_003330,NA,19.641405957286008,2.0744903245162396,0.23036374650478017,9.005281238874074,2.1511374797573888e-19,8.450450252297843e-17,Variable vs Initial
Acropora_003765,NA,11.66850138967312,-1.1474397354279935,0.3800157028906057,-3.0194534770535637,0.00253231181764418,0.03255200830990634,Variable vs Control
