Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
25.05.22;20:05:51;1;0;0.1295;0.1466;0.1354;0.2107;0.2224;0.2297;0.385;0.341;0.411;
