Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
25.05.22;20:00:20;1;0;0.1305;0.1598;0.1755;0.1354;0.1525;0.1476;0.1227;0.1848;0.1618;0.2199;0.2512;0.2801;0.1965;0.2326;0.2434;0.1984;0.2737;0.2498;0.407;0.364;0.373;0.311;0.345;0.394;0.382;0.325;0.352;
