	Pcli-003	Pcli-004	Pcli-006	Pcli-008	Pcli-011	Pcli-015	Pcli-018	Pcli-024	Pcli-026	Pcli-028	Pcli-029	Pcli-033	Pcli-038	Pcli-039	Pcli-040	Pcli-045	Pcli-049	Pcli-050	Pcli-052	Pcli-055	Pcli-058	Pcli-064	Pcli-066	Pcli-067	Pcli-069	Pcli-070	Pcli-075	Pcli-076	Pcli-077	Pcli-079	Pcli-091	Pcli-094	Pcli-096	Pcli-101	Pcli-103	Pcli-105	Pcli-109	Pcli-111	Pcli-114	Pcli-115	Pcli-120	Pcli-124	Pcli-126	Pcli-128	Pcli-130	Pcli-132	Pcli-135	Pcli-148	
Breviolum44234	0	0	0	1	0	0	0	0	1	0	2	1	2	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	2	0	0	0	7	0	2	1	0	0	0	4	
Breviolum44236	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	1	1	0	0	3	0	2	1	3	0	1	0	
Breviolum44237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Breviolum44238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44251	0	0	0	8	2	3	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	1	2	0	4	0	1	1	0	1	8	2	0	0	0	
Breviolum44255	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
Breviolum44280	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum4429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Breviolum44304	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	
Breviolum44313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	
Breviolum44316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Breviolum44319	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	1	0	0	0	0	
Breviolum44381	5	0	5	1	0	1	2	0	2	9	1	4	4	1	0	1	5	2	2	0	0	0	0	0	0	2	0	0	0	0	1	0	4	0	0	3	5	1	0	0	0	0	9	8	1	0	4	2	
Breviolum44383	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44388	12	4	13	31	0	8	5	29	23	40	32	45	32	19	6	7	14	21	56	3	0	1	0	9	5	44	30	3	13	5	6	5	18	10	13	42	60	13	2	10	50	7	78	64	31	0	2	20	
Breviolum44392	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Breviolum44402	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	3	0	0	0	0	
Breviolum44413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	
Breviolum44414	0	0	1	0	0	0	1	0	0	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	
Breviolum44426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum4443	3	0	5	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	2	2	0	0	0	4	2	2	0	0	0	2	0	0	0	1	0	2	3	0	0	0	2	
Breviolum44441	0	0	1	1	0	0	0	2	0	6	1	2	3	0	0	0	0	1	2	0	1	0	0	1	0	0	5	0	4	0	0	0	0	0	1	0	2	0	0	1	4	0	0	6	0	0	0	0	
Breviolum44465	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	
Breviolum44486	0	0	1	1	0	0	2	3	0	2	1	3	4	0	0	3	6	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	7	1	3	0	0	1	0	1	2	4	1	0	0	0	
Breviolum44499	0	0	3	3	0	0	1	2	1	0	7	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	6	0	0	2	1	3	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	
Breviolum44503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Breviolum4451	0	0	0	0	0	0	0	0	0	1	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	4	4	0	0	0	0	
Breviolum44563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Breviolum44583	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44586	13	3	7	19	0	1	1	8	8	20	17	19	5	1	0	4	6	3	29	4	0	3	0	4	1	18	12	3	6	0	5	1	9	2	7	6	12	2	1	9	34	3	28	35	12	0	2	8	
Breviolum44620	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Breviolum44628	1	0	2	3	0	0	1	1	2	8	1	5	3	0	0	2	1	1	13	0	1	2	0	1	0	2	7	0	0	0	0	1	0	0	1	0	3	0	0	2	1	4	6	5	1	0	0	9	
Breviolum44631	0	5	0	2	0	1	2	0	7	2	0	3	2	4	2	0	0	7	7	0	0	0	0	0	0	7	2	0	0	0	0	0	3	5	0	0	5	1	0	3	7	0	2	3	2	0	0	1	
Breviolum44640	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44643	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44647	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Breviolum44653	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	2	7	1	0	0	0	5	0	1	2	1	0	0	1	
Breviolum44686	0	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	3	1	2	0	1	0	0	0	
Breviolum44703	0	0	0	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	3	0	0	0	1	0	8	4	0	0	0	
Breviolum44710	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Breviolum44748	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44785	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Breviolum44804	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44808	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Breviolum44817	1	0	1	1	0	0	0	3	0	2	2	0	5	0	0	0	0	0	9	0	0	1	0	0	0	2	1	0	0	0	0	0	1	1	1	0	7	5	0	3	1	0	12	5	1	0	0	2	
Breviolum44831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44845	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44848	4	0	1	3	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	2	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	
Breviolum44869	0	1	5	1	0	4	0	3	2	1	2	8	4	4	0	0	2	2	6	0	0	0	0	0	0	5	2	0	1	0	0	0	1	0	1	0	4	1	0	0	2	0	4	13	0	0	0	7	
Breviolum44882	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44891	0	0	1	3	0	0	0	0	0	1	2	3	4	0	0	1	0	2	7	2	0	0	0	4	0	2	0	0	0	3	0	1	2	0	0	3	12	0	0	0	3	0	4	0	1	0	0	0	
Breviolum44914	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Breviolum44993	1	0	1	3	0	0	0	0	3	5	1	3	1	2	0	0	1	1	6	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	2	0	0	3	
Breviolum44997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Breviolum45002	1	0	0	2	0	0	2	2	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	1	0	0	0	0	0	2	1	0	1	0	0	0	1	2	2	1	0	0	1	
Breviolum45008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Breviolum4501	1	0	2	2	0	0	0	3	1	1	3	3	0	0	0	1	0	0	3	0	0	1	0	0	0	2	3	1	0	0	0	3	0	0	1	1	2	0	0	1	3	0	12	4	0	0	0	0	
Breviolum45015	5	2	7	3	0	3	0	18	1	3	3	8	11	1	4	2	3	1	7	0	0	0	0	0	3	7	0	3	2	0	0	4	0	2	0	5	21	2	0	0	14	6	12	18	14	1	0	6	
Breviolum45039	0	0	1	3	0	0	0	2	1	1	8	3	2	0	4	0	0	0	2	0	0	1	0	0	1	2	2	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	6	8	2	0	3	1	
Breviolum45041	1	0	0	0	0	0	1	0	1	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	1	0	0	2	0	0	0	0	0	2	2	0	0	0	0	
Breviolum45044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
Breviolum45057	1	1	0	4	0	1	0	6	0	2	3	3	1	0	0	4	4	0	0	0	0	1	0	3	0	5	4	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	11	8	3	0	0	2	
Breviolum45070	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	2	
Breviolum45076	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	
Breviolum45081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum45088	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	
Breviolum45096	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	4	0	0	0	0	0	
Breviolum45097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	
Breviolum45114	0	0	2	2	0	0	0	0	2	0	3	1	3	0	4	1	1	1	3	0	0	0	0	2	2	3	0	1	0	2	1	1	2	0	0	0	2	0	0	1	4	1	5	14	3	0	0	2	
Breviolum45146	0	1	1	1	0	0	0	0	0	3	0	1	6	0	0	1	2	0	0	0	0	0	0	0	0	4	5	0	0	0	0	2	1	0	0	6	3	0	0	0	1	0	7	4	8	0	1	0	
Breviolum45158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Breviolum45163	3	0	3	5	0	0	0	2	0	4	9	6	9	0	0	0	1	2	1	1	0	0	0	0	2	3	1	0	0	0	0	1	1	0	1	0	8	0	0	3	6	0	4	13	0	0	2	0	
Breviolum45166	1	0	0	0	0	0	0	4	0	3	3	10	0	0	0	0	0	1	2	0	0	0	0	0	0	1	3	0	0	0	0	2	0	3	0	0	6	1	0	1	6	0	7	6	3	0	2	6	
Breviolum452	0	1	0	2	0	0	1	2	0	4	5	8	5	3	2	1	1	0	2	0	0	0	0	0	0	2	7	0	0	0	4	2	1	0	1	2	11	0	0	1	2	0	18	10	3	0	0	2	
Breviolum45210	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	
Breviolum45229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Breviolum45238	1	0	0	0	0	0	0	2	2	3	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	1	0	1	0	0	0	4	0	0	0	2	0	8	1	0	0	0	0	
Breviolum4524	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Breviolum45273	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	3	0	0	2	4	0	6	1	0	0	3	0	
Breviolum45329	0	0	1	1	0	0	1	2	0	4	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	5	7	0	6	0	0	1	7	0	1	3	1	0	0	0	2	0	8	4	4	0	0	5	
Breviolum45364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
Breviolum45370	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	
Breviolum45402	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	7	7	0	0	0	
Breviolum45407	0	0	2	0	0	0	0	5	2	1	7	6	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	7	7	2	0	1	0	3	0	3	3	2	0	0	0	
Breviolum45411	1	0	3	2	0	0	1	8	5	17	5	22	3	6	6	2	3	1	10	1	0	0	0	1	0	9	2	0	2	10	1	2	14	4	1	2	12	0	1	0	4	0	7	32	2	1	1	8	
Breviolum45420	1	0	0	2	0	0	0	2	0	5	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	4	4	0	2	0	1	0	0	0	0	1	5	0	0	2	2	0	0	4	1	0	0	0	
Breviolum45426	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	
Breviolum45446	0	0	0	1	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Breviolum45448	0	0	0	0	0	0	0	4	1	9	4	1	0	0	4	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	1	0	8	0	0	0	1	0	8	7	0	0	0	2	
Breviolum4545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	
Breviolum45470	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	
Breviolum45473	1	1	4	14	0	4	0	2	1	7	4	19	7	1	0	1	2	0	20	1	0	0	0	1	3	11	9	1	2	0	1	0	15	0	0	0	9	3	0	1	10	2	10	14	2	0	0	10	
Breviolum45474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum45479	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum45487	2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
Breviolum45499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Breviolum45506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	8	2	1	5	0	0	0	0	
Breviolum45507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Breviolum45514	3	0	1	2	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	0	0	0	0	
Breviolum4552	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	1	3	1	0	0	0	
Breviolum45528	0	0	0	0	0	5	0	0	0	3	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	4	4	1	0	0	0	
Breviolum45567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	
Breviolum45569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	
Breviolum45592	1	1	0	2	0	1	0	0	4	0	2	12	1	0	0	0	2	2	3	1	0	0	0	0	0	0	5	0	0	0	1	0	6	0	6	2	1	0	0	0	3	0	2	3	6	0	0	0	
Breviolum45594	0	0	0	2	0	0	1	0	0	1	0	1	0	3	0	1	0	0	2	0	0	1	0	0	2	1	1	0	0	0	2	0	0	0	1	0	1	0	0	0	5	0	0	3	0	0	0	0	
Breviolum45612	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Breviolum45622	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	2	3	0	0	0	0	0	2	0	0	0	0	2	
Breviolum45673	0	0	3	6	0	1	0	4	2	8	6	2	4	0	1	0	6	4	7	0	0	0	0	0	0	9	3	0	0	0	3	4	1	1	1	5	8	2	0	0	6	0	15	12	4	1	1	1	
Breviolum45679	4	1	1	7	0	0	0	1	1	3	1	1	0	0	0	0	1	1	4	0	0	0	0	0	0	1	1	0	0	0	0	12	3	2	0	3	2	0	1	2	1	1	5	6	1	0	0	0	
Breviolum45696	0	0	1	2	0	0	0	0	1	0	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	
Breviolum45699	5	1	1	5	0	3	4	6	4	8	6	10	7	0	3	0	6	1	6	0	0	3	0	0	3	8	4	2	2	0	1	2	2	1	1	4	7	1	0	2	19	0	18	22	6	0	4	7	
Breviolum45702	3	1	2	2	0	1	0	4	0	3	5	7	1	0	0	0	1	0	2	0	0	0	0	0	4	3	3	0	3	1	1	0	1	2	2	13	4	2	0	3	3	1	8	2	4	1	4	3	
Breviolum45727	0	0	2	1	0	0	2	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	1	0	0	0	2	2	1	0	0	1	0	2	2	1	0	0	0	
Breviolum45728	1	0	1	0	0	0	0	0	0	3	2	2	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	4	3	0	8	1	5	0	0	0	
Breviolum45732	0	0	4	1	0	0	0	4	0	3	4	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	7	0	0	0	1	2	0	2	2	0	0	0	0	
Breviolum4578	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	
Breviolum45781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Breviolum45785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum45806	3	0	4	10	0	2	1	6	7	17	2	12	8	3	0	1	9	0	15	2	0	0	0	1	2	11	9	7	2	1	0	2	0	7	0	9	13	2	0	6	13	1	8	19	8	0	0	6	
Breviolum45828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Breviolum4583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Breviolum45838	1	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Breviolum45846	1	0	2	1	0	0	0	3	1	4	3	6	2	1	0	0	0	2	4	0	1	0	0	0	1	1	0	1	1	0	0	0	8	0	0	0	1	0	0	0	2	0	9	7	0	0	0	0	
Breviolum4586	8	0	5	8	0	2	6	4	6	13	7	6	11	0	0	2	13	2	14	0	2	0	0	8	1	13	11	1	2	0	6	3	14	1	3	8	27	2	0	4	28	1	18	17	2	0	2	1	
Breviolum45870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Breviolum45871	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	
Breviolum45872	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	
Breviolum45876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Breviolum45895	2	0	0	6	0	4	1	0	0	4	1	1	1	1	1	0	1	0	5	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	7	4	0	0	0	8	1	11	5	1	0	0	3	
