delta.rank,pval,level,nseqs,term,name,p.adj,GO_category,Contrast
1179,3.47128009480753e-10,2,96,GO:0006261,DNA-dependent DNA replication,1.48501095785193e-7,BP,Variable_vs_Control
1898,5.71050985180125e-4,2,11,GO:0006266,DNA ligation,0.0266246420868169,BP,Variable_vs_Control
2958,7.32414748929502e-5,4,6,GO:0006268,DNA unwinding involved in DNA replication,0.0067098493168195,BP,Variable_vs_Control
1785,9.40785012251483e-5,2,16,GO:0006271,DNA strand elongation involved in DNA replication,0.00781803964373928,BP,Variable_vs_Control
762,1.46229817245034e-4,7,84,GO:0006275,regulation of DNA replication,0.0109271733297488,BP,Variable_vs_Control
525,1.16154502846803e-6,5,300,GO:0006281,DNA repair,2.11207604343103e-4,BP,Variable_vs_Control
1686,1.43086095229354e-4,2,17,GO:0006297,"nucleotide-excision repair, DNA gap filling",0.0108407590205018,BP,Variable_vs_Control
1636,2.73316651243301e-5,6,22,GO:0006298,mismatch repair,0.0033132051834049,BP,Variable_vs_Control
604,1.35504617388852e-4,2,136,GO:0006302,double-strand break repair,0.0104109533500872,BP,Variable_vs_Control
670,2.50200273296265e-5,5,135,GO:0006310,DNA recombination,0.00310191475188892,BP,Variable_vs_Control
834,8.06294297564213e-7,2,119,GO:0006323,DNA packaging,1.69166745892799e-4,BP,Variable_vs_Control
764,3.82054133334761e-4,4,73,GO:0006333;GO:0031497,chromatin assembly or disassembly,0.0204324048758933,BP,Variable_vs_Control
628,2.88802779130941e-4,2,113,GO:0006338,chromatin remodeling,0.0167597782995668,BP,Variable_vs_Control
-472,1.04538562028464e-6,2,380,GO:0006511;GO:0019941;GO:0043632;GO:0051603;GO:0030163;GO:0044257,protein catabolic process,1.96640639953542e-4,BP,Variable_vs_Control
-359,1.77608011782258e-4,4,388,GO:0006518;GO:0043604,peptide metabolic process,0.0124211756957977,BP,Variable_vs_Control
-646,2.22641508698249e-4,2,111,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,0.0146326437343247,BP,Variable_vs_Control
-561,2.68640051597293e-4,2,144,GO:0006909,phagocytosis,0.0162825720162581,BP,Variable_vs_Control
-296,0.00117460938621499,3,429,GO:0006952,defense response,0.0451231986042449,BP,Variable_vs_Control
428,1.61445212938151e-6,2,451,GO:0006974,cellular response to DNA damage stimulus,2.75213636430504e-4,BP,Variable_vs_Control
-578,6.95540446513497e-4,2,117,GO:0007030,Golgi organization,0.0301124852042153,BP,Variable_vs_Control
-917,2.10452944970897e-4,3,55,GO:0007032,endosome organization,0.0143777243488898,BP,Variable_vs_Control
1220,3.30916542951363e-4,4,29,GO:0007062,sister chromatid cohesion,0.0185080407463653,BP,Variable_vs_Control
502,5.46075851945577e-4,3,162,GO:0007088;GO:0051783,regulation of nuclear division,0.0259029893248967,BP,Variable_vs_Control
1341,5.8651265805269e-4,3,22,GO:0007094;GO:0045841;GO:0071173;GO:0071174;GO:1902100;GO:2000816;GO:0031577;GO:1905819,negative regulation of metaphase/anaphase transition of cell cycle,0.0271137843193002,BP,Variable_vs_Control
-1924,4.80121713712646e-4,2,11,GO:0007390,germ-band shortening,0.0247081504556838,BP,Variable_vs_Control
1562,1.3384827898474e-4,3,20,GO:0008608,attachment of spindle microtubules to kinetochore,0.0104109533500872,BP,Variable_vs_Control
-357,0.00123955853140144,3,285,GO:0010256,endomembrane system organization,0.0463136423890059,BP,Variable_vs_Control
-460,2.16127112118966e-4,4,224,GO:0010498;GO:0043161,proteasomal protein catabolic process,0.0143777243488898,BP,Variable_vs_Control
-499,6.66092761897253e-5,2,221,GO:0016050,vesicle organization,0.00637462458973599,BP,Variable_vs_Control
1469,1.6594351899053e-4,2,22,GO:0022616,DNA strand elongation,0.0119108144222808,BP,Variable_vs_Control
2890,2.8576421320012e-5,3,7,GO:0030174,regulation of DNA-dependent DNA replication initiation,0.00335626634458951,BP,Variable_vs_Control
933,2.45091995317201e-4,5,52,GO:0030261,chromosome condensation,0.0155462422611085,BP,Variable_vs_Control
-890,5.61281725127084e-5,4,69,GO:0030433;GO:0036503,ERAD pathway,0.00546748537601472,BP,Variable_vs_Control
-1160,1.24388477609963e-7,4,70,GO:0030968,endoplasmic reticulum unfolded protein response,3.18625217532136e-5,BP,Variable_vs_Control
-1730,2.48240494967466e-4,6,15,GO:0030970;GO:0032527;GO:1903513,protein exit from endoplasmic reticulum,0.0155649643683624,BP,Variable_vs_Control
1580,8.16000550030019e-4,5,15,GO:0031055;GO:0034080;GO:0061641,chromatin remodeling at centromere,0.0342406384647212,BP,Variable_vs_Control
2023,8.96447408155069e-4,3,9,GO:0032332,positive regulation of chondrocyte differentiation,0.0367678241465105,BP,Variable_vs_Control
-1535,0.00115039692233134,2,15,GO:0032469,endoplasmic reticulum calcium ion homeostasis,0.0448109708180602,BP,Variable_vs_Control
760,4.37047227729965e-5,3,98,GO:0033045;GO:0051983,regulation of chromosome segregation,0.00458479351397492,BP,Variable_vs_Control
819,3.23985253312284e-4,2,65,GO:0033047,regulation of mitotic sister chromatid segregation,0.0184097870501928,BP,Variable_vs_Control
1281,7.50322288406947e-5,4,32,GO:0033260,nuclear DNA replication,0.0067098493168195,BP,Variable_vs_Control
1673,1.7833420066679402e-05,2,22,GO:0034508,centromere complex assembly,0.0024320326615934,BP,Variable_vs_Control
-1779,4.50634245722451e-4,2,13,GO:0034975,protein folding in endoplasmic reticulum,0.0236366327924613,BP,Variable_vs_Control
-901,6.17479823644497e-11,3,181,GO:0034976,response to endoplasmic reticulum stress,3.74261381997859e-8,BP,Variable_vs_Control
-1105,1.54484421016385e-10,2,114,GO:0035966;GO:0035967;GO:0006986;GO:0034620,response to topologically incorrect protein,8.4271251664438e-8,BP,Variable_vs_Control
-2956,7.41048500732895e-5,2,6,GO:0036499,PERK-mediated unfolded protein response,0.0067098493168195,BP,Variable_vs_Control
854,0.00110380945669452,5,49,GO:0043044;GO:0043486,ATP-dependent chromatin remodeling,0.0434836807230221,BP,Variable_vs_Control
-2125,4.8691969388039e-4,2,9,GO:0043558,regulation of translational initiation in response to stress,0.0248238030852105,BP,Variable_vs_Control
801,6.46376578239303e-4,5,61,GO:0044773;GO:0044774,mitotic DNA integrity checkpoint,0.0290933012933884,BP,Variable_vs_Control
1344,8.71139284789838e-7,2,45,GO:0044786,cell cycle DNA replication,1.69716599947449e-4,BP,Variable_vs_Control
492,1.94950417419224e-5,2,262,GO:0051052,regulation of DNA metabolic process,0.00256875890651175,BP,Variable_vs_Control
768,4.70182221565735e-5,2,95,GO:0051053,negative regulation of DNA metabolic process,0.00474971114563164,BP,Variable_vs_Control
863,1.49359606859615e-5,3,85,GO:0051225,spindle assembly,0.00208911962928,BP,Variable_vs_Control
1630,3.61488384052732e-4,2,16,GO:0051231,spindle elongation,0.0197191913500765,BP,Variable_vs_Control
1353,0.00126473127339899,2,19,GO:0051383,kinetochore organization,0.0467071615737028,BP,Variable_vs_Control
-1067,5.63303351360715e-4,4,35,GO:0051607,defense response to virus,0.026489825704075,BP,Variable_vs_Control
988,4.08601577369085e-4,4,43,GO:0060675;GO:0072171;GO:0072078;GO:0072088;GO:0072028,nephron epithelium morphogenesis,0.0216400155781394,BP,Variable_vs_Control
1039,2.8064454848219e-4,3,41,GO:0060840,artery development,0.0166467046955987,BP,Variable_vs_Control
1075,5.13313462890732e-4,5,35,GO:0061035,regulation of cartilage development,0.0253844454489147,BP,Variable_vs_Control
1471,6.45507055330439e-4,2,18,GO:0061036,positive regulation of cartilage development,0.0290933012933884,BP,Variable_vs_Control
1821,9.49957131316085e-4,2,11,GO:0061213;GO:0061217;GO:0090189;GO:0090190,regulation of mesonephros development,0.0381030599362444,BP,Variable_vs_Control
-1248,0.00137207391143502,4,22,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,0.0498977545791869,BP,Variable_vs_Control
-2235,0.00120738578850696,3,7,GO:0070417,cellular response to cold,0.0457381213632324,BP,Variable_vs_Control
-341,7.47295666784153e-5,6,487,GO:0070647,protein modification by small protein conjugation or removal,0.0067098493168195,BP,Variable_vs_Control
1335,1.50783821819738e-4,4,27,GO:0070828,heterochromatin organization,0.0110629617010478,BP,Variable_vs_Control
535,5.32785136023913e-4,2,143,GO:0071824;GO:0065004,protein-DNA complex subunit organization,0.0258836047865,BP,Variable_vs_Control
2582,5.36177331049405e-4,3,6,GO:0072172,mesonephric tubule formation,0.0258836047865,BP,Variable_vs_Control
-338,2.98853135951599e-4,2,408,GO:0080135,regulation of cellular response to stress,0.0171604616485892,BP,Variable_vs_Control
1102,9.69305466003755e-5,5,42,GO:0090307,mitotic spindle assembly,0.00781803964373928,BP,Variable_vs_Control
536,5.51574805118061e-5,3,195,GO:0098813;GO:0007059,chromosome segregation,0.00546748537601472,BP,Variable_vs_Control
411,6.66097306463696e-4,3,238,GO:0140013;GO:1903046;GO:0051321,meiotic cell cycle,0.0295411447704021,BP,Variable_vs_Control
583,0.00101135227743638,4,108,GO:1901988;GO:1901991,negative regulation of cell cycle phase transition,0.0402695377621566,BP,Variable_vs_Control
2579,0.00054470659339631705,2,6,GO:1902969,mitotic DNA replication,0.0259029893248967,BP,Variable_vs_Control
-1228,2.38337004178535e-4,2,30,GO:1903573,negative regulation of response to endoplasmic reticulum stress,0.0153459616390176,BP,Variable_vs_Control
-1320,9.41399193696469e-4,2,21,GO:1904292,regulation of ERAD pathway,0.0380395007526981,BP,Variable_vs_Control
-1377,9.19853782077288e-5,5,27,GO:1905898,positive regulation of response to endoplasmic reticulum stress,0.00781803964373928,BP,Variable_vs_Control
-432,8.3658370597417e-4,3,206,GO:2001233,regulation of apoptotic signaling pathway,0.0348363672983901,BP,Variable_vs_Control
-683,2.39121308765627e-4,2,98,GO:2001242,regulation of intrinsic apoptotic signaling pathway,0.0153459616390176,BP,Variable_vs_Control
-972,6.81707387895162e-4,4,41,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,0.0297497104077449,BP,Variable_vs_Control
1588,0.00133908290905953,4,13,GO:0000062,fatty-acyl-CoA binding,0.0201672327679104,MF,Variable_vs_Initial
1195,8.27210167486495e-4,4,25,GO:0000217,DNA secondary structure binding,0.0137241686878441,MF,Variable_vs_Initial
-539,2.22639931137435e-4,3,153,GO:0001228;GO:0001216,DNA-binding transcription activator activity,0.00554069828626117,MF,Variable_vs_Initial
-355,0.00135792344031724,2,271,GO:0003712,transcription coregulator activity,0.0201672327679104,MF,Variable_vs_Initial
2131,7.32145962663232e-4,2,8,GO:0004129;GO:0015002;GO:0016676;GO:0016675,cytochrome-c oxidase activity,0.0123826561154189,MF,Variable_vs_Initial
477,0.00309678714090306,4,125,GO:0004518,nuclease activity,0.0376775768809872,MF,Variable_vs_Initial
642,0.00294074377264767,2,69,GO:0004519,endonuclease activity,0.0364796006183429,MF,Variable_vs_Initial
793,0.00296500863473289,2,45,GO:0004536,deoxyribonuclease activity,0.0364796006183429,MF,Variable_vs_Initial
749,3.28962201006255e-4,4,74,GO:0004553;GO:0016798,"hydrolase activity, acting on glycosyl bonds",0.00692718480965095,MF,Variable_vs_Initial
-1054,4.37735838172446e-6,6,61,GO:0005244;GO:0022832;GO:0022843,voltage-gated channel activity,2.17873064908558e-4,MF,Variable_vs_Initial
-1682,0.00177944884922312,4,11,GO:0005248,voltage-gated sodium channel activity,0.0253051492194716,MF,Variable_vs_Initial
-816,3.75265874759346e-4,3,61,GO:0005516,calmodulin binding,0.00775313458229215,MF,Variable_vs_Initial
-941,2.35673417446843e-4,2,49,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",0.00561838126405275,MF,Variable_vs_Initial
500,0.00177656635145108,2,127,GO:0008168;GO:0016741;GO:0008757,"transferase activity, transferring one-carbon groups",0.0253051492194716,MF,Variable_vs_Initial
521,0.00182238347193701,2,116,GO:0008514,organic anion transmembrane transporter activity,0.0255834602791157,MF,Variable_vs_Initial
-813,3.98475024005251e-4,2,61,GO:0015079,potassium ion transmembrane transporter activity,0.00786917663216405,MF,Variable_vs_Initial
-593,0.00375686980809063,6,77,GO:0015085;GO:0005262,calcium ion transmembrane transporter activity,0.0446007801263548,MF,Variable_vs_Initial
1799,0.00249953913129058,4,9,GO:0016615,malate dehydrogenase activity,0.0333779920580876,MF,Variable_vs_Initial
1020,6.238063756108e-4,2,36,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",0.0111978357589152,MF,Variable_vs_Initial
1124,2.46285206095463e-4,3,34,GO:0016830,carbon-carbon lyase activity,0.00561838126405275,MF,Variable_vs_Initial
-887,0.0017203615027297,2,40,GO:0030544,Hsp70 protein binding,0.0251172779398536,MF,Variable_vs_Initial
-470,0.00427431100614131,2,120,GO:0030674;GO:0060090,molecular adaptor activity,0.0492670584392077,MF,Variable_vs_Initial
-613,7.35043513700667e-4,3,98,GO:0031072,heat shock protein binding,0.0123826561154189,MF,Variable_vs_Initial
-345,0.00361804382886605,2,235,GO:0031625;GO:0044389,ubiquitin-like protein ligase binding,0.043535802116575,MF,Variable_vs_Initial
1443,0.00122776384748467,2,16,GO:0036442;GO:0044769;GO:0046961,"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.0192057344713673,MF,Variable_vs_Initial
-218,0.0041882573150047,2,610,GO:0044877,protein-containing complex binding,0.0487887421269165,MF,Variable_vs_Initial
-453,4.02441909955422e-4,5,201,GO:0046873,metal ion transmembrane transporter activity,0.00786917663216405,MF,Variable_vs_Initial
-1000,0.00110976490010977,8,34,GO:0048365,Rac GTPase binding,0.0176114864582637,MF,Variable_vs_Initial
611,3.56595367638316e-5,3,149,GO:0050662,coenzyme binding,0.00135334704175457,MF,Variable_vs_Initial
-705,0.00272097014120583,3,58,GO:0051219,phosphoprotein binding,0.0346449105188417,MF,Variable_vs_Initial
1212,5.4463895204269e-4,3,26,GO:0051287,NAD binding,0.00993966087477909,MF,Variable_vs_Initial
1056,0.0037880114627863,2,24,GO:0051536;GO:0051540,iron-sulfur cluster binding,0.0446007801263548,MF,Variable_vs_Initial
684,4.67085172020585e-6,2,146,GO:0140097,"catalytic activity, acting on DNA",2.22373157983713e-4,MF,Variable_vs_Initial
996,9.02347464736652e-5,6,39,GO:0003678,DNA helicase activity,0.0101263437709335,MF,Variable_vs_Control
918,2.24795832051101e-5,3,54,GO:0008094,DNA-dependent ATPase activity,0.00283804737964515,MF,Variable_vs_Control
-1779,3.85407233169082e-4,3,10,GO:0051787,misfolded protein binding,0.0299510102075841,MF,Variable_vs_Control
903,3.85508052176825e-4,2,39,GO:0070491,repressing transcription factor binding,0.0299510102075841,MF,Variable_vs_Control
640,3.77180764198798e-6,2,134,GO:0140097,"catalytic activity, acting on DNA",7.61905143681572e-4,MF,Variable_vs_Control
2144,0.00192656755485738,3,6,GO:0000275;GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",0.0147767731457561,CC,Variable_vs_Initial
668,0.00386499219387737,3,54,GO:0000313;GO:0005761,organellar ribosome,0.025555594937103,CC,Variable_vs_Initial
-632,0.00177289606881061,3,71,GO:0001726,ruffle,0.0141647008831014,CC,Variable_vs_Initial
741,0.00149808747038309,4,53,GO:0005657,replication fork,0.012489490106346,CC,Variable_vs_Initial
1879,0.00654407551742285,3,6,GO:0005658,alpha DNA polymerase:primase complex,0.0386825215095573,CC,Variable_vs_Initial
470,0.00479606126067539,4,105,GO:0005777;GO:0042579,peroxisome,0.03117439819439,CC,Variable_vs_Initial
-413,0.00370339798585792,3,145,GO:0005912;GO:0070161,anchoring junction,0.02491672153643,CC,Variable_vs_Initial
-370,0.00134442828992386,3,224,GO:0005938,cell cortex,0.0115862527906921,CC,Variable_vs_Initial
-298,0.00133666930776417,2,354,GO:0012506;GO:0030659,vesicle membrane,0.0115862527906921,CC,Variable_vs_Initial
-778,0.00377089998542683,4,40,GO:0014704;GO:0044291,cell-cell contact zone,0.0251502633810642,CC,Variable_vs_Initial
-395,0.00130586273663052,3,196,GO:0015629,actin cytoskeleton,0.0115126059654668,CC,Variable_vs_Initial
-571,6.5100090474543e-4,2,104,GO:0019897,extrinsic component of plasma membrane,0.00656996965710191,CC,Variable_vs_Initial
-326,0.00738215294868076,2,200,GO:0019898,extrinsic component of membrane,0.0428947826639253,CC,Variable_vs_Initial
-730,0.00805577787722633,5,38,GO:0030175,filopodium,0.045432217881122,CC,Variable_vs_Initial
-488,0.00115672180067771,3,130,GO:0030426;GO:0030427,site of polarized growth,0.0104377131896447,CC,Variable_vs_Initial
1123,0.00804190452114326,4,16,GO:0030894;GO:0043601,replisome,0.045432217881122,CC,Variable_vs_Initial
967,0.00894452012263699,2,21,GO:0031304;GO:0031305,intrinsic component of mitochondrial inner membrane,0.0479751533850529,CC,Variable_vs_Initial
-766,6.87605001974659e-7,4,123,GO:0031514,motile cilium,1.5362184454412e-5,CC,Variable_vs_Initial
-848,0.0094020657447113,4,27,GO:0031519,PcG protein complex,0.0493930440150244,CC,Variable_vs_Initial
-1585,0.00812653266750878,7,8,GO:0032009,early phagosome,0.0454967193867097,CC,Variable_vs_Initial
-552,0.00836730290850736,2,66,GO:0032153;GO:0032155,cell division site,0.046170657056296,CC,Variable_vs_Initial
-816,0.00571044911787079,2,33,GO:0032420;GO:0032421,stereocilium bundle,0.0350393157872552,CC,Variable_vs_Initial
1559,0.00920282258757328,2,8,GO:0032994;GO:0034358;GO:1990777,protein-lipid complex,0.0487628789907622,CC,Variable_vs_Initial
-536,0.0024389779569654,2,93,GO:0034703;GO:0034702;GO:1902495;GO:1990351,transporter complex,0.0174831410560043,CC,Variable_vs_Initial
-1464,0.0062733114815573,4,10,GO:0035253,ciliary rootlet,0.0375908586433941,CC,Variable_vs_Initial
-609,9.81226557440797e-4,3,85,GO:0036126;GO:0097729,9+2 motile cilium,0.00929136752539619,CC,Variable_vs_Initial
-1489,0.00354268570106714,5,11,GO:0036157,outer dynein arm,0.0242610708278437,CC,Variable_vs_Initial
1941,2.89918710548999e-4,2,10,GO:0042555,MCM complex,0.0032227195795809,CC,Variable_vs_Initial
-625,0.00170218142828022,3,73,GO:0042734,presynaptic membrane,0.0138890761222439,CC,Variable_vs_Initial
-613,0.00120842021109353,3,81,GO:0043195,terminal bouton,0.0107774221152179,CC,Variable_vs_Initial
1674,0.0088867533800169,5,7,GO:0043240,Fanconi anaemia nuclear complex,0.0479751533850529,CC,Variable_vs_Initial
-387,0.00496284421817376,3,155,GO:0043292;GO:0044449,contractile fiber,0.0316619904275287,CC,Variable_vs_Initial
954,0.00492834957165544,2,25,GO:0043596,nuclear replication fork,0.0316619904275287,CC,Variable_vs_Initial
-656,0.00239662952209707,2,62,GO:0045178,basal part of cell,0.017440415810398,CC,Variable_vs_Initial
-1343,0.00855460542264802,4,11,GO:0045180,basal cortex,0.0468670168512217,CC,Variable_vs_Initial
1844,0.00764642148648798,2,6,GO:0045254,pyruvate dehydrogenase complex,0.0437672035831066,CC,Variable_vs_Initial
-369,8.28855128329312e-6,4,452,GO:0048471,perinuclear region of cytoplasm,1.44484518961041e-4,CC,Variable_vs_Initial
-1223,0.00921853644545049,3,13,GO:0048787,presynaptic active zone membrane,0.0487628789907622,CC,Variable_vs_Initial
-462,0.00346008398518683,2,117,GO:0097223,sperm part,0.023908868618363,CC,Variable_vs_Initial
1810,0.00881522771675048,4,6,GO:0097433,dense body,0.0479523380053023,CC,Variable_vs_Initial
-846,0.00416989860721758,4,33,GO:0097546,ciliary base,0.0273360019806486,CC,Variable_vs_Initial
-847,1.30476346681687e-4,3,59,GO:0097731;GO:0097733,photoreceptor cell cilium,0.00166792263174757,CC,Variable_vs_Initial
-306,0.0049949163516701,2,251,GO:0098552,side of membrane,0.0316619904275287,CC,Variable_vs_Initial
-1600,0.00173056810050768,2,11,GO:0098576,lumenal side of membrane,0.0139720603483094,CC,Variable_vs_Initial
-565,0.00141073468760966,3,93,GO:0098858,actin-based cell projection,0.0119823782474908,CC,Variable_vs_Initial
-2295,1.2619338963625e-4,5,8,GO:0099522;GO:0099524,postsynaptic cytosol,0.00166208871444769,CC,Variable_vs_Initial
-388,2.02043514642754e-5,2,293,GO:0000139,Golgi membrane,8.49169804413148e-4,CC,Variable_vs_Control
737,4.09561465553906e-5,3,72,GO:0000776,kinetochore,0.00108826332275752,CC,Variable_vs_Control
1739,2.85736121536412e-4,5,10,GO:0000778,condensed nuclear chromosome kinetochore,0.00483153805507024,CC,Variable_vs_Control
994,8.72239484822786e-5,2,36,GO:0000779;GO:0000777,"condensed chromosome, centromeric region",0.00202795680221298,CC,Variable_vs_Control
1782,2.00728238055485e-4,2,10,GO:0000796,condensin complex,0.00382927715675079,CC,Variable_vs_Control
1061,8.16758686307726e-7,2,50,GO:0005657,replication fork,5.5242587510268e-5,CC,Variable_vs_Control
1772,0.00417390638376449,3,6,GO:0005663;GO:0031390,DNA replication factor C complex,0.0398126455066767,CC,Variable_vs_Control
1370,3.00935766087026e-4,2,16,GO:0005721,pericentric heterochromatin,0.00497547133263883,CC,Variable_vs_Control
-2118,2.17191473967346e-4,3,7,GO:0005751;GO:0045277,respiratory chain complex IV,0.00403976141579264,CC,Variable_vs_Control
-582,2.58302905888612e-4,4,92,GO:0005798,Golgi-associated vesicle,0.00455043566616556,CC,Variable_vs_Control
1987,0.00335471683040381,3,5,GO:0008278,cohesin complex,0.0332787909576058,CC,Variable_vs_Control
-311,4.22423443221492e-4,3,313,GO:0012506;GO:0030659,vesicle membrane,0.00641393962768959,CC,Variable_vs_Control
-973,0.00328243034558967,2,21,GO:0012507,ER to Golgi transport vesicle membrane,0.0330017321232259,CC,Variable_vs_Control
-1558,0.00363956615314573,2,8,GO:0019774,"proteasome core complex, beta-subunit complex",0.0356294370781635,CC,Variable_vs_Control
-354,8.27892621913043e-4,3,213,GO:0030133,transport vesicle,0.0104398662831068,CC,Variable_vs_Control
-444,6.7553986226667e-4,4,138,GO:0030135,coated vesicle,0.00881757293905969,CC,Variable_vs_Control
-487,0.00388171010562283,5,82,GO:0030658,transport vesicle membrane,0.0375063937478362,CC,Variable_vs_Control
-893,1.18231007558191e-4,3,43,GO:0030660,Golgi-associated vesicle membrane,0.00244344082286928,CC,Variable_vs_Control
-840,0.0017657362666849,3,32,GO:0031201,SNARE complex,0.0199046633699025,CC,Variable_vs_Control
1722,0.00264154810298298,2,7,GO:0031298,replication fork protection complex,0.0276804477270329,CC,Variable_vs_Control
-1622,0.00463777758311099,2,7,GO:0032009,early phagosome,0.042598845948575,CC,Variable_vs_Control
1602,0.00516668293213182,3,7,GO:0032300,mismatch repair complex,0.0463133988133262,CC,Variable_vs_Control
-954,0.00168408550147082,2,25,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,0.0192763017399122,CC,Variable_vs_Control
-1366,7.52503636682928e-4,3,14,GO:0034663,endoplasmic reticulum chaperone complex,0.00965280527055342,CC,Variable_vs_Control
2264,2.38342773250614e-5,2,8,GO:0042555,MCM complex,9.0942620750733e-4,CC,Variable_vs_Control
1252,3.72506816497329e-5,5,25,GO:0043596,nuclear replication fork,0.00102646322768153,CC,Variable_vs_Control
-270,5.01783607157542e-4,2,412,GO:0044431;GO:0098791,Golgi apparatus part,0.00717936545625406,CC,Variable_vs_Control
-602,0.00122343885299296,5,67,GO:0045335,phagocytic vesicle,0.0147268172641838,CC,Variable_vs_Control
804,0.00149962445221653,2,36,GO:0051233,spindle midzone,0.0174331342570172,CC,Variable_vs_Control
-2316,6.2890150694638e-4,2,5,GO:0071682,endocytic vesicle lumen,0.00862102053079474,CC,Variable_vs_Control
509,0.00432189978817315,5,73,GO:0072686,mitotic spindle,0.0405434680458851,CC,Variable_vs_Control
-234,0.0013318357814452,4,474,GO:0099503;GO:0030141,secretory vesicle,0.0157283463713528,CC,Variable_vs_Control
1233,0.00485800483078822,3,12,GO:1990023,mitotic spindle midzone,0.0440775072452004,CC,Variable_vs_Control
