gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annot
Acropora4892,11.901454173337772,3.46538745113157,0.9242691969971076,3.7493269951983637,1.7730976693096937e-4,0.04960475500062376,NA
