,AOI,Ft,Fm,fvfm,file,Tank,Puck,Colony,Date,Treatment_period,Treatment,CBASS_temp,Species
241,3,0.1535,0.3509,0.563,48,8,A58,BC-8b,4/6/22,Temp Treatment,Treated,NA,Acervicornis
242,4,0.1652,0.3353,0.507,48,8,A60,BC-8b,4/6/22,Temp Treatment,Treated,NA,Acervicornis
243,5,0.2136,0.4203,0.492,48,8,A68,BC-8b,4/6/22,Temp Treatment,Treated,NA,Acervicornis
244,6,0.1696,0.3353,0.494,48,8,A69,SI-C,4/6/22,Temp Treatment,Treated,NA,Acervicornis
245,1,0.1369,0.2937,0.534,49,8,A94,MB-B,4/6/22,Temp Treatment,Treated,NA,Acervicornis
246,2,0.1877,0.391,0.52,49,8,A29,SI-C,4/6/22,Temp Treatment,Treated,NA,Acervicornis
247,3,0.1452,0.3338,0.565,49,8,A32,BC-8b,4/6/22,Temp Treatment,Treated,NA,Acervicornis
248,4,0.1623,0.3392,0.522,49,8,A125,BC-8b,4/6/22,Temp Treatment,Treated,NA,Acervicornis
249,5,0.1862,0.4208,0.557,49,8,A79,SI-C,4/6/22,Temp Treatment,Treated,NA,Acervicornis
250,6,0.1505,0.3456,0.564,49,8,A13,MB-B,4/6/22,Temp Treatment,Treated,NA,Acervicornis
251,1,0.1808,0.3539,0.489,5,1,P13,A,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
252,2,0.2121,0.4208,0.496,5,1,P122,B,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
253,3,0.2058,0.4159,0.505,5,1,P91,C,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
254,4,0.1789,0.3578,0.5,5,1,P57,A,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
255,5,0.1867,0.3729,0.499,5,1,P148,C,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
256,6,0.1461,0.3152,0.536,5,1,P26,A,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
257,1,0.1437,0.3162,0.546,50,8,A103,MB-B,4/6/22,Temp Treatment,Treated,NA,Acervicornis
258,2,0.1486,0.3509,0.577,50,8,A145,BC-8b,4/6/22,Temp Treatment,Treated,NA,Acervicornis
259,3,0.1515,0.3299,0.541,50,8,A21,MB-B,4/6/22,Temp Treatment,Treated,NA,Acervicornis
260,4,0.1613,0.3284,0.509,50,8,A91,BC-8b,4/6/22,Temp Treatment,Treated,NA,Acervicornis
261,5,0.1828,0.3671,0.502,50,8,A117,SI-C,4/6/22,Temp Treatment,Treated,NA,Acervicornis
262,6,0.1549,0.3436,0.549,50,8,A4,MB-B,4/6/22,Temp Treatment,Treated,NA,Acervicornis
263,1,0.1887,0.3763,0.499,6,1,P33,A,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
264,2,0.173,0.3734,0.537,6,1,P7,A,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
265,3,0.1711,0.3666,0.533,6,1,P146,B,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
266,4,0.153,0.3299,0.536,6,1,P30,A,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
267,5,0.1584,0.3304,0.521,6,1,P29,B,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
268,6,0.1931,0.3822,0.495,6,1,P17,C,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
269,1,0.1833,0.3895,0.529,7,1,P38,C,4/6/22,Temp Treatment,Untreated,NA,Pclivosa
270,1,0.1608,0.3328,0.517,8,2,P120,B,4/6/22,Temp Treatment,Treated,NA,Pclivosa
271,2,0.1862,0.3866,0.518,8,2,P25,A,4/6/22,Temp Treatment,Treated,NA,Pclivosa
272,3,0.172,0.3798,0.547,8,2,P53,A,4/6/22,Temp Treatment,Treated,NA,Pclivosa
273,4,0.1222,0.2654,0.54,8,2,P21,A,4/6/22,Temp Treatment,Treated,NA,Pclivosa
274,5,0.2077,0.4238,0.51,8,2,P106,C,4/6/22,Temp Treatment,Treated,NA,Pclivosa
275,6,0.1984,0.3959,0.499,8,2,P22,C,4/6/22,Temp Treatment,Treated,NA,Pclivosa
276,1,0.172,0.3421,0.497,9,2,P103,C,4/6/22,Temp Treatment,Treated,NA,Pclivosa
277,2,0.173,0.3646,0.525,9,2,P90,B,4/6/22,Temp Treatment,Treated,NA,Pclivosa
278,3,0.1808,0.3895,0.536,9,2,P114,B,4/6/22,Temp Treatment,Treated,NA,Pclivosa
279,4,0.1579,0.3397,0.535,9,2,P132,A,4/6/22,Temp Treatment,Treated,NA,Pclivosa
280,5,0.2107,0.4286,0.509,9,2,P31,C,4/6/22,Temp Treatment,Treated,NA,Pclivosa
281,6,0.1745,0.3915,0.554,9,2,P19,A,4/6/22,Temp Treatment,Treated,NA,Pclivosa
282,1,0.2253,0.6085,0.63,1,5,A147,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
283,2,0.172,0.5293,0.675,1,5,A41,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
284,3,0.1325,0.3988,0.668,1,5,A59,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
285,4,0.1794,0.4536,0.605,1,5,A64,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
286,5,0.2312,0.6114,0.622,1,5,A19,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
287,6,0.196,0.5518,0.645,1,5,A141,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
288,1,0.1818,0.4751,0.617,10,6,A85,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
289,2,0.2209,0.5655,0.609,10,6,A118,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
290,3,0.24,0.5147,0.534,10,6,A138,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
291,4,0.1935,0.4614,0.581,10,6,A120,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
292,5,0.1755,0.4956,0.646,10,6,A133,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
293,6,0.1999,0.4585,0.564,10,6,A148,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
294,1,0.2199,0.5367,0.59,11,6,A80,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
295,2,0.1711,0.4932,0.653,11,6,A53,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
296,3,0.2419,0.6075,0.602,11,6,A43,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
297,4,0.2053,0.5479,0.625,11,6,A6,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
298,5,0.2082,0.5279,0.606,11,6,A146,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
299,6,0.1701,0.4497,0.622,11,6,A35,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
300,1,0.1535,0.4218,0.636,12,6,A90,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
301,2,0.1784,0.4912,0.637,12,6,A140,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
302,3,0.1843,0.4863,0.621,12,6,A1,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
303,4,0.2038,0.4809,0.576,12,6,A51,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
304,5,0.1906,0.4775,0.601,12,6,A93,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
305,6,0.2009,0.4927,0.592,12,6,A78,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
306,1,0.1686,0.4438,0.62,13,7,A81,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
307,2,0.1965,0.5259,0.626,13,7,A75,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
308,3,0.1945,0.5269,0.631,13,7,A56,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
309,4,0.1931,0.4746,0.593,13,7,A82,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
310,5,0.2121,0.5308,0.6,13,7,A128,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
311,6,0.2243,0.5376,0.583,13,7,A84,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
312,1,0.1716,0.4433,0.613,14,7,A44,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
313,2,0.2312,0.5547,0.583,14,7,A86,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
314,3,0.2107,0.4858,0.566,14,7,A87,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
315,4,0.1588,0.4306,0.631,14,7,A7,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
316,5,0.2165,0.5582,0.612,14,7,A23,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
317,6,0.1706,0.4741,0.64,14,7,A150,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
318,1,0.1945,0.4961,0.608,15,7,A5,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
319,2,0.2346,0.5811,0.596,15,7,A34,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
320,3,0.2258,0.5728,0.606,15,7,A108,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
321,4,0.196,0.5078,0.614,15,7,A39,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
322,5,0.2507,0.6114,0.59,15,7,A92,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
323,6,0.1647,0.457,0.64,15,7,A100,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
324,1,0.173,0.4629,0.626,16,7,A112,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
325,2,0.2141,0.5513,0.612,16,7,A89,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
326,3,0.2107,0.5503,0.617,16,7,A31,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
327,4,0.1896,0.5044,0.624,16,7,A57,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
328,5,0.2053,0.5293,0.612,16,7,A52,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
329,6,0.1838,0.4936,0.628,16,7,A101,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
330,1,0.2126,0.5166,0.588,17,7,A70,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
331,2,0.1999,0.5318,0.624,17,7,A25,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
332,3,0.2287,0.5626,0.593,17,7,A104,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
333,4,0.1931,0.5132,0.624,17,NA,NANA,NA,3/16/22,Temp Treatment,NA,NA,Acervicornis
334,5,0.2317,0.5674,0.592,17,7,A12,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
335,6,0.2053,0.5362,0.617,17,NA,NANA,NA,3/16/22,Temp Treatment,NA,NA,Acervicornis
336,1,0.2063,0.523,0.606,18,7,A124,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
337,2,0.2185,0.5635,0.612,18,7,A22,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
338,3,0.1872,0.501,0.626,18,7,A33,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
339,4,0.2131,0.5371,0.603,18,7,A114,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
340,5,0.2204,0.5411,0.593,18,7,A119,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
341,6,0.195,0.4922,0.604,18,7,A115,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
342,1,0.1887,0.4917,0.616,19,8,A60,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
343,2,0.2297,0.5635,0.592,19,8,A8,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
344,3,0.1813,0.5191,0.651,19,8,A110,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
345,4,0.1955,0.478,0.591,19,8,A145,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
346,5,0.2058,0.5122,0.598,19,8,A113,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
347,6,0.2385,0.4844,0.508,19,8,A69,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
348,1,0.1549,0.4643,0.666,2,5,A30,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
349,2,0.1901,0.5073,0.625,2,5,A11,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
350,3,0.1725,0.4922,0.649,2,5,A36,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
351,4,0.2058,0.5567,0.63,2,5,A139,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
352,5,0.1735,0.5161,0.664,2,5,A28,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
353,6,0.1931,0.5269,0.634,2,5,A122,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
354,1,0.2136,0.4971,0.57,20,8,A61,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
355,2,0.1975,0.543,0.636,20,8,A21,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
356,3,0.1877,0.5147,0.635,20,8,A58,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
357,4,0.2131,0.5283,0.597,20,8,A62,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
358,5,0.1813,0.4927,0.632,20,8,A54,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
359,6,0.1813,0.5,0.637,20,8,A131,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
360,1,0.2449,0.5919,0.586,21,8,A45,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
361,2,0.2165,0.5518,0.608,21,8,A125,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
362,3,0.174,0.4897,0.645,21,8,A94,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
363,4,0.1569,0.4423,0.645,21,8,A74,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
364,5,0.2263,0.5777,0.608,21,8,A91,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
365,6,0.2102,0.5034,0.583,21,8,A117,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
366,1,0.2102,0.4868,0.568,22,8,A130,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
367,2,0.1823,0.5171,0.647,22,8,A4,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
368,3,0.1931,0.5098,0.621,22,8,A103,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
369,4,0.2107,0.5024,0.581,22,8,A29,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
370,5,0.1789,0.4785,0.626,22,8,A13,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
371,6,0.2087,0.5269,0.604,22,8,A68,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
372,1,0.1901,0.5059,0.624,23,8,A65,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
373,2,0.1735,0.5166,0.664,23,8,A32,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
374,3,0.1984,0.5225,0.62,23,8,A77,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
375,4,0.172,0.4516,0.619,23,8,A79,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
376,5,0.2297,0.5645,0.593,23,8,A76,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
377,6,0.1745,0.4829,0.639,23,8,A38,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
378,1,0.1862,0.4927,0.622,3,5,A149,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
379,2,0.1657,0.5005,0.669,3,5,A73,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
380,3,0.2058,0.5484,0.625,3,5,A40,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
381,4,0.1388,0.4218,0.671,3,5,A83,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
382,5,0.1857,0.565,0.671,3,5,A9,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
383,6,0.2048,0.5596,0.634,3,5,A107,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
384,1,0.1354,0.4184,0.676,4,5,A129,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
385,2,0.1579,0.5059,0.688,4,5,A27,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
386,3,0.1691,0.5161,0.672,4,5,A24,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
387,4,0.1887,0.5103,0.63,4,5,A134,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
388,5,0.1691,0.5196,0.675,4,5,A71,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
389,6,0.1672,0.5083,0.671,4,5,A109,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
390,1,0.1672,0.4726,0.646,5,5,A99,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
391,2,0.1833,0.5054,0.637,5,5,A55,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
392,3,0.1706,0.498,0.658,5,5,A132,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
393,4,0.2258,0.5293,0.573,5,5,A142,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
394,5,0.2385,0.5997,0.602,5,5,A20,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
395,6,0.1926,0.4985,0.614,5,5,A96,SI-C,3/16/22,Temp Treatment,Treated,NA,Acervicornis
396,1,0.1554,0.4321,0.64,6,5,A111,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
397,2,0.1979,0.4956,0.601,6,5,A137,BC-8b,3/16/22,Temp Treatment,Treated,NA,Acervicornis
398,3,0.1667,0.4956,0.664,6,5,A88,MB-B,3/16/22,Temp Treatment,Treated,NA,Acervicornis
399,1,0.2033,0.4858,0.581,7,6,A3,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
400,2,0.2102,0.5264,0.601,7,6,A106,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
401,3,0.1891,0.4946,0.618,7,6,A105,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
402,4,0.2048,0.501,0.591,7,6,A72,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
403,5,0.1891,0.5054,0.626,7,6,A102,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
404,6,0.1716,0.4663,0.632,7,6,A121,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
405,1,0.2009,0.4902,0.59,8,6,A48,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
406,2,0.2058,0.522,0.606,8,6,A14,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
407,3,0.1882,0.5152,0.635,8,6,A123,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
408,4,0.1735,0.4633,0.626,8,6,A143,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
409,5,0.1716,0.4707,0.636,8,6,A97,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
410,6,0.1544,0.4154,0.628,8,6,A116,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
411,1,0.1632,0.4624,0.647,9,6,A63,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
412,2,0.2014,0.5205,0.613,9,6,A46,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
413,3,0.2287,0.5577,0.59,9,6,A95,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
414,4,0.1896,0.4677,0.595,9,6,A67,SI-C,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
415,5,0.2175,0.5279,0.588,9,6,A26,BC-8b,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
416,6,0.1598,0.437,0.634,9,6,A42,MB-B,3/16/22,Temp Treatment,Untreated,NA,Acervicornis
417,1,0.1711,0.3509,0.513,1,1,P81,C,3/21/22,Temp Treatment,Untreated,NA,Pclivosa
418,2,0.151,0.3436,0.56,1,1,P61,A,3/21/22,Temp Treatment,Untreated,NA,Pclivosa
419,3,0.1471,0.3294,0.553,1,1,P12,B,3/21/22,Temp Treatment,Untreated,NA,Pclivosa
420,4,0.1417,0.3201,0.557,1,1,P97,A,3/21/22,Temp Treatment,Untreated,NA,Pclivosa
421,5,0.1461,0.3358,0.565,1,1,P32,B,3/21/22,Temp Treatment,Untreated,NA,Pclivosa
422,6,0.1808,0.3729,0.515,1,1,P91,C,3/21/22,Temp Treatment,Untreated,NA,Pclivosa
423,1,0.1554,0.3446,0.549,10,2,P2,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
424,2,0.1632,0.3529,0.537,10,2,P85,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
425,3,0.1716,0.3363,0.49,10,2,P76,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
426,4,0.1427,0.3172,0.55,10,2,P99,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
427,5,0.1373,0.3094,0.556,10,2,P53,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
428,6,0.15,0.3309,0.547,10,2,P75,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
429,1,0.1549,0.3358,0.539,11,2,P132,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
430,2,0.153,0.3451,0.557,11,2,P141,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
431,3,0.1408,0.3162,0.555,11,2,P19,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
432,4,0.1398,0.3094,0.548,11,2,P86,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
433,5,0.1285,0.2918,0.559,11,2,P11,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
434,6,0.1549,0.3485,0.555,11,2,P79,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
435,1,0.1848,0.3661,0.495,12,2,P106,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
436,2,0.1926,0.39,0.506,12,2,P103,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
437,3,0.1427,0.3148,0.547,12,2,P121,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
438,4,0.1593,0.3275,0.513,12,2,P145,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
439,5,0.1779,0.3656,0.513,12,2,P51,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
440,6,0.154,0.3436,0.552,12,2,P96,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
441,1,0.1852,0.3685,0.497,13,2,P48,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
442,2,0.2067,0.3954,0.477,13,2,P47,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
443,3,0.15,0.3226,0.535,13,2,P78,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
444,4,0.1833,0.3739,0.51,13,2,P15,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
445,5,0.1457,0.3201,0.545,13,2,P120,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
446,6,0.1481,0.3343,0.557,13,2,P101,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
447,1,0.1706,0.3666,0.535,14,2,P25,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
448,2,0.1637,0.3636,0.55,14,2,P65,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
449,3,0.1369,0.2977,0.54,14,2,P10,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
450,1,0.2023,0.393,0.485,15,3,P137,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
451,2,0.1574,0.3416,0.539,15,3,P150,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
452,3,0.1593,0.3524,0.548,15,3,P88,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
453,4,0.1525,0.3377,0.548,15,3,P98,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
454,5,0.1564,0.3446,0.546,15,3,P112,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
455,6,0.1525,0.3416,0.554,15,3,P8,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
456,1,0.1872,0.3685,0.492,16,3,P18,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
457,2,0.174,0.3754,0.536,16,3,P130,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
458,3,0.1789,0.3377,0.47,16,3,P136,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
459,4,0.1691,0.3583,0.528,16,3,P113,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
460,5,0.1432,0.2889,0.504,16,3,P63,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
461,6,0.1926,0.3881,0.504,16,3,P67,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
462,1,0.1544,0.3319,0.535,17,3,P118,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
463,2,0.1823,0.3847,0.526,17,3,P105,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
464,3,0.1574,0.3226,0.512,17,3,P14,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
465,4,0.1789,0.3661,0.511,17,3,P71,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
466,5,0.1491,0.3006,0.504,17,3,P104,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
467,6,0.1618,0.3519,0.54,17,3,P59,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
468,1,0.172,0.347,0.504,18,3,P92,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
469,2,0.1779,0.3866,0.54,18,3,P102,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
470,3,0.1515,0.3201,0.527,18,3,P149,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
471,4,0.1657,0.3504,0.527,18,3,P109,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
472,4,0.1657,0.3504,0.527,18,3,P128,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
473,5,0.1207,0.2625,0.54,18,3,P6,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
474,6,0.1574,0.3509,0.552,18,3,P138,B,3/21/22,Temp Treatment,Treated,NA,Pclivosa
475,1,0.1535,0.3226,0.524,19,3,P117,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
476,2,0.1896,0.3778,0.498,19,3,P39,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
477,3,0.1505,0.3143,0.521,19,3,P100,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
478,4,0.1457,0.3133,0.535,19,NA,NANA,NA,3/21/22,Temp Treatment,NA,NA,Acervicornis
479,5,0.1745,0.3412,0.489,19,3,P140,C,3/21/22,Temp Treatment,Treated,NA,Pclivosa
480,6,0.1891,0.3988,0.526,19,3,P77,A,3/21/22,Temp Treatment,Treated,NA,Pclivosa
481,1,0.1554,0.3421,0.546,2,1,P129,B,3/21/22,Temp Treatment,Untreated,NA,Pclivosa
482,2,0.1598,0.3529,0.547,2,1,P69,A,3/21/22,Temp Treatment,Untreated,NA,Pclivosa
483,3,0.1325,0.2898,0.543,2,1,P142,A,3/21/22,Temp Treatment,Untreated,NA,Pclivosa
