,AOI,Ft,Fm,fvfm,file,Tank,Puck,Colony,Date,Treatment_period,Treatment,CBASS_temp,Species
732,3,0.2111,0.3651,0.422,36,6,A46,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
733,4,0.2038,0.3587,0.432,36,6,A67,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
734,5,0.2283,0.4042,0.435,36,6,A43,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
735,6,0.1984,0.3348,0.407,36,6,A95,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
736,1,0.2014,0.3744,0.462,37,6,A1,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
737,2,0.2326,0.4008,0.42,37,6,A102,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
738,3,0.2102,0.4213,0.501,37,6,A118,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
739,4,0.1608,0.2937,0.453,37,6,A14,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
740,5,0.1852,0.3368,0.45,37,6,A90,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
741,6,0.2058,0.3705,0.445,37,6,A51,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
742,1,0.1823,0.3289,0.446,38,6,A97,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
743,2,0.2004,0.3881,0.484,38,6,A63,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
744,3,0.1838,0.3299,0.443,38,6,A105,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
745,4,0.1764,0.3216,0.451,38,6,A93,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
746,5,0.2023,0.3573,0.434,38,6,A78,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
747,5,0.2023,0.3573,0.434,38,8,A38,MB-B,4/20/22,Temp Treatment,Treated,NA,Acervicornis
748,6,0.1926,0.3348,0.425,38,6,A35,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
749,1,0.2107,0.3969,0.469,39,7,A89,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
750,2,0.2019,0.3891,0.481,39,7,A108,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
751,3,0.1999,0.3856,0.482,39,7,A124,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
752,4,0.2048,0.3441,0.405,39,7,A104,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
753,5,0.1984,0.3377,0.412,39,7,A7,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
754,6,0.217,0.392,0.446,39,7,A25,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
755,1,0.1549,0.2786,0.444,4,1,P123,C,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
756,2,0.194,0.3592,0.46,4,1,P72,C,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
757,3,0.1525,0.2962,0.485,4,1,P139,B,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
758,4,0.151,0.2654,0.431,4,1,P13,A,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
759,5,0.1452,0.2874,0.495,4,1,P129,B,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
760,6,0.1369,0.2781,0.508,4,1,P133,B,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
761,1,0.195,0.3245,0.399,40,7,A82,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
762,2,0.2102,0.3783,0.444,40,7,A23,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
763,3,0.2048,0.3617,0.434,40,7,A39,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
764,4,0.1926,0.324,0.406,40,7,A100,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
765,5,0.2444,0.4228,0.422,40,7,A75,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
766,6,0.1984,0.3646,0.456,40,7,A44,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
767,1,0.2581,0.4531,0.43,41,7,A92,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
768,2,0.2102,0.3817,0.449,41,7,A56,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
769,3,0.1896,0.3309,0.427,41,7,A128,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
770,4,0.2165,0.3798,0.43,41,7,A70,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
771,5,0.2351,0.4145,0.433,41,7,A22,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
772,6,0.2234,0.3856,0.421,41,7,A52,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
773,1,0.1848,0.3328,0.445,42,7,A81,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
774,2,0.216,0.3817,0.434,42,7,A115,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
775,3,0.2097,0.3597,0.417,42,7,A112,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
776,4,0.2092,0.3617,0.422,42,7,A12,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
777,5,0.2434,0.4189,0.419,42,7,A101,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
778,6,0.2053,0.3607,0.431,42,7,A5,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
779,1,0.1882,0.3304,0.43,43,7,A119,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
780,2,0.1862,0.3412,0.454,43,7,A150,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
781,3,0.2141,0.3832,0.441,43,7,A31,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
782,4,0.1945,0.3284,0.408,43,7,A86,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
783,5,0.217,0.3592,0.396,43,7,A33,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
784,6,0.1965,0.3363,0.416,43,7,A34,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
785,1,0.2243,0.3803,0.41,44,7,A84,BC-8b,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
786,2,0.1896,0.325,0.417,44,7,A114,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
787,3,0.1691,0.2859,0.409,44,7,A57,MB-B,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
788,4,0.2082,0.3563,0.416,44,7,A87,SI-C,4/20/22,Temp Treatment,Untreated,NA,Acervicornis
789,1,0.1935,0.3363,0.424,45,8,A61,SI-C,4/20/22,Temp Treatment,Treated,NA,Acervicornis
790,2,0.1608,0.3182,0.495,45,8,A32,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
791,3,0.1588,0.3348,0.526,45,8,A77,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
792,4,0.1823,0.3201,0.431,45,8,A76,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
793,5,0.1975,0.3807,0.481,45,8,A79,SI-C,4/20/22,Temp Treatment,Treated,NA,Acervicornis
794,6,0.1706,0.3196,0.466,45,8,A58,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
795,1,0.1696,0.3192,0.469,46,8,A113,SI-C,4/20/22,Temp Treatment,Treated,NA,Acervicornis
796,2,0.1906,0.3832,0.503,46,8,A110,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
797,3,0.1544,0.3402,0.546,46,8,A145,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
798,4,0.1686,0.3211,0.475,46,8,A91,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
799,5,0.1784,0.327,0.454,46,8,A45,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
800,6,0.1662,0.325,0.489,46,8,A94,MB-B,4/20/22,Temp Treatment,Treated,NA,Acervicornis
801,1,0.2077,0.3837,0.459,47,8,A60,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
802,2,0.1681,0.3412,0.507,47,8,A4,MB-B,4/20/22,Temp Treatment,Treated,NA,Acervicornis
803,2,0.1681,0.3412,0.507,47,8,A125,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
804,3,0.1852,0.3407,0.456,47,8,A29,SI-C,4/20/22,Temp Treatment,Treated,NA,Acervicornis
805,4,0.1725,0.3162,0.454,47,8,A54,MB-B,4/20/22,Temp Treatment,Treated,NA,Acervicornis
806,5,0.2317,0.4286,0.46,47,8,A130,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
807,6,0.1833,0.3553,0.484,47,8,A103,MB-B,4/20/22,Temp Treatment,Treated,NA,Acervicornis
808,1,0.1623,0.3094,0.476,48,8,A21,MB-B,4/20/22,Temp Treatment,Treated,NA,Acervicornis
809,2,0.1887,0.3695,0.489,48,NA,NANA,NA,4/20/22,Temp Treatment,NA,NA,Acervicornis
810,3,0.1872,0.3739,0.499,48,8,A131,SI-C,4/20/22,Temp Treatment,Treated,NA,Acervicornis
811,4,0.1789,0.2889,0.381,48,8,A69,SI-C,4/20/22,Temp Treatment,Treated,NA,Acervicornis
812,5,0.1862,0.3749,0.503,48,NA,NANA,NA,4/20/22,Temp Treatment,NA,NA,Acervicornis
813,6,0.1628,0.3416,0.524,48,8,A74,MB-B,4/20/22,Temp Treatment,Treated,NA,Acervicornis
814,1,0.154,0.3152,0.512,49,8,A65,MB-B,4/20/22,Temp Treatment,Treated,NA,Acervicornis
815,2,0.1696,0.3289,0.484,49,8,A13,MB-B,4/20/22,Temp Treatment,Treated,NA,Acervicornis
816,3,0.2131,0.4086,0.478,49,8,A68,BC-8b,4/20/22,Temp Treatment,Treated,NA,Acervicornis
817,4,0.1725,0.2996,0.424,49,NA,NANA,NA,4/20/22,Temp Treatment,NA,NA,Acervicornis
818,5,0.2063,0.3553,0.42,49,8,A8,SI-C,4/20/22,Temp Treatment,Treated,NA,Acervicornis
819,5,0.2063,0.3553,0.42,49,8,A117,SI-C,4/20/22,Temp Treatment,Treated,NA,Acervicornis
820,6,0.2014,0.3724,0.459,49,8,A62,SI-C,4/20/22,Temp Treatment,Treated,NA,Acervicornis
821,1,0.1471,0.2674,0.45,5,1,P5,A,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
822,2,0.1466,0.2786,0.474,5,1,P144,A,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
823,3,0.153,0.2952,0.482,5,1,P29,B,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
824,4,0.1403,0.2664,0.473,5,1,P146,B,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
825,5,0.132,0.2605,0.493,5,1,P26,A,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
826,6,0.1378,0.2674,0.484,5,1,P7,A,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
827,1,0.1579,0.2903,0.456,6,1,P93,B,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
828,2,0.1584,0.303,0.477,6,1,P9,B,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
829,3,0.1574,0.3035,0.481,6,1,P55,B,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
830,4,0.1344,0.2571,0.477,6,1,P97,A,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
831,5,0.153,0.2869,0.467,6,1,P82,C,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
832,6,0.1383,0.2683,0.485,6,1,P69,A,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
833,1,0.1588,0.2757,0.424,7,1,P95,C,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
834,2,0.1481,0.2879,0.486,7,1,P30,A,4/20/22,Temp Treatment,Untreated,NA,Pclivosa
835,1,0.1437,0.2898,0.504,8,2,P2,B,4/20/22,Temp Treatment,Treated,NA,Pclivosa
836,2,0.1667,0.3265,0.49,8,2,P114,B,4/20/22,Temp Treatment,Treated,NA,Pclivosa
837,3,0.154,0.3172,0.515,8,2,P141,A,4/20/22,Temp Treatment,Treated,NA,Pclivosa
838,4,0.1408,0.2771,0.492,8,2,P65,B,4/20/22,Temp Treatment,Treated,NA,Pclivosa
839,5,0.1427,0.2889,0.506,8,2,P25,A,4/20/22,Temp Treatment,Treated,NA,Pclivosa
840,6,0.1432,0.284,0.496,8,2,P96,B,4/20/22,Temp Treatment,Treated,NA,Pclivosa
841,1,0.1452,0.2991,0.515,9,2,P19,A,4/20/22,Temp Treatment,Treated,NA,Pclivosa
842,2,0.1657,0.3377,0.509,9,2,P99,B,4/20/22,Temp Treatment,Treated,NA,Pclivosa
843,3,0.1931,0.4066,0.525,9,2,P78,B,4/20/22,Temp Treatment,Treated,NA,Pclivosa
844,4,0.1608,0.3206,0.498,9,2,P106,C,4/20/22,Temp Treatment,Treated,NA,Pclivosa
845,5,0.1393,0.2957,0.529,9,2,P11,A,4/20/22,Temp Treatment,Treated,NA,Pclivosa
846,6,0.1325,0.2737,0.516,9,2,P21,A,4/20/22,Temp Treatment,Treated,NA,Pclivosa
847,1,0.1393,0.2009,0.307,1,1,A73,MB-B,4/22/22,CBASS,NA,36,Acervicornis
848,2,0.1378,0.1789,0.23,1,1,A104,BC-8b,4/22/22,CBASS,NA,36,Acervicornis
849,3,0.1984,0.2405,0.175,1,1,A76,BC-8b,4/22/22,CBASS,NA,36,Acervicornis
850,4,0.1515,0.2004,0.244,1,1,A1,MB-B,4/22/22,CBASS,NA,36,Acervicornis
851,5,0.1232,0.1872,0.342,1,1,A59,MB-B,4/22/22,CBASS,NA,36,Acervicornis
852,6,0.1672,0.2571,0.35,1,1,A28,MB-B,4/22/22,CBASS,NA,36,Acervicornis
853,1,0.1373,0.1579,0.13,10,2,P53,A,4/22/22,CBASS,NA,37,Pclivosa
854,2,0.1564,0.1823,0.142,10,2,P72,C,4/22/22,CBASS,NA,37,Pclivosa
855,3,0.1354,0.1613,0.161,10,2,P117,A,4/22/22,CBASS,NA,37,Pclivosa
856,4,0.1422,0.1735,0.18,10,2,P127,A,4/22/22,CBASS,NA,37,Pclivosa
857,5,0.1114,0.1383,0.194,10,2,P73,B,4/22/22,CBASS,NA,37,Pclivosa
858,6,0.1466,0.194,0.244,10,2,P14,B,4/22/22,CBASS,NA,37,Pclivosa
859,1,0.1608,0.194,0.171,11,2,P59,B,4/22/22,CBASS,NA,37,Pclivosa
860,2,0.1461,0.1769,0.174,11,2,P70,B,4/22/22,CBASS,NA,37,Pclivosa
861,3,0.1246,0.1525,0.183,11,2,P57,A,4/22/22,CBASS,NA,37,Pclivosa
862,4,0.1652,0.1965,0.159,11,2,P31,C,4/22/22,CBASS,NA,37,Pclivosa
863,5,0.1251,0.1569,0.202,11,2,P101,A,4/22/22,CBASS,NA,37,Pclivosa
864,6,0.1628,0.2195,0.258,11,2,P113,B,4/22/22,CBASS,NA,37,Pclivosa
865,1,0.1515,0.1935,0.217,12,2,P118,B,4/22/22,CBASS,NA,37,Pclivosa
866,2,0.1598,0.1877,0.148,12,2,P137,C,4/22/22,CBASS,NA,37,Pclivosa
867,3,0.1432,0.172,0.168,12,2,P60,B,4/22/22,CBASS,NA,37,Pclivosa
868,4,0.1584,0.1867,0.152,12,2,P71,C,4/22/22,CBASS,NA,37,Pclivosa
869,5,0.1158,0.1378,0.16,12,2,P116,A,4/22/22,CBASS,NA,37,Pclivosa
870,6,0.1124,0.13,0.135,12,2,P35,C,4/22/22,CBASS,NA,37,Pclivosa
871,7,0.1437,0.1716,0.162,12,2,P38,C,4/22/22,CBASS,NA,37,Pclivosa
872,1,0.2121,0.4027,0.473,13,3,A65,MB-B,4/22/22,CBASS,NA,32,Acervicornis
873,2,0.2165,0.4316,0.498,13,3,A21,MB-B,4/22/22,CBASS,NA,32,Acervicornis
874,3,0.2307,0.3915,0.411,13,3,A57,MB-B,4/22/22,CBASS,NA,32,Acervicornis
875,4,0.2155,0.4492,0.52,13,3,A40,BC-8b,4/22/22,CBASS,NA,32,Acervicornis
876,5,0.2092,0.3353,0.376,13,3,A95,SI-C,4/22/22,CBASS,NA,32,Acervicornis
877,6,0.175,0.3724,0.53,13,3,A129,MB-B,4/22/22,CBASS,NA,32,Acervicornis
878,1,0.2395,0.4311,0.444,14,3,A39,MB-B,4/22/22,CBASS,NA,32,Acervicornis
879,2,0.2566,0.4702,0.454,14,3,A22,BC-8b,4/22/22,CBASS,NA,32,Acervicornis
880,3,0.1838,0.3935,0.533,14,3,A99,BC-8b,4/22/22,CBASS,NA,32,Acervicornis
881,4,0.2151,0.4066,0.471,14,3,A100,MB-B,4/22/22,CBASS,NA,32,Acervicornis
882,5,0.2023,0.4086,0.505,14,3,A80,BC-8b,4/22/22,CBASS,NA,32,Acervicornis
883,6,0.1672,0.3177,0.474,14,3,A114,SI-C,4/22/22,CBASS,NA,32,Acervicornis
884,1,0.2023,0.3778,0.464,15,3,A20,SI-C,4/22/22,CBASS,NA,32,Acervicornis
885,2,0.2478,0.4853,0.489,15,3,A124,BC-8b,4/22/22,CBASS,NA,32,Acervicornis
886,3,0.2229,0.3729,0.402,15,3,A29,SI-C,4/22/22,CBASS,NA,32,Acervicornis
887,4,0.1935,0.3631,0.467,15,3,A123,SI-C,4/22/22,CBASS,NA,32,Acervicornis
888,5,0.1706,0.346,0.507,15,3,A137,BC-8b,4/22/22,CBASS,NA,32,Acervicornis
889,1,0.1466,0.2761,0.469,16,3,P4,A,4/22/22,CBASS,NA,32,Pclivosa
890,2,0.1935,0.3177,0.391,16,3,P39,C,4/22/22,CBASS,NA,32,Pclivosa
891,3,0.1383,0.2703,0.488,16,3,P16,A,4/22/22,CBASS,NA,32,Pclivosa
892,4,0.1574,0.3314,0.525,16,3,P78,B,4/22/22,CBASS,NA,32,Pclivosa
893,5,0.1359,0.2561,0.469,16,3,P29,B,4/22/22,CBASS,NA,32,Pclivosa
894,6,0.1359,0.2683,0.494,16,3,P124,B,4/22/22,CBASS,NA,32,Pclivosa
895,1,0.1681,0.328,0.487,17,3,P1,B,4/22/22,CBASS,NA,32,Pclivosa
896,2,0.1784,0.3045,0.414,17,3,P115,C,4/22/22,CBASS,NA,32,Pclivosa
897,3,0.1681,0.3148,0.466,17,3,P48,C,4/22/22,CBASS,NA,32,Pclivosa
898,4,0.1496,0.2801,0.466,17,3,P61,A,4/22/22,CBASS,NA,32,Pclivosa
899,5,0.1393,0.2722,0.488,17,3,P44,C,4/22/22,CBASS,NA,32,Pclivosa
900,6,0.1613,0.2981,0.459,17,3,P45,B,4/22/22,CBASS,NA,32,Pclivosa
901,1,0.1696,0.2908,0.417,18,3,P148,C,4/22/22,CBASS,NA,32,Pclivosa
902,2,0.1672,0.3138,0.467,18,3,P75,A,4/22/22,CBASS,NA,32,Pclivosa
903,3,0.1427,0.2595,0.45,18,3,P138,B,4/22/22,CBASS,NA,32,Pclivosa
904,4,0.1256,0.2688,0.533,18,3,P89,B,4/22/22,CBASS,NA,32,Pclivosa
905,5,0.1422,0.24,0.407,18,3,P67,C,4/22/22,CBASS,NA,32,Pclivosa
906,6,0.1364,0.239,0.429,18,3,P100,A,4/22/22,CBASS,NA,32,Pclivosa
907,1,0.2458,0.4316,0.43,19,4,A70,BC-8b,4/22/22,CBASS,NA,33,Acervicornis
908,2,0.2146,0.3842,0.441,19,4,A44,MB-B,4/22/22,CBASS,NA,33,Acervicornis
909,3,0.1681,0.393,0.572,19,4,A83,MB-B,4/22/22,CBASS,NA,33,Acervicornis
910,4,0.219,0.4027,0.456,19,4,A79,SI-C,4/22/22,CBASS,NA,33,Acervicornis
911,5,0.1681,0.3065,0.451,19,4,A82,SI-C,4/22/22,CBASS,NA,33,Acervicornis
912,6,0.1554,0.3895,0.601,19,4,A71,MB-B,4/22/22,CBASS,NA,33,Acervicornis
913,1,0.2043,0.2424,0.157,2,1,A106,SI-C,4/22/22,CBASS,NA,36,Acervicornis
914,2,0.2097,0.2713,0.227,2,1,A23,SI-C,4/22/22,CBASS,NA,36,Acervicornis
915,3,0.1657,0.2297,0.279,2,1,A145,BC-8b,4/22/22,CBASS,NA,36,Acervicornis
916,4,0.1237,0.1632,0.243,2,1,A35,MB-B,4/22/22,CBASS,NA,36,Acervicornis
917,5,0.13,0.1799,0.277,2,1,A53,MB-B,4/22/22,CBASS,NA,36,Acervicornis
918,6,0.1579,0.2019,0.218,2,1,A69,SI-C,4/22/22,CBASS,NA,36,Acervicornis
919,1,0.1955,0.3724,0.475,20,4,A64,SI-C,4/22/22,CBASS,NA,33,Acervicornis
920,2,0.2414,0.4472,0.46,20,4,A25,MB-B,4/22/22,CBASS,NA,33,Acervicornis
921,3,0.1828,0.3627,0.496,20,4,A77,BC-8b,4/22/22,CBASS,NA,33,Acervicornis
922,4,0.1891,0.3724,0.492,20,4,A81,BC-8b,4/22/22,CBASS,NA,33,Acervicornis
923,5,0.1452,0.237,0.388,20,4,A46,SI-C,4/22/22,CBASS,NA,33,Acervicornis
924,6,0.1891,0.3783,0.5,20,4,A102,MB-B,4/22/22,CBASS,NA,33,Acervicornis
925,1,0.1833,0.4022,0.544,21,4,A109,BC-8b,4/22/22,CBASS,NA,33,Acervicornis
926,2,0.2234,0.4453,0.498,21,4,A74,MB-B,4/22/22,CBASS,NA,33,Acervicornis
927,3,0.1603,0.3993,0.599,21,4,A30,BC-8b,4/22/22,CBASS,NA,33,Acervicornis
928,4,0.1882,0.3768,0.501,21,4,A105,BC-8b,4/22/22,CBASS,NA,33,Acervicornis
929,5,0.1833,0.3324,0.449,21,4,A5,SI-C,4/22/22,CBASS,NA,33,Acervicornis
930,1,0.1364,0.2776,0.509,22,4,P49,B,4/22/22,CBASS,NA,33,Pclivosa
931,2,0.2077,0.3416,0.392,22,4,P136,C,4/22/22,CBASS,NA,33,Pclivosa
932,3,0.1383,0.262,0.472,22,4,P69,A,4/22/22,CBASS,NA,33,Pclivosa
933,4,0.1755,0.3265,0.463,22,4,P68,C,4/22/22,CBASS,NA,33,Pclivosa
934,5,0.1256,0.2155,0.417,22,4,P150,A,4/22/22,CBASS,NA,33,Pclivosa
935,6,0.1466,0.2566,0.429,22,4,P98,A,4/22/22,CBASS,NA,33,Pclivosa
936,1,0.1554,0.3172,0.51,23,4,P43,B,4/22/22,CBASS,NA,33,Pclivosa
937,2,0.1921,0.3245,0.408,23,4,P46,C,4/22/22,CBASS,NA,33,Pclivosa
938,3,0.1452,0.2864,0.493,23,4,P96,B,4/22/22,CBASS,NA,33,Pclivosa
939,4,0.173,0.3372,0.487,23,4,P22,C,4/22/22,CBASS,NA,33,Pclivosa
940,5,0.1447,0.2879,0.497,23,4,P88,B,4/22/22,CBASS,NA,33,Pclivosa
941,6,0.1256,0.2542,0.506,23,4,P26,A,4/22/22,CBASS,NA,33,Pclivosa
942,1,0.1359,0.2703,0.497,24,4,P133,B,4/22/22,CBASS,NA,33,Pclivosa
943,2,0.1862,0.3338,0.442,24,4,P104,C,4/22/22,CBASS,NA,33,Pclivosa
944,3,0.151,0.3025,0.501,24,4,P129,B,4/22/22,CBASS,NA,33,Pclivosa
945,4,0.1676,0.3328,0.496,24,4,P134,C,4/22/22,CBASS,NA,33,Pclivosa
946,5,0.1417,0.2454,0.422,24,4,P8,A,4/22/22,CBASS,NA,33,Pclivosa
947,6,0.1408,0.2634,0.466,24,4,P50,A,4/22/22,CBASS,NA,33,Pclivosa
948,1,0.1745,0.2913,0.401,25,5,A31,SI-C,4/22/22,CBASS,NA,35,Acervicornis
949,2,0.1457,0.2918,0.501,25,5,A149,SI-C,4/22/22,CBASS,NA,35,Acervicornis
950,3,0.1598,0.2761,0.421,25,5,A75,MB-B,4/22/22,CBASS,NA,35,Acervicornis
951,4,0.1276,0.2326,0.452,25,5,A97,MB-B,4/22/22,CBASS,NA,35,Acervicornis
952,5,0.1383,0.2537,0.455,25,5,A84,BC-8b,4/22/22,CBASS,NA,35,Acervicornis
953,6,0.1251,0.2009,0.377,25,5,A61,SI-C,4/22/22,CBASS,NA,35,Acervicornis
954,1,0.1461,0.3011,0.515,26,5,A110,BC-8b,4/22/22,CBASS,NA,35,Acervicornis
955,2,0.1549,0.3187,0.514,26,5,A41,MB-B,4/22/22,CBASS,NA,35,Acervicornis
956,3,0.1212,0.2854,0.575,26,5,A9,BC-8b,4/22/22,CBASS,NA,35,Acervicornis
957,4,0.153,0.2654,0.424,26,5,A67,SI-C,4/22/22,CBASS,NA,35,Acervicornis
958,5,0.1217,0.2488,0.511,26,5,A85,BC-8b,4/22/22,CBASS,NA,35,Acervicornis
959,6,0.1559,0.2747,0.432,26,5,A119,SI-C,4/22/22,CBASS,NA,35,Acervicornis
960,1,0.1505,0.2859,0.474,27,5,A150,MB-B,4/22/22,CBASS,NA,35,Acervicornis
961,2,0.1388,0.2986,0.535,27,5,A132,MB-B,4/22/22,CBASS,NA,35,Acervicornis
962,3,0.1329,0.2884,0.539,27,5,A88,MB-B,4/22/22,CBASS,NA,35,Acervicornis
963,4,0.1535,0.3456,0.556,27,5,A147,BC-8b,4/22/22,CBASS,NA,35,Acervicornis
964,5,0.1525,0.2977,0.488,27,5,A146,BC-8b,4/22/22,CBASS,NA,35,Acervicornis
965,1,0.1623,0.2243,0.277,28,5,P102,A,4/22/22,CBASS,NA,35,Pclivosa
966,2,0.1735,0.3133,0.446,28,5,P139,B,4/22/22,CBASS,NA,35,Pclivosa
967,3,0.1848,0.324,0.43,28,5,P62,C,4/22/22,CBASS,NA,35,Pclivosa
968,4,0.1359,0.2361,0.424,28,5,P11,A,4/22/22,CBASS,NA,35,Pclivosa
969,5,0.129,0.217,0.405,28,5,P110,A,4/22/22,CBASS,NA,35,Pclivosa
970,6,0.1535,0.2952,0.48,28,5,P12,B,4/22/22,CBASS,NA,35,Pclivosa
971,7,0.107,0.2107,0.492,28,5,P108,B,4/22/22,CBASS,NA,35,Pclivosa
972,8,0.1364,0.2331,0.415,28,5,P103,C,4/22/22,CBASS,NA,35,Pclivosa
973,9,0.15,0.2644,0.433,28,5,P92,B,4/22/22,CBASS,NA,35,Pclivosa
974,1,0.1657,0.2962,0.441,29,5,P20,B,4/22/22,CBASS,NA,35,Pclivosa
975,2,0.1202,0.2292,0.475,29,5,P58,A,4/22/22,CBASS,NA,35,Pclivosa
976,3,0.1574,0.2864,0.451,29,5,P25,A,4/22/22,CBASS,NA,35,Pclivosa
977,4,0.1681,0.2664,0.369,29,5,P17,C,4/22/22,CBASS,NA,35,Pclivosa
978,5,0.176,0.3353,0.475,29,5,P120,B,4/22/22,CBASS,NA,35,Pclivosa
979,6,0.1706,0.2864,0.404,29,5,P41,C,4/22/22,CBASS,NA,35,Pclivosa
980,7,0.1168,0.1784,0.345,29,5,P140,C,4/22/22,CBASS,NA,35,Pclivosa
981,8,0.1329,0.2151,0.382,29,5,P3,C,4/22/22,CBASS,NA,35,Pclivosa
982,9,0.1227,0.2234,0.451,29,5,P144,A,4/22/22,CBASS,NA,35,Pclivosa
983,1,0.1515,0.1794,0.155,3,1,A26,BC-8b,4/22/22,CBASS,NA,36,Acervicornis
984,2,0.1315,0.1628,0.192,3,1,A51,BC-8b,4/22/22,CBASS,NA,36,Acervicornis
985,3,0.1559,0.2102,0.258,3,1,A142,BC-8b,4/22/22,CBASS,NA,36,Acervicornis
986,4,0.1598,0.2155,0.259,3,1,A56,MB-B,4/22/22,CBASS,NA,36,Acervicornis
987,5,0.174,0.2512,0.307,3,1,A107,SI-C,4/22/22,CBASS,NA,36,Acervicornis
