gene,lpv
Pseudodiploria164233,0.124210472090676
Pseudodiploria164308,-0.113774820678265
Pseudodiploria164314,0.0272469572247732
Pseudodiploria164330,-0.031537653194794
Pseudodiploria164335,0.015937705268775
Pseudodiploria164343,-0.000106377623338272
Pseudodiploria164358,-0.352793095878019
Pseudodiploria164361,0.00471280851642562
Pseudodiploria164412,-0.102993865061386
Pseudodiploria164416,0.154404924346685
Pseudodiploria164437,-0.160880442332371
Pseudodiploria164444,-0.117703213000171
Pseudodiploria164445,-0.00471280851642562
Pseudodiploria164446,-0.0539483799357327
Pseudodiploria164456,0.0178188486538865
Pseudodiploria164493,-0.0242720244248936
Pseudodiploria164497,-0.314646005791836
Pseudodiploria164566,-0.277482298823811
Pseudodiploria164572,-0.16195838446794
Pseudodiploria164590,-0.221402531080898
Pseudodiploria164595,-0.2999811463517
Pseudodiploria164612,-0.0187919791930052
Pseudodiploria164622,-0.297222035615141
Pseudodiploria164628,0.170935414529735
Pseudodiploria164647,0.0494623481581128
Pseudodiploria164655,0.0428827666472962
Pseudodiploria164681,-0.406165451729485
Pseudodiploria164697,-0.00477708057415199
Pseudodiploria164735,0.443267236663805
Pseudodiploria164748,-0.0399141839360117
Pseudodiploria164777,0.0428827666472962
Pseudodiploria164795,-0.0455263855951114
Pseudodiploria164798,0.00566670570533924
Pseudodiploria164810,-0.113226642066453
Pseudodiploria164812,-0.0260920459932169
Pseudodiploria164853,0.0428827666472962
Pseudodiploria164857,0.0182395759639441
Pseudodiploria164858,9.89173991516365e-05
Pseudodiploria164885,-0.0585127814071402
Pseudodiploria164897,9.89173991516365e-05
Pseudodiploria164907,0.0184035706366864
Pseudodiploria164921,-0.0272469572247732
Pseudodiploria164946,-0.070138670707259
Pseudodiploria164962,-0.00169006632888202
Pseudodiploria164968,0.331415626987789
Pseudodiploria164969,0.0397255774794627
Pseudodiploria164980,-0.141720420598597
Pseudodiploria164990,0.0428827666472962
Pseudodiploria164991,0.0304886702355188
Pseudodiploria165019,0.0244608851623248
Pseudodiploria165027,0.177859169415595
Pseudodiploria165106,0.321464573390467
Pseudodiploria165123,0.0726267687843533
Pseudodiploria165131,0.107218528842634
Pseudodiploria165132,0.0531193254518069
Pseudodiploria165140,-0.0013694672104399
Pseudodiploria165149,0.154231513163039
Pseudodiploria165180,-0.320316983976842
Pseudodiploria165200,-0.0278220023164058
Pseudodiploria165214,-0.703131148268984
Pseudodiploria165237,0.0220881636542892
Pseudodiploria165276,0.256563206934363
Pseudodiploria165277,0.0683316685698366
Pseudodiploria165280,0.0304886702355188
Pseudodiploria165292,0.00806950634768126
Pseudodiploria165348,0.00471280851642562
Pseudodiploria165376,0.0360429014342657
Pseudodiploria165391,0.104075534532673
Pseudodiploria165409,-0.133883551526207
Pseudodiploria165412,0.0475759680333145
Pseudodiploria165418,-0.020150842822865
Pseudodiploria165458,-0.2999811463517
Pseudodiploria165500,0.0304886702355188
Pseudodiploria165522,-0.0166671248971609
Pseudodiploria165538,0.107217661525172
Pseudodiploria165563,-0.0341934272213931
Pseudodiploria165566,-0.0607262488364479
Pseudodiploria165572,-0.0298740102009717
Pseudodiploria165626,-0.34629024433061
Pseudodiploria165688,0.346978754531542
Pseudodiploria165689,0.311396912398582
Pseudodiploria165697,0.102993865061386
Pseudodiploria165714,0.00471280851642562
Pseudodiploria165727,-0.0610300909680509
Pseudodiploria165744,0.0096029857438958
Pseudodiploria165765,-0.0769082140685426
Pseudodiploria165799,0.00159674671838383
Pseudodiploria165817,-0.0220881636542892
Pseudodiploria165824,-0.0294882558267183
Pseudodiploria165837,0.0148959441592115
Pseudodiploria165873,-0.408063901503145
Pseudodiploria165903,-0.0894635558889739
Pseudodiploria165918,-0.0421004258276084
Pseudodiploria165927,0.260052390621494
Pseudodiploria165929,0.105865988739137
Pseudodiploria165952,0.000106377623338272
Pseudodiploria165982,0.0093315732409412
Pseudodiploria165997,-0.141720420598597
Pseudodiploria166037,-0.0353411536658708
Pseudodiploria166061,-0.000530369842286975
Pseudodiploria166067,-0.361936408896379
Pseudodiploria166072,-0.00583466752460621
Pseudodiploria166077,0.441220746845795
Pseudodiploria166106,0.0222539598270765
Pseudodiploria166116,-0.00471280851642562
Pseudodiploria166133,-0.183979600662388
Pseudodiploria166156,0.0735976794617087
Pseudodiploria166171,0.0138734679995261
Pseudodiploria166179,0.0268291041932572
Pseudodiploria166186,-0.0179575192621819
Pseudodiploria166193,-0.0287435032589786
Pseudodiploria166197,0.0490642006871524
Pseudodiploria166200,-0.063257987238264
Pseudodiploria166207,-0.150755044399553
Pseudodiploria166221,0.00806950634768126
Pseudodiploria166268,-0.278202984870214
Pseudodiploria166358,0.127246456222679
Pseudodiploria166370,-0.0816552249309786
Pseudodiploria166404,-0.128499719773034
Pseudodiploria166409,-0.0179575192621819
Pseudodiploria166432,0.00726156849065876
Pseudodiploria166433,0.038836388422058
Pseudodiploria166437,-0.00292684916661091
Pseudodiploria166438,-0.052038647929159
Pseudodiploria166466,-0.0162028162142665
Pseudodiploria166478,-0.063257987238264
Pseudodiploria166481,-0.253271231557953
Pseudodiploria166488,0.200824612315394
Pseudodiploria166500,-0.0347011565318385
Pseudodiploria166512,0.106791111056695
Pseudodiploria166530,-0.000140799564284006
Pseudodiploria166585,-0.0278146836758862
Pseudodiploria166594,-0.0271463652375733
Pseudodiploria166659,0.253271231557953
Pseudodiploria166660,0.024630137766054
Pseudodiploria166663,0.331415626987789
Pseudodiploria166682,-0.0294882558267183
Pseudodiploria166687,-0.206680312374568
Pseudodiploria166737,0.127246456222679
Pseudodiploria166741,-0.0705209539563934
Pseudodiploria166760,-0.0222539598270765
Pseudodiploria166768,0.125133191146685
Pseudodiploria166782,0.024630137766054
Pseudodiploria166798,-0.320316983976842
Pseudodiploria166827,-0.0524711073000591
Pseudodiploria166874,0.0161256099302685
Pseudodiploria166885,0.0422638364850545
Pseudodiploria166895,-0.449502676023513
Pseudodiploria166902,0.245980762994056
Pseudodiploria166918,-0.0877160891362426
Pseudodiploria166945,0.035051968927058
Pseudodiploria166978,-0.262784176218736
Pseudodiploria166984,-0.131961165235998
Pseudodiploria166997,-0.000530369842286975
Pseudodiploria167028,-0.0166671248971609
Pseudodiploria167046,0.0428827666472962
Pseudodiploria167047,-0.00985490947470332
Pseudodiploria167064,-0.166368325111463
Pseudodiploria167074,0.644681426576151
Pseudodiploria167077,-0.0937554312918087
Pseudodiploria167087,-0.0325824969806803
Pseudodiploria167090,-0.0272469572247732
Pseudodiploria167101,0.0350067236653912
Pseudodiploria167103,0.0312520274071423
Pseudodiploria167135,-0.0428827666472962
Pseudodiploria167143,-0.00471280851642562
Pseudodiploria167160,-0.00678615129576628
Pseudodiploria167167,-0.049524430590681
Pseudodiploria167170,0.315784604463477
Pseudodiploria167177,-0.191144553826056
Pseudodiploria167198,-0.278700985201789
Pseudodiploria167202,-0.000117909588852939
Pseudodiploria167319,-0.0148959441592115
Pseudodiploria167325,0.00392645002936508
Pseudodiploria167330,-0.0152895355422554
Pseudodiploria167350,0.0297936045963274
Pseudodiploria167352,-0.026348099510387
Pseudodiploria167371,0.0130014617449504
Pseudodiploria167375,0.0369042715364772
Pseudodiploria167381,0.278700985201789
Pseudodiploria167400,0.0105593903131934
Pseudodiploria167427,0.0509638862198213
Pseudodiploria167447,-0.0199875278306641
Pseudodiploria167455,-0.0122367960188657
Pseudodiploria167469,-0.124210472090676
Pseudodiploria167480,0.0148959441592115
Pseudodiploria167491,-0.0467846900161251
Pseudodiploria167493,-0.0655263477657086
Pseudodiploria167495,-0.166992236587077
Pseudodiploria167506,-0.0738412963810016
Pseudodiploria167511,-0.174960776893675
Pseudodiploria167533,-0.035051968927058
Pseudodiploria167537,-0.180058071982967
Pseudodiploria167546,0.0219390406058382
Pseudodiploria167552,0.00473296182486759
Pseudodiploria167558,-0.00796329632595467
Pseudodiploria167582,-0.183979600662388
Pseudodiploria167593,0.0166671248971609
Pseudodiploria167615,-0.011814758295221
Pseudodiploria167619,-0.1199323719798
Pseudodiploria167631,0.00421452800464324
Pseudodiploria167633,-0.00512983422150175
Pseudodiploria167634,0.000106377623338272
Pseudodiploria167639,0.0531193254518069
Pseudodiploria167652,0.00594004955741135
Pseudodiploria167655,-0.021943139718967
Pseudodiploria167662,0.0441052756160231
Pseudodiploria167669,-0.156619505398452
Pseudodiploria167679,0.0428827666472962
Pseudodiploria167712,-0.0428827666472962
Pseudodiploria167717,-0.299220855282213
Pseudodiploria167722,0.0277935162511981
Pseudodiploria167761,-0.0272469572247732
Pseudodiploria167791,0.035051968927058
Pseudodiploria167793,0.0441052756160231
Pseudodiploria167823,-0.183979600662388
Pseudodiploria167824,-0.239955059252333
Pseudodiploria167843,0.000530369842286975
Pseudodiploria167849,0.0301163036975678
Pseudodiploria167867,0.0474881905494558
Pseudodiploria167871,-0.000106377623338272
Pseudodiploria167877,0.166152646401535
Pseudodiploria167880,-0.181410941254744
Pseudodiploria167885,0.00812021319571397
Pseudodiploria167889,-0.0304886702355188
Pseudodiploria167945,-0.2999811463517
Pseudodiploria167956,-1.23418394563949
Pseudodiploria168010,-0.0213555152184068
Pseudodiploria168019,-0.0807924062100206
Pseudodiploria168053,-0.0507972128582782
Pseudodiploria168066,0.114178716312196
Pseudodiploria168075,-0.011814758295221
Pseudodiploria168090,-0.0277375924113851
Pseudodiploria168111,-0.0437680178078538
Pseudodiploria168120,-0.035051968927058
Pseudodiploria168146,-9.89173991516365e-05
Pseudodiploria168150,-0.00781885427354528
Pseudodiploria168154,-0.181410941254744
Pseudodiploria168196,0.00583466752460621
Pseudodiploria168198,-0.0247831708090248
Pseudodiploria168210,0.0587325876143964
Pseudodiploria168214,-0.631714455486209
Pseudodiploria168216,0.00369455804100612
Pseudodiploria168222,-0.026348099510387
Pseudodiploria168268,1.64279840096478
Pseudodiploria168270,-0.0135668860760944
Pseudodiploria168273,0.0537883502825859
Pseudodiploria168310,-0.122423816734638
Pseudodiploria168311,-0.000530369842286975
Pseudodiploria168317,-0.0105593903131934
Pseudodiploria168324,0.025491264405765
Pseudodiploria168349,-0.0272469572247732
Pseudodiploria168355,0.0119183420766588
Pseudodiploria168401,-0.0637503442911564
Pseudodiploria168408,0.0421004258276084
Pseudodiploria168415,0.317793940279568
Pseudodiploria168420,0.0561012882576804
Pseudodiploria168427,0.685287928619597
Pseudodiploria168430,-0.032632027954922
Pseudodiploria168441,0.00621147979583027
Pseudodiploria168451,-0.155381754100279
Pseudodiploria168458,0.0304886702355188
Pseudodiploria168474,0.11533222710599
Pseudodiploria168484,-0.000865574690797141
Pseudodiploria168487,0.0255011583067112
Pseudodiploria168504,0.0715070408242843
Pseudodiploria168508,-0.0228234687342763
Pseudodiploria168523,-0.011814758295221
Pseudodiploria168524,-0.000140799564284006
Pseudodiploria168526,4.12670850420494
Pseudodiploria168539,-0.284266765577637
Pseudodiploria168564,0.0156238700280321
Pseudodiploria168584,-0.183979600662388
Pseudodiploria168589,0.0541888710946
Pseudodiploria168591,-0.0271463652375733
Pseudodiploria168596,-0.0741157567385443
Pseudodiploria168615,0.065051778001526
Pseudodiploria168620,0.270156933626452
Pseudodiploria168627,3.71182931982518
Pseudodiploria168640,-0.150362465419165
Pseudodiploria168646,0.0226426394293675
Pseudodiploria168660,-0.101753939949174
Pseudodiploria168672,-0.0105593903131934
Pseudodiploria168673,-0.0178188486538865
Pseudodiploria168692,0.00961802444860957
Pseudodiploria168694,-0.015937705268775
Pseudodiploria168700,-0.062076579783845
Pseudodiploria168721,0.0867028816443848
Pseudodiploria168725,0.0043293354471941
Pseudodiploria168730,-9.89173991516365e-05
Pseudodiploria168744,-0.00159674671838383
Pseudodiploria168757,0.164887346935039
Pseudodiploria168758,0.0296309935586716
Pseudodiploria168765,-0.0148959441592115
Pseudodiploria168768,-0.0135697747977273
Pseudodiploria168772,0.0166671248971609
Pseudodiploria168776,0.0136662055480275
Pseudodiploria168786,-0.0157728317776734
Pseudodiploria168788,-0.0220881636542892
Pseudodiploria168789,0.0876426201797837
Pseudodiploria168801,0.0540018869650934
Pseudodiploria168825,0.0356745005274468
Pseudodiploria168859,0.750482419105755
Pseudodiploria168864,0.0831423846898247
