Treatment,mean_max,sd_max,mean_min,sd_min,mean_range,sd_daily_range
Treated,30.9415204375,0.18414567306410623,27.81140842857143,0.06627466710151571,3.1301120089285712,0.156568130311695
Untreated,28.05940849107143,0.00446890679815124,27.968419026785714,0.006994631215046764,0.0909894642857152,0.006406451441433312
