Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
25.05.22;19:17:54;1;0;0.1593;0.1564;0.1515;0.1398;0.1437;0.1461;0.1276;0.1393;0.1486;0.2473;0.2375;0.2307;0.2312;0.2395;0.2566;0.1979;0.2424;0.2370;0.356;0.342;0.343;0.395;0.400;0.430;0.356;0.425;0.373;
