gene,annot,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Contrast
Pseudodiploria193272,NA,1.56025342305242,-3.2116934703612214,0.774081282880335,-4.149039049763093,3.3387385936155366e-5,0.0368555006502735,Variable vs Control
Pseudodiploria195980,NA,25.207985185723015,-2.2388292350409835,0.554820546410644,-4.0352313005076414,5.454853366010719e-5,0.04587791435737205,Variable vs Control
Pseudodiploria166380,NA,2.6132574145183955,-2.4193471841986076,0.6570574959326467,-3.682093575029557,2.3132646669069215e-4,0.03668208913067063,Variable vs Initial
Pseudodiploria168212,NA,1.77711068849387,-3.0428702583011553,0.7791350113591553,-3.905446699145308,9.40514878421461e-5,0.01944484748007306,Variable vs Initial
Pseudodiploria187669,NA,2.500353888414887,-2.4480148330197897,0.6097788206942205,-4.014594718512486,5.95480270239989e-5,0.01389425607689962,Variable vs Initial
Pseudodiploria191664,NA,2.632909847397857,-2.3430890218384497,0.6200314189724355,-3.778984338763993,1.5746932649659067e-4,0.02679110947571682,Variable vs Initial
Pseudodiploria199221,NA,42.7931087056713,-3.2980962281692747,0.6504141909692097,-5.070763021413542,3.962239008733283e-7,2.813706509984379e-4,Variable vs Initial
Pseudodiploria205158,NA,1.7885068212948083,-2.540883948008286,0.6808359377720038,-3.732006210370125,1.899608171118484e-4,0.0310263002588782,Variable vs Initial
Pseudodiploria54417,NA,12.302383620951836,2.1700198756793907,0.6141137076619895,3.533579935775962,4.099720956354151e-4,0.04789792969269699,Variable vs Initial
Pseudodiploria84865,cellular macromolecule catabolic process,3.632802527603724,4.688836093076759,0.8882374399617626,5.278809338726599,1.300260112043753e-7,1.0112927814290771e-4,Variable vs Initial
