"","lfc"
"K07611",0.466840981873516
"K00021",-0.449305116819862
"K23804",0.274074334191935
"K01868",-0.451720314732066
"K22803",0.573592376941747
"K19352",0.622327289904104
"K05888",-0.483974681824978
"K02264",-0.528923656795874
"K00128",0.664738933204611
"K03910",-0.612430957700643
"K11251",0.95792273662506
"K11254",0.609954805036085
"K11253",0.834674755782564
"K07369",-0.757181075354142
"K23088",0.749000589493382
"K06841",-0.799597871908578
"K00774",-0.784156651039618
"K13105",0.487020408945378
"K18733",-0.707023878403702
"K05849",-0.407657490279636
"K15010",0.370396634425185
"K08056",-0.607854398625137
"K19907",-1.11640193390801
"K16669",-0.846512292352979
"K13912",0.437653153814587
"K23901",-1.21727810385713
"K04497",1.19903798799121
"K20795",-0.825595625650386
"K16459",0.825715878762819
"K25452",-0.693197661963028
"K03283",-0.3816952371951
"K04349",0.483111882478838
"K12397",-0.351454976748132
"K17293",-0.354777446031232
"K23544",-0.524667787365488
"K12613",-0.393510337110237
"K00344",0.798649450817215
"K24431",0.973934546255952
"K24793",1.06317200753552
"K09490",-1.55379497195899
"K24070",-0.290366681581076
"K15259",-0.250509610963878
"K08076",-0.647698758278818
"K19721",0.643748300864956
"K08517",-0.930016507842191
"K05312",1.35423185014829
"K04706",-0.35117051312527
"K18617",-0.296987675476477
"K10532",0.983719222788475
"K24469",-0.52259932646567
"K17495",-0.843760171706589
"K04593",0.846496895957256
"K06184",-0.250756012917864
"K17546",0.374922918570439
"K09309",2.13434992482426
"K08738",-0.83675195418392
"K19947",-0.620797619864266
"K02732",-0.555957419730563
"K02326",0.975012582577621
"K09578",0.479290891337781
"K03627",-0.392185183991309
"K20827",0.682976062128466
"K06114",0.502912771214292
"K01135",0.510955652144563
"K23688",0.688853016172405
"K00558",0.733280830365059
"K15377",-0.479013280765571
"K03990",-0.544276882000587
"K19909",0.602369743406587
"K02739",-0.356263645015118
"K00876",0.65286282162871
"K03068",1.51208497824271
"K09627",1.16643650817919
